Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
4370	-67.04366	-73.5471	6.503442	0.0720358	0.184029	0.232333	0.163191	0.0129991	0.0644203	0.0102497	0.822027	0.167723
4380	-65.76866	-72.59944	6.830781	0.148667	0.0388333	0.265251	0.0147154	0.00844298	0.22862	0.0608382	0.0645918	0.87457
4390	-64.64184	-70.54315	5.901312	0.229103	0.156245	0.218152	0.0253998	0.0711119	0.0740211	0.250735	0.04861	0.700655
4400	-63.92802	-70.78801	6.85999	0.135941	0.000732965	0.0516062	0.294494	0.0868339	0.132739	0.387234	0.0634553	0.549311
4410	-61.73005	-71.98729	10.25723	0.0771721	0.0223429	0.159391	0.0112492	0.0433012	0.13486	0.211649	0.333882	0.454468
4420	-62.66554	-71.48623	8.820696	0.158877	0.0545638	0.0501244	0.102111	0.117449	0.072609	0.110759	0.663109	0.226132
4430	-68.22787	-69.83925	1.611382	0.215548	0.20589	0.0744731	0.31755	0.177751	0.103601	0.0655221	0.205049	0.729428
4440	-63.98552	-71.77259	7.787074	0.0934694	0.0738768	0.149058	0.101954	0.111186	0.10348	0.859083	0.0805161	0.0604006
4450	-67.04254	-72.0508	5.008265	0.00769741	0.233232	0.231652	0.103738	0.0354433	0.229047	0.815945	0.144531	0.0395242
4460	-61.94369	-69.92729	7.983603	0.185367	0.0196192	0.0391522	0.173469	0.126735	0.0739858	0.202388	0.00471134	0.7929
4470	-63.90143	-71.71521	7.813778	0.0286414	0.185848	0.234729	0.0166935	0.0659936	0.0991212	0.107279	0.609418	0.283303
4480	-63.91119	-74.99538	11.08419	0.0156167	0.000462841	0.135092	0.0487282	0.123408	0.063173	0.326535	0.104234	0.569231
4490	-63.10842	-73.70774	10.59932	0.157855	0.0361412	0.031196	0.00286756	0.1584	0.0362768	0.0188045	0.743565	0.23763
4500	-62.18393	-70.18419	8.000255	0.0855499	0.0293277	0.266969	0.0154189	0.0449762	0.174841	0.0543653	0.13121	0.814425
4510	-65.13762	-69.97714	4.839516	0.124897	0.251046	0.220747	0.0457668	0.084431	0.12654	0.503289	0.235502	0.261209
4520	-65.75278	-68.72558	2.972798	0.245552	0.0212047	0.406078	0.122821	0.0547559	0.142602	0.0543825	0.282753	0.662864
4530	-71.34978	-71.88945	0.5396631	0.235766	0.0980217	0.312189	0.326639	0.170018	0.0323181	0.218328	0.645045	0.136627
4540	-63.52977	-69.16785	5.638082	0.062358	0.0798264	0.398827	0.0224009	0.0495835	0.180719	0.0125216	0.0273189	0.96016
4550	-65.17048	-71.00731	5.836826	0.234825	0.0489041	0.138736	0.10719	0.194807	0.0543925	0.0651317	0.341212	0.593656
4560	-62.4716	-71.32671	8.855116	0.122727	0.0496558	0.124869	0.106454	0.048384	0.101071	0.0447473	0.053488	0.901765
4570	-61.64976	-70.90537	9.255607	0.0969148	0.00485779	0.184854	0.0796957	0.0766072	0.0802844	0.0970161	0.499382	0.403601
4580	-66.70374	-70.62148	3.917736	0.166948	0.00902783	0.215776	0.21224	0.0625346	0.255828	0.0705525	0.494975	0.434472
4590	-62.81575	-73.6233	10.80754	0.184894	0.0382524	0.0610178	0.0075515	0.061784	0.053668	0.0262809	0.771268	0.202451
4600	-62.54202	-72.047	9.504981	0.15741	0.00222307	0.0412165	0.0770351	0.100883	0.125799	0.435843	0.380738	0.183419
4610	-65.16807	-70.85469	5.686611	0.166705	0.151875	0.120293	0.110508	0.158615	0.0820899	0.320433	0.330095	0.349472
4620	-63.25762	-71.35925	8.101623	0.127018	0.04557	0.0885298	0.0939103	0.133458	0.121018	0.213495	0.316194	0.470311
4630	-67.16432	-71.88393	4.719609	0.0156095	0.114379	0.546641	0.0174381	0.0535449	0.114782	0.380086	0.602884	0.0170301
4640	-63.87432	-70.29712	6.422797	0.0538983	0.0353304	0.414271	0.0324819	0.0151353	0.183921	0.126876	0.336304	0.53682
4650	-70.4334	-75.10198	4.668584	0.0772821	0.183863	0.163203	0.231025	0.186841	0.0239958	0.187174	0.481541	0.331285
4660	-65.46855	-73.07907	7.61052	0.00576556	0.0379566	0.258086	0.12778	0.0156046	0.201033	0.0192181	0.63389	0.346892
4670	-69.84209	-73.14959	3.307499	0.123441	0.130277	0.287872	0.0154703	0.141978	0.268947	0.474202	0.0693094	0.456489
4680	-66.48221	-72.85007	6.367861	0.0729856	0.0363451	0.203016	0.177837	0.179341	0.0696205	0.101562	0.221608	0.67683
4690	-65.01585	-72.3273	7.311459	0.101403	0.0472714	0.191002	0.0790675	0.167746	0.0820973	0.393356	0.367968	0.238677
4700	-65.16391	-72.82684	7.662931	0.011863	0.0071237	0.358152	0.105721	0.0263291	0.133118	0.379117	0.499928	0.120955
4710	-64.12522	-71.81465	7.689431	0.0733197	0.0353376	0.325669	0.0464428	0.0589688	0.100587	0.568366	0.37227	0.0593633
4720	-62.36542	-73.43327	11.06785	0.0260982	0.0160282	0.178706	0.0244271	0.0857416	0.0567022	0.00529024	0.407227	0.587483
4730	-63.39071	-70.41967	7.028961	0.0237401	0.0349419	0.480183	0.000191773	0.0156777	0.134977	0.0324609	0.322016	0.645523
4740	-67.35664	-68.2799	0.923268	0.069723	0.314843	0.507761	1.72758e-05	0.0739732	0.179949	0.12358	0.0820125	0.794407
4750	-63.92312	-75.11967	11.19655	0.119009	0.107355	0.00932167	0.00060723	0.10929	0.0324971	0.651567	0.194134	0.154299
4760	-63.4819	-70.20127	6.71937	0.225837	0.0335295	0.112723	0.100986	0.10704	0.132746	0.196865	0.328927	0.474208
4770	-62.37404	-70.82221	8.448173	0.149462	0.0312649	0.0963022	0.140615	0.0670265	0.0989188	0.0385616	0.300728	0.660711
4780	-68.6162	-72.33694	3.720745	0.00664018	0.126772	0.310619	0.181471	0.138288	0.173296	0.732963	0.0524535	0.214584
4790	-65.21544	-69.14579	3.930344	0.297305	0.0655501	0.209898	0.165298	0.109696	0.0736655	0.0452771	0.120473	0.83425
4800	-63.69872	-72.27089	8.572172	0.0156093	0.139052	0.165167	0.048145	0.0600634	0.146281	0.315738	0.0857859	0.598476
4810	-66.97754	-72.38849	5.410945	0.00182089	0.258271	0.151539	0.10848	0.106009	0.18458	0.224998	0.194749	0.580253
4820	-61.314	-71.64554	10.33154	0.152283	0.0265784	0.0762725	0.0351634	0.0701973	0.0822663	0.238988	0.203666	0.557346
4830	-63.78149	-73.10113	9.319647	0.122136	0.09812	0.00216504	0.0649603	0.119034	0.112009	0.0729271	0.790558	0.136514
4840	-61.64549	-70.76328	9.117793	0.217185	0.0510443	0.0403937	0.072907	0.104427	0.0475619	0.0126923	0.204006	0.783302
4850	-62.28745	-69.94894	7.661488	0.137078	0.01868	0.197816	0.0672763	0.0666137	0.15495	0.0609881	0.222712	0.7163
4860	-64.77634	-71.47599	6.699651	0.240716	0.0445321	0.145884	0.0227514	0.083251	0.177202	0.135274	0.00216181	0.862565
4870	-67.49788	-70.69469	3.196809	0.334042	0.0310325	0.152705	0.218077	0.0565597	0.183846	0.606238	0.0608043	0.332957
4880	-70.27919	-69.93138	-0.3478048	0.109488	0.478779	0.29055	0.150523	0.114936	0.0970365	0.799438	0.168751	0.0318116
4890	-68.87299	-70.37057	1.497578	0.194086	0.0846762	0.38107	0.289093	0.061165	0.0932322	0.38016	0.129077	0.490763
4900	-66.50471	-71.6461	5.141396	0.0628761	0.215709	0.266582	0.143321	0.0700978	0.0722696	0.278214	0.284239	0.437547
4910	-67.39503	-72.13434	4.739316	0.244062	0.257067	0.142927	0.115512	0.0598022	0.0415511	0.543272	0.125431	0.331297
4920	-62.11953	-72.14013	10.0206	0.0485822	0.0385434	0.204198	0.00833776	0.0584472	0.107903	0.76058	0.0883906	0.15103
4930	-66.09469	-73.93102	7.836322	0.10998	0.0260439	0.0713121	0.127644	0.0743347	0.220027	0.607802	0.0913639	0.300834
4940	-64.20469	-72.35632	8.151626	0.027601	0.038434	0.131686	0.172937	0.104546	0.13056	0.23994	0.424709	0.335351
4950	-63.38407	-69.87767	6.493598	0.0318314	0.0426705	0.455039	0.0243643	0.0590705	0.116768	0.0576179	0.0720133	0.870369
4960	-63.8468	-70.8355	6.988694	0.0757068	0.0354496	0.265533	0.161888	0.0411898	0.112955	0.056278	0.569642	0.37408
4970	-66.58523	-72.43946	5.854233	0.184868	0.242698	0.138773	0.0325173	0.0711083	0.107587	0.241856	0.734662	0.0234815
4980	-65.00425	-72.83853	7.834274	0.179138	0.00701253	0.0783533	0.0487143	0.194041	0.122235	0.328386	0.141812	0.529802
4990	-60.66997	-71.67646	11.00649	0.160712	0.0414083	0.00501894	0.0249722	0.0771573	0.0830226	0.103513	0.277857	0.61863
5000	-68.27737	-72.5485	4.271124	0.352961	0.0592142	0.137518	0.210082	0.0348103	0.101344	0.656591	0.166216	0.177193
5010	-62.52103	-69.52114	7.000107	0.231316	0.00932037	0.0452175	0.190394	0.106475	0.109147	0.234403	0.391831	0.373766
5020	-64.81854	-70.65828	5.83974	0.0728255	0.179236	0.255712	0.0113906	0.0675821	0.19189	0.0643226	0.472617	0.463061
5030	-63.90595	-71.45398	7.548033	0.242355	0.0291502	0.0600726	0.127179	0.10347	0.0886704	0.950036	0.0427996	0.00716458
5040	-67.07234	-70.67869	3.606357	0.136085	0.178167	0.105483	0.250125	0.149845	0.125933	0.912381	0.0312303	0.0563882
5050	-68.98259	-69.65871	0.6761251	0.188326	0.406093	0.29698	0.117646	0.0260826	0.12962	0.137995	0.76042	0.101585
5060	-64.25173	-69.85593	5.604194	0.244092	0.11679	0.011912	0.185683	0.130547	0.107225	0.363595	0.0478491	0.588556
5070	-63.81478	-70.63834	6.823557	0.253126	0.0704384	0.0728443	0.153282	0.0881507	0.0672293	0.234862	0.33127	0.433868
5080	-62.47064	-71.20111	8.730474	0.0885125	0.0466542	0.215747	0.0786866	0.063342	0.0695385	0.107379	0.295306	0.597315
5090	-62.48612	-71.21292	8.726803	0.193448	0.0941795	0.0138429	0.0939648	0.0963535	0.0709669	0.189176	0.364375	0.446449
5100	-63.3447	-71.32105	7.976357	0.0442337	0.124599	0.291107	0.0109181	0.0739458	0.0740657	0.113091	0.389546	0.497363
5110	-61.62482	-69.91445	8.289637	0.0727707	0.0241615	0.223285	0.0750836	0.0715147	0.128629	0.122294	0.172836	0.70487
5120	-66.29167	-73.58537	7.293694	0.152897	0.069345	0.118862	0.0206002	0.110337	0.197875	0.418811	0.281912	0.299277
5130	-61.08125	-71.48541	10.40416	0.169058	0.00935596	0.0136101	0.0309887	0.0900242	0.124293	0.290489	0.0169922	0.692518
5140	-63.10093	-72.93869	9.837767	0.161206	5.35438e-05	0.0744392	0.0185019	0.135122	0.0903597	0.434105	0.447221	0.118674
5150	-66.16581	-70.17387	4.00806	0.150181	0.203227	0.169138	0.198041	0.0916139	0.1034	0.125782	0.485339	0.388879
5160	-68.13822	-72.71377	4.575556	0.182799	0.0238211	0.189978	0.094753	0.145212	0.236603	0.334735	0.0293309	0.635934
5170	-71.81633	-70.92105	-0.8952808	0.541217	0.0843869	0.194654	0.147287	0.205984	0.108719	0.582818	0.287269	0.129914
5180	-69.96782	-72.76956	2.801738	0.107281	0.158673	0.00467305	0.362409	0.252992	0.119776	0.503484	0.0857017	0.410814
5190	-64.87808	-74.34123	9.463147	0.0531209	0.00831231	0.0576694	0.162057	0.0670427	0.159493	0.460295	0.408951	0.130754
5200	-62.58369	-71.91176	9.328072	0.233983	0.00196521	0.0525654	0.0832334	0.120213	0.0258359	0.304142	0.162217	0.533641
5210	-64.28323	-71.44256	7.159329	0.137432	0.00536241	0.156011	0.104241	0.109069	0.167848	0.0438247	0.816128	0.140047
5220	-63.95314	-73.11926	9.166116	0.166377	0.136132	0.00636286	0.0681736	0.101739	0.0511205	0.0587368	0.78978	0.151484
5230	-68.34937	-68.95628	0.6069126	0.493996	0.0090517	0.117704	0.314408	0.122237	0.112526	0.81836	0.0841776	0.0974621
5240	-61.04151	-71.33949	10.29797	0.232	0.0160459	0.00183614	0.0382621	0.101596	0.0555302	0.180094	0.604099	0.215807
5250	-69.53999	-73.89331	4.353319	0.0691134	0.00580794	0.500555	0.189457	0.0498682	0.0749818	0.656589	0.184075	0.159336
5260	-62.42398	-73.13672	10.71274	0.0953212	0.00452663	0.00775654	0.0526848	0.139739	0.114228	0.126104	0.340533	0.533363
5270	-64.93142	-71.04322	6.1118	0.323595	0.0037134	0.0595832	0.0710291	0.16576	0.134611	0.29276	0.0640029	0.643237
5280	-66.05053	-69.90668	3.856146	0.236152	0.201077	0.226206	0.0337058	0.137012	0.0928071	0.0544511	0.430495	0.515054
5290	-60.71244	-70.98713	10.27469	0.164893	0.00359862	0.029047	0.0884023	0.0778563	0.0832142	0.159999	0.246363	0.593638
5300	-62.67766	-69.70561	7.027951	0.0553077	0.067253	0.331971	0.0398016	0.0616538	0.1338	0.373544	0.0493144	0.577142
5310	-63.70934	-71.19324	7.483899	0.250476	0.0508522	0.14511	0.0691255	0.0971964	0.0429333	0.0689076	0.409402	0.521691
5320	-63.63568	-69.37686	5.741181	0.261067	0.0626078	0.230761	0.0344766	0.0843036	0.112789	0.0319834	0.212378	0.755638
5330	-61.92085	-72.13294	10.21209	0.0534547	0.00844343	0.123564	0.0592582	0.109198	0.0977737	0.472326	0.005061	0.522613
5340	-64.75143	-72.61917	7.867732	0.232484	0.0483599	0.120887	0.00849932	0.16923	0.0475315	0.559115	0.263884	0.177001
5350	-65.12061	-70.63394	5.513332	0.152662	0.208672	0.216013	0.0432344	0.0615729	0.12089	0.348064	0.387728	0.264207
5360	-67.05595	-73.84445	6.788496	0.0962773	0.119633	0.10805	0.164919	0.175049	0.0437639	0.605637	0.106853	0.287511
5370	-68.84296	-72.84424	4.001278	0.300747	0.11007	0.252261	0.118169	0.00801476	0.126847	0.091039	0.0362179	0.872743
5380	-63.71877	-72.8752	9.156432	0.00882218	0.0448239	0.188905	0.0873868	0.043187	0.157505	0.0496559	0.500604	0.44974
5390	-66.92062	-72.56287	5.64225	0.00167382	0.123713	0.320915	0.0260413	0.0858684	0.235192	0.251487	0.678767	0.069746
5400	-67.98484	-70.7444	2.759556	0.229708	0.285569	0.354936	0.0421863	0.0304545	0.0661042	0.0983811	0.339358	0.562261
5410	-67.28107	-73.51575	6.234674	0.0201636	0.0264654	0.235539	0.333663	0.0120691	0.121205	0.198541	0.0033264	0.798133
5420	-66.12909	-70.91772	4.788634	0.0816357	0.235021	0.178007	0.0497224	0.173029	0.139818	0.656334	0.0868209	0.256845
5430	-61.71765	-72.08416	10.3665	0.167454	0.0062623	0.0460341	0.0406105	0.135819	0.0439664	0.1184	0.467429	0.41417
5440	-63.39243	-74.69572	11.30329	0.132891	0.0875809	0.00251925	0.0510123	0.0557357	0.0403588	0.0875638	0.0478425	0.864594
5450	-64.38169	-71.84291	7.461216	0.140174	0.165539	0.0912158	0.0472526	0.0993546	0.113853	0.454964	0.209476	0.33556
5460	-63.05764	-69.732	6.674368	0.181288	0.00482733	0.0148028	0.300189	0.120587	0.0945327	0.315581	0.462252	0.222167
5470	-64.8471	-72.37393	7.526831	0.248742	0.147705	0.00745048	0.0343428	0.101981	0.112262	0.10912	0.569233	0.321647
5480	-63.05623	-69.05605	5.999823	0.12723	0.0281048	0.382554	0.0376357	0.0463344	0.144807	0.0525348	0.260757	0.686708
5490	-65.70673	-70.75478	5.048052	0.132759	0.317251	0.208143	0.0106788	0.0490697	0.119934	0.635966	0.198762	0.165272
5500	-63.50566	-71.43276	7.9271	0.246127	0.0241909	0.102388	0.00855705	0.16936	0.0719301	0.110657	0.414702	0.474641
5510	-66.83731	-76.86526	10.02795	0.0570809	0.000632824	0.0865721	0.240655	0.0272489	0.0532711	0.318925	0.381042	0.300033
5520	-63.90084	-70.7215	6.82066	0.214546	0.0803522	0.239627	0.0449082	0.0611741	0.0646798	0.177201	0.135253	0.687546
5530	-63.11346	-70.11129	6.997838	0.208596	0.0471894	0.040438	0.210264	0.108382	0.0771692	0.450777	0.0640322	0.485191
5540	-63.6306	-71.66839	8.037783	0.127271	0.0228371	0.16708	0.0576801	0.0790198	0.160388	0.378689	0.439136	0.182175
5550	-65.47075	-69.62162	4.150879	0.207849	0.0124523	0.108315	0.37271	0.0953426	0.108252	0.458501	0.232814	0.308684
5560	-66.09839	-71.2636	5.165218	0.26056	0.167197	0.075141	0.0435775	0.188772	0.0938268	0.0134079	0.420053	0.566539
5570	-63.98398	-71.08281	7.098825	0.047697	0.0843273	0.293016	0.0326324	0.126422	0.100393	0.0849963	0.468953	0.44605
5580	-64.94503	-72.90963	7.964602	0.12188	0.0163651	0.191833	0.052379	0.126863	0.110428	0.0139868	0.985165	0.000848322
5590	-67.16186	-72.20272	5.040866	0.242231	0.219288	0.244604	0.0354787	0.0461969	0.0505729	0.310891	0.0630552	0.626054
5600	-65.09344	-70.86792	5.774479	0.0494056	0.283072	0.202911	0.012611	0.065455	0.170062	0.185902	0.12452	0.689578
5610	-65.90877	-73.25316	7.344396	0.237601	0.154815	0.134527	0.00784638	0.0428906	0.088445	0.108587	0.383014	0.508399
5620	-63.55862	-74.84612	11.2875	0.0642177	0.037975	0.0542829	0.0292288	0.0526892	0.132885	0.329324	0.0737596	0.596916
5630	-65.85499	-75.40428	9.549289	0.0149667	0.154849	0.174996	0.0442114	0.0291146	0.0831152	0.72683	0.101023	0.172147
5640	-62.44967	-71.01506	8.565398	0.101347	0.0914729	0.196338	0.0143995	0.0969421	0.0743246	0.249638	0.31691	0.433452
5650	-65.55649	-70.27977	4.723278	0.301923	0.090989	0.113413	0.197704	0.100764	0.0573268	0.0198728	0.534049	0.446078
5660	-64.98364	-71.37989	6.396251	0.121771	0.0381065	0.0775872	0.293718	0.0690014	0.136838	0.345419	0.205715	0.448866
5670	-66.95172	-71.20193	4.250208	0.0996265	0.255835	0.259968	0.0262445	0.0288664	0.226954	0.129133	0.197524	0.673344
5680	-61.32535	-71.82789	10.50254	0.149603	0.0311708	0.0166689	0.0136237	0.138964	0.0799435	0.385757	0.159526	0.454717
5690	-62.59999	-71.7793	9.179311	0.15998	0.042948	0.024921	0.148146	0.110301	0.0426231	0.0898657	0.263412	0.646722
5700	-63.87975	-74.15107	10.27133	0.125985	0.0353013	0.0798012	0.0070936	0.150895	0.0481868	0.64614	0.190003	0.163857
5710	-66.28653	-71.76071	5.474184	0.250767	0.20899	0.0424467	0.176387	0.0813583	0.0460212	0.0399547	0.0135243	0.946521
5720	-65.4112	-71.34361	5.932411	0.25213	0.0090523	0.0174622	0.275014	0.0583491	0.159699	0.311809	0.411835	0.276356
5730	-65.43238	-71.61249	6.180107	0.0175873	0.0420713	0.30994	0.179555	0.0435874	0.160444	0.390198	0.342806	0.266996
5740	-62.88637	-74.31756	11.43119	0.0670684	0.027083	0.0388335	0.0383813	0.0953818	0.0937859	0.191633	0.469397	0.338971
5750	-66.6313	-72.55927	5.927968	0.0171391	0.0145488	0.245286	0.277568	0.0255791	0.191918	0.134354	0.687908	0.177738
5760	-69.77627	-72.96709	3.190814	0.059244	0.249108	0.345542	0.0996959	0.17488	0.0482398	0.0554552	0.00604796	0.938497
5770	-62.60514	-69.75908	7.153934	0.159268	0.0167161	0.00233839	0.263584	0.132342	0.106119	0.000726581	0.190162	0.809111
5780	-65.76102	-72.36514	6.604115	0.178898	0.0967109	0.0961279	0.0478136	0.152632	0.149297	0.288945	0.451777	0.259278
5790	-63.91799	-69.22023	5.302242	0.0602173	0.118731	0.387454	0.0230728	0.0946446	0.134708	0.0285356	0.0771799	0.894284
5800	-63.01434	-70.3197	7.305365	0.110962	0.0127517	0.187315	0.0968657	0.111712	0.149437	0.0884637	0.263386	0.648151
5810	-66.07738	-69.98059	3.903207	0.172775	0.156994	0.160026	0.200615	0.147694	0.0853382	0.179821	0.192752	0.627427
5820	-61.16556	-71.54917	10.38361	0.267919	0.00629878	0.0157562	0.010886	0.105467	0.0325398	0.360114	0.200309	0.439577
5830	-64.12754	-71.6317	7.504163	0.168539	0.10822	0.140098	0.0709298	0.0444177	0.121974	0.055241	0.1484	0.796359
5840	-65.39862	-70.52816	5.129539	0.173041	0.0851991	0.0553842	0.290467	0.158662	0.0689887	0.0315845	0.351376	0.617039
5850	-65.58047	-70.46131	4.880846	0.212883	0.106714	0.168962	0.15564	0.139347	0.0667922	0.244823	0.577769	0.177408
5860	-63.64305	-70.89802	7.254964	0.339848	0.00749153	0.0323061	0.1406	0.0671623	0.0854052	0.39055	0.257943	0.351507
5870	-64.48015	-72.73122	8.251072	0.257243	0.130455	0.0560632	0.0200751	0.0952976	0.039194	0.258916	0.416488	0.324596
5880	-71.85586	-69.95208	-1.903783	0.0305489	0.484451	0.27966	0.205787	0.168466	0.188747	0.863918	0.0900414	0.0460403
5890	-62.34157	-70.22549	7.883911	0.217882	0.00674242	0.065178	0.0818546	0.162875	0.0912504	0.0496446	0.104023	0.846333
5900	-64.24664	-70.09019	5.843546	0.173512	0.0837166	0.273793	0.089614	0.0376284	0.120088	0.211026	0.133148	0.655825
5910	-62.92628	-70.74009	7.81381	0.227535	0.0151398	0.0778268	0.119329	0.131972	0.059223	0.375007	0.412773	0.21222
5920	-64.98944	-70.9801	5.990661	0.0488144	0.0320625	0.219978	0.186696	0.0903479	0.189451	0.295079	0.259127	0.445794
5930	-67.2347	-70.70318	3.468486	0.449731	0.0609556	0.000480748	0.176519	0.129397	0.138864	0.470847	0.181116	0.348036
5940	-62.97179	-69.05047	6.078678	0.315808	0.00346041	0.0203393	0.212877	0.161852	0.0464315	0.0602889	0.113486	0.826226
5950	-64.6401	-72.12846	7.488359	0.0237578	0.0735218	0.200117	0.091748	0.0496498	0.216566	0.163477	0.151193	0.685329
5960	-64.40085	-70.23243	5.831585	0.293339	0.00625937	0.0552243	0.169211	0.134717	0.120495	0.82571	0.115006	0.0592846
5970	-66.01465	-72.91762	6.902967	0.357458	0.0349594	0.126058	0.000118537	0.158116	0.0224226	0.618718	0.160285	0.220997
5980	-65.39812	-70.72213	5.324009	0.0974214	0.168895	0.188917	0.152652	0.060104	0.149211	0.485888	0.291089	0.223023
5990	-62.5306	-70.26833	7.737723	0.247714	0.0621796	0.0128025	0.137686	0.119782	0.0565498	0.230751	0.373965	0.395283
6000	-62.57066	-72.57354	10.00288	0.121601	0.00467317	0.15729	0.00995129	0.100853	0.0729679	0.209878	0.680795	0.109327
6010	-63.76172	-72.73481	8.973085	0.126074	0.0879649	0.0526262	0.0582969	0.162226	0.0571516	0.248269	0.299247	0.452484
6020	-65.40045	-73.27227	7.87182	0.258029	0.0780467	0.134335	0.0355056	0.0342619	0.0865078	0.252216	0.163503	0.58428
6030	-71.48854	-71.7607	0.272157	0.065307	0.500788	0.14806	0.230765	0.135	0.115033	0.285356	0.494479	0.220165
6040	-65.84782	-70.97485	5.127028	0.230039	0.0694072	0.157951	0.0909922	0.200237	0.0833029	0.458749	0.0542645	0.486987
6050	-60.34575	-70.42713	10.08138	0.191164	0.0170117	0.00204854	0.0559302	0.116483	0.0788291	0.29109	0.171279	0.53763
6060	-64.34105	-69.73935	5.3983	0.0639443	0.129233	0.341135	0.0573031	0.055387	0.164642	0.175528	0.432469	0.392003
6070	-65.09571	-72.30841	7.212705	0.0422255	0.0681755	0.278687	0.00475386	0.0974062	0.184724	0.916305	0.0314448	0.0522501
6080	-59.99544	-71.09891	11.10346	0.155263	0.010066	0.00589965	0.0614166	0.103211	0.0491842	0.00223046	0.117626	0.880144
6090	-67.08508	-71.14642	4.061335	0.262757	0.0431499	0.16885	0.0960457	0.163231	0.177584	0.0874169	0.19485	0.717733
6100	-62.10441	-72.45079	10.34638	0.0645995	0.0247906	0.209117	0.0184331	0.0701654	0.0545447	0.0273578	0.515084	0.457559
6110	-62.88308	-71.27518	8.392106	0.09895	0.0135347	0.231268	0.0173732	0.0741677	0.152489	0.5885	0.18954	0.22196
6120	-62.96846	-70.7698	7.80134	0.104412	0.0331242	0.0908022	0.181183	0.112765	0.10967	0.201948	0.0237718	0.77428
6130	-64.06777	-70.37731	6.309543	0.209494	0.0516273	0.063929	0.183891	0.170216	0.0643493	0.236102	0.299404	0.464494
6140	-69.16453	-72.06811	2.903573	0.276705	0.263804	0.0244139	0.256865	0.161231	0.0151699	0.929814	0.0190718	0.0511146
6150	-64.66158	-69.50197	4.840384	0.14275	0.171279	0.354472	0.0115639	0.0753215	0.0979769	0.199359	0.364455	0.436186
6160	-70.25675	-74.60165	4.344897	0.142002	0.125582	0.354377	0.00973509	0.229383	0.0293343	0.491856	0.0877937	0.42035
6170	-69.54072	-74.96366	5.422944	0.114966	0.402545	0.00226341	0.121744	0.120739	0.0475435	0.172036	0.641739	0.186225
6180	-63.83525	-72.02112	8.185871	0.222777	0.0114909	0.0744333	0.101025	0.0653893	0.128088	0.363763	0.539285	0.0969512
6190	-61.8107	-70.41215	8.601446	0.14778	0.00757971	0.0359917	0.15438	0.131389	0.0950082	0.0012982	0.278797	0.719905
6200	-62.70327	-71.60786	8.904596	0.063688	0.0297226	0.156523	0.0669427	0.125555	0.10703	0.465246	0.0368791	0.497875
6210	-63.43264	-69.85632	6.423682	0.20323	0.0632119	0.157007	0.0934605	0.140292	0.0777702	0.0791375	0.143217	0.777646
6220	-65.62147	-68.85944	3.237974	0.340903	0.0127681	0.213776	0.181721	0.127582	0.0964337	0.293925	0.142672	0.563403
6230	-64.34996	-73.66194	9.311984	0.159491	0.0496917	0.0421701	0.0635274	0.0627134	0.141404	0.644927	0.15295	0.202123
6240	-64.36062	-71.48141	7.12079	0.304061	0.0300001	0.15214	0.0263998	0.125378	0.0448665	0.411874	0.352784	0.235343
6250	-65.01719	-69.59448	4.577299	0.223462	0.124175	0.172865	0.117046	0.150138	0.0853494	0.0955849	0.0890888	0.815326
6260	-64.89483	-71.58296	6.688133	0.16577	0.17761	0.109217	0.106046	0.0618333	0.0947214	0.0446481	0.05385	0.901502
6270	-62.31451	-70.21297	7.898467	0.0587239	0.0399551	0.268265	0.0814715	0.0752946	0.100984	0.245433	0.120463	0.634104
6280	-64.21041	-71.55552	7.345108	0.142009	0.0761538	0.048836	0.122275	0.110174	0.166624	0.0258796	0.00788822	0.966232
6290	-62.65292	-71.66497	9.012042	0.174638	0.0770244	0.0311988	0.0150554	0.126937	0.116573	0.0368845	0.299501	0.663615
6300	-64.51695	-70.10113	5.584182	0.258495	0.0455324	0.0420719	0.217572	0.181932	0.0521428	0.419494	0.227446	0.353059
6310	-64.6145	-71.43128	6.816778	0.150541	0.101691	0.110881	0.153664	0.103661	0.085141	0.649609	0.332734	0.0176573
6320	-66.08453	-71.62755	5.54302	0.136589	0.260681	0.125324	0.123963	0.0917814	0.0624836	0.175711	0.115487	0.708802
6330	-61.04683	-69.60271	8.555885	0.16765	0.00337166	0.211098	0.000594771	0.0668525	0.125969	0.00653045	0.0896061	0.903863
6340	-67.85279	-69.85364	2.000854	0.564687	0.0250944	0.135189	0.128336	0.128081	0.084302	0.101313	0.0455883	0.853099
6350	-67.80277	-71.157	3.354232	0.134049	0.306409	0.187618	0.212451	0.0457412	0.078222	0.00518654	0.455365	0.539449
6360	-68.09348	-71.26804	3.17456	0.101012	0.111752	0.194268	0.260679	0.197413	0.112802	0.289472	0.0775746	0.632954
6370	-73.3536	-70.86103	-2.492568	0.349338	0.249569	0.0396742	0.316482	0.262471	0.184153	0.188551	0.525464	0.285984
6380	-63.10698	-69.11673	6.009743	0.187672	0.0532771	0.245137	0.0465979	0.105585	0.127655	0.0331434	0.00199267	0.964864
6390	-61.87493	-70.52538	8.650449	0.113513	0.0167341	0.1431	0.0982971	0.0736049	0.123216	0.175654	0.323111	0.501235
6400	-64.63862	-68.91288	4.274257	0.257602	0.0559235	0.209672	0.164902	0.102694	0.104901	0.0749994	0.213572	0.711428
