Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
240	-67.61789	-70.78212	3.164228	0.51417	0.0132831	0.182318	0.0290776	0.140469	0.0993796	0.19093	0.123993	0.685077
250	-64.52327	-70.84582	6.322548	0.229303	0.0191448	0.0868123	0.107962	0.166049	0.133263	0.0132812	0.560045	0.426674
260	-63.59619	-71.95387	8.357683	0.138941	0.160572	0.0071582	0.0932209	0.118987	0.0714777	0.043975	0.376903	0.579122
270	-63.70319	-71.10307	7.399883	0.186463	0.0346744	0.165591	0.116029	0.0422517	0.116967	0.131469	0.437636	0.430895
280	-62.86614	-71.33357	8.467435	0.0918944	0.0315644	0.197417	0.0748241	0.0447021	0.141748	0.0808673	0.668512	0.25062
290	-64.15807	-70.70517	6.547096	0.121775	0.0537891	0.159718	0.142663	0.149828	0.0979694	0.417776	0.0180847	0.56414
300	-66.86317	-72.95699	6.093812	0.00834257	0.116424	0.309036	0.139123	0.00918976	0.177523	0.609469	0.368657	0.0218742
310	-67.16818	-72.54208	5.373899	0.129537	0.153214	0.303295	0.0298491	0.00542407	0.19215	0.832645	0.16352	0.00383462
320	-66.4481	-75.72045	9.27235	0.101604	0.217349	0.0340407	0.0626024	0.0690409	0.037325	0.554544	0.279235	0.166221
330	-63.87791	-70.11009	6.232176	0.115529	0.131	0.244298	0.0253474	0.0581885	0.174929	0.0601892	0.136855	0.802956
340	-64.6687	-69.61471	4.94601	0.269227	0.100602	0.267127	0.00622263	0.0911476	0.111138	0.392679	0.0638244	0.543496
350	-65.91076	-71.76757	5.856807	0.0137735	0.114248	0.262194	0.0878699	0.124914	0.17436	0.466654	0.202845	0.330502
360	-64.65064	-71.55007	6.899438	0.00116643	0.0863793	0.276949	0.070956	0.058987	0.20496	0.00345085	0.196321	0.800228
370	-63.0568	-72.44776	9.390954	0.00196252	0.0431251	0.22495	0.0608816	0.0397772	0.142396	0.00637545	0.212024	0.781601
380	-61.86019	-72.03459	10.1744	0.179411	0.0667904	0.0813191	0.000380966	0.0701211	0.056488	0.193014	0.0465052	0.760481
390	-60.67167	-71.27955	10.60788	0.224169	0.0237537	0.00541806	0.00445452	0.0948605	0.0694407	0.382205	0.295673	0.322121
400	-61.28273	-72.07959	10.79686	0.140446	0.0145034	0.0220463	0.0147494	0.110563	0.105658	0.302547	0.26199	0.435462
410	-67.00535	-71.37863	4.373275	0.219314	0.00872963	0.30492	0.0925379	0.0651533	0.197637	0.385838	0.564371	0.0497916
420	-65.05313	-71.52757	6.474442	0.0248129	0.134034	0.234325	0.167883	0.0351927	0.134929	0.0681802	0.0513446	0.880475
430	-67.19986	-73.74396	6.544106	0.169245	0.0168609	0.127769	0.167211	0.0238587	0.221022	0.246947	0.476472	0.27658
440	-66.25319	-69.46618	3.212988	0.332734	0.0721431	0.106345	0.273365	0.0835051	0.10696	0.124489	0.0403542	0.835157
450	-62.21287	-69.7545	7.541626	0.141728	0.00978186	0.324355	0.0149653	0.0275975	0.13295	0.137151	0.140217	0.722632
460	-65.30461	-71.5777	6.273091	0.100238	0.101378	0.336536	0.032376	0.100292	0.0754118	0.198414	0.73204	0.069545
470	-67.61683	-71.57011	3.953286	0.0160625	0.00288247	0.375078	0.26488	0.0643566	0.196437	0.054538	0.126763	0.818699
480	-68.89825	-70.44389	1.545642	0.235339	0.0704567	0.224641	0.416338	0.0865273	0.066427	0.278493	0.269149	0.452358
490	-63.26279	-70.82807	7.565283	0.134755	0.0173138	0.0368572	0.205147	0.144972	0.110563	0.0543503	0.656544	0.289106
500	-65.11402	-72.93422	7.820199	0.296473	0.0503247	0.0160591	0.00679184	0.134594	0.126304	0.650509	0.168861	0.18063
510	-64.41796	-72.59861	8.180643	0.16252	0.00335196	0.134083	0.0200717	0.0937899	0.189778	0.112381	0.325058	0.562561
520	-67.43744	-70.08666	2.649218	0.179429	0.063301	0.591995	0.0259265	0.00786645	0.148691	0.138582	0.459842	0.401575
530	-66.17176	-70.41819	4.24643	0.250275	0.220096	0.21467	0.00486085	0.0910444	0.11683	0.208248	0.266956	0.524796
540	-61.76224	-71.56059	9.798351	0.0897581	0.0331808	0.124246	0.0491926	0.0608053	0.125447	0.208519	0.231382	0.560099
550	-65.90994	-69.58202	3.672084	0.0293538	0.325325	0.304224	0.0485109	0.0834056	0.149904	0.46039	0.215695	0.323915
560	-62.24733	-73.26582	11.01849	0.116638	0.0197506	0.0500875	0.0472415	0.06235	0.0953258	0.361355	0.330955	0.30769
570	-65.10794	-71.81242	6.704474	0.216032	0.0257708	0.0496834	0.137839	0.223421	0.0612301	0.263374	0.53372	0.202906
580	-71.01131	-69.21169	-1.799615	0.153896	0.340513	0.357213	0.171571	0.0557032	0.270975	0.0122008	0.74806	0.239739
590	-67.03906	-69.49597	2.456913	0.137728	0.141191	0.244115	0.254736	0.0729696	0.180848	0.0874619	0.562263	0.350275
600	-68.48544	-74.49269	6.007247	0.344888	0.136365	0.120907	0.0353076	0.108034	0.0206098	0.529731	0.427117	0.0431525
610	-63.56023	-71.00928	7.449049	0.192536	0.0355253	0.125517	0.126549	0.107075	0.0710989	0.693744	0.126783	0.179472
620	-64.84131	-72.35855	7.51724	0.387463	0.0440794	0.0542141	0.0200531	0.0911822	0.0562086	0.45907	0.383268	0.157662
630	-63.85912	-71.59515	7.73603	0.128006	0.133657	0.0338105	0.116679	0.144503	0.0801857	0.153514	0.0980848	0.748402
640	-64.17807	-70.90678	6.72871	0.1398	0.122239	0.150149	0.0806267	0.130403	0.0889458	0.654039	0.111922	0.234039
650	-62.84516	-70.56081	7.715645	0.310731	0.0676534	0.0327825	0.0430666	0.110577	0.0735543	0.480979	0.0154314	0.503589
660	-64.32008	-70.53107	6.210991	0.0466366	0.0988868	0.321738	0.0554826	0.0498248	0.178307	0.475454	0.302131	0.222415
670	-64.50075	-70.65744	6.15669	0.283807	0.0885705	0.0151776	0.196687	0.0867918	0.0839025	0.052555	0.807974	0.139471
680	-64.91941	-72.9679	8.048486	0.090806	0.0301426	0.289711	0.0256937	0.134916	0.0422074	0.164006	0.181626	0.654367
690	-64.56895	-70.91816	6.349209	0.116965	0.0285744	0.259531	0.0335403	0.143403	0.158527	0.00604053	0.0123763	0.981583
700	-65.68096	-69.1455	3.464534	0.0497376	0.167174	0.457557	0.0588826	0.0476927	0.175198	0.226407	0.0947342	0.678859
710	-65.75568	-69.30897	3.553293	0.109288	0.100242	0.370292	0.154762	0.0627364	0.152285	0.0627999	0.451442	0.485758
720	-61.99394	-72.64955	10.65561	0.0868247	0.00505599	0.0705366	0.115098	0.0673353	0.0736768	0.191109	0.173577	0.635314
730	-64.38776	-69.6327	5.244935	0.229685	0.0539018	0.386747	0.00736424	0.0471069	0.0983078	0.400467	0.0955656	0.503968
740	-66.63203	-71.97574	5.343709	0.0259092	0.0267031	0.332759	0.109461	0.104095	0.2168	0.0100268	0.283207	0.706766
750	-64.59904	-69.03647	4.437424	0.306542	0.063269	0.292305	0.045411	0.0794137	0.0965531	0.0552212	0.112407	0.832372
760	-61.82957	-71.97753	10.14796	0.199696	0.0190487	0.0210756	0.0147127	0.102216	0.0997394	0.100587	0.69783	0.201583
770	-67.64641	-73.24099	5.594572	0.301659	0.0315483	0.171687	0.0879025	0.190229	0.0139427	0.619036	0.0651929	0.315771
780	-63.02483	-70.25016	7.225329	0.233852	0.00926348	0.2278	0.04152	0.0459414	0.116651	0.149017	0.346162	0.50482
790	-63.51523	-70.51185	6.996622	0.153263	0.0179954	0.126498	0.201866	0.0806015	0.111905	0.444689	0.353433	0.201878
800	-62.28104	-70.41953	8.138492	0.113902	0.0238851	0.130056	0.140013	0.0633831	0.135507	0.145551	0.0222848	0.832164
810	-63.67591	-71.07272	7.396811	0.151378	0.0924618	0.235086	0.0204304	0.0327232	0.130127	0.410027	0.0601544	0.529819
820	-60.83814	-71.67635	10.83821	0.127385	0.0121799	0.09435	0.0347153	0.0546196	0.0816249	0.0668085	0.00206025	0.931131
830	-76.21812	-73.70912	-2.509003	0.69497	0.279463	0.0717231	0.133344	0.190924	0.0324915	0.124749	0.25904	0.616211
840	-63.60783	-70.928	7.320164	0.0285505	0.123815	0.244947	0.0456341	0.0961836	0.128807	0.322981	0.341812	0.335208
850	-65.15092	-73.96415	8.813236	0.0751608	0.0264247	0.176147	0.0132695	0.0552223	0.210068	0.224818	0.609716	0.165466
860	-64.45378	-71.11979	6.666007	0.299076	0.0008199	0.119676	0.080279	0.0843472	0.132654	0.311741	0.527726	0.160533
870	-62.098	-70.16396	8.06596	0.262691	0.00948767	0.00484374	0.127428	0.111001	0.0967183	0.593041	0.23389	0.173069
880	-65.12728	-71.75729	6.630012	0.264988	0.183777	0.0238644	0.0796965	0.110454	0.056764	0.273408	0.418265	0.308327
890	-67.07325	-68.90386	1.830612	0.0744136	0.307679	0.330032	0.105126	0.0799205	0.181248	0.0248039	0.0540323	0.921164
900	-65.19775	-70.25154	5.053792	0.195987	0.100607	0.313019	0.0044909	0.158345	0.0649565	0.0231287	0.158557	0.818314
910	-64.18274	-70.01659	5.83385	0.233542	0.0425444	0.130299	0.13777	0.121066	0.113855	0.427464	0.333878	0.238658
920	-63.52056	-75.47498	11.95442	0.0406572	0.0010345	0.121616	0.00719921	0.0216029	0.1293	0.582691	0.086765	0.330544
930	-68.73276	-69.47091	0.7381513	0.11402	0.194127	0.599324	0.0385671	0.00423975	0.209831	0.467747	0.281781	0.250472
940	-66.4412	-75.26139	8.820189	0.0256105	0.00117092	0.079032	0.319793	0.0561347	0.0740308	0.0440753	0.269598	0.686327
950	-65.45435	-72.02659	6.572231	0.0478516	0.0562032	0.242164	0.171276	0.102667	0.103702	0.718181	0.192562	0.0892572
960	-64.55881	-70.16179	5.602982	0.205239	0.0747656	0.000895496	0.316888	0.127968	0.0705834	0.503467	0.243451	0.253082
970	-67.23403	-70.66091	3.426882	0.354001	0.128686	0.0983536	0.200646	0.0772269	0.100145	0.2971	0.12009	0.582809
980	-67.96526	-69.69309	1.727831	0.181451	0.348284	0.231505	0.0574713	0.164229	0.103164	0.342828	0.310175	0.346998
990	-68.97136	-71.12427	2.152905	0.104297	0.00968634	0.249649	0.336522	0.118306	0.235861	0.377744	0.436837	0.185419
1000	-61.47151	-71.61456	10.14305	0.170342	0.0627194	0.0316221	0.0147052	0.100422	0.0770448	0.124872	0.43199	0.443138
1010	-65.85723	-71.71557	5.858343	0.259416	0.0250053	0.0948939	0.286421	0.0621201	0.0493882	0.35582	0.142455	0.501724
1020	-68.53267	-70.7796	2.246937	0.133484	0.354182	0.218973	0.121885	0.162168	0.0565983	0.189217	0.10616	0.704623
1030	-62.63645	-70.29678	7.660333	0.0857245	0.0331004	0.191373	0.112019	0.0659897	0.154294	0.324565	0.0879931	0.587442
1040	-63.99627	-72.36467	8.368391	0.216509	0.0427549	0.00610013	0.0219597	0.145608	0.156623	0.100095	0.0197021	0.880203
1050	-63.75452	-71.20318	7.448664	0.128429	0.0435665	0.128843	0.0915808	0.141865	0.124044	0.494055	0.084071	0.421874
1060	-63.80907	-70.8859	7.076821	0.106595	0.0795224	0.333519	0.0510384	0.0416313	0.0738267	0.0180454	0.139808	0.842147
1070	-68.93902	-69.46331	0.5242966	0.274372	0.196392	0.475126	0.0339684	0.0473894	0.148852	0.756343	0.212447	0.0312094
1080	-64.52422	-70.43774	5.913527	0.205798	0.0404453	0.103822	0.2604	0.0932377	0.0694156	0.0559683	0.90143	0.0426021
1090	-66.51721	-72.13794	5.620721	0.106232	0.211297	0.193875	0.0725657	0.0235203	0.187523	0.13427	0.142862	0.722868
1100	-69.6452	-72.67154	3.026345	0.0305938	0.119854	0.142137	0.424824	0.137616	0.133984	0.203501	0.00550891	0.79099
1110	-64.46387	-71.43028	6.966414	0.277608	0.0084811	0.109746	0.0243992	0.159021	0.115133	0.0179983	0.470098	0.511904
1120	-63.97556	-70.76294	6.787383	0.265773	0.0058505	0.000897621	0.201407	0.204879	0.0289694	0.287365	0.0492882	0.663347
1130	-61.98607	-69.72004	7.733972	0.17252	0.0249466	0.216985	0.0532861	0.0867027	0.0825537	0.270133	0.0945	0.635367
1140	-66.72502	-71.23623	4.511205	0.297989	0.0671148	0.223831	0.0181935	0.0895124	0.181337	0.0587882	0.371419	0.569792
1150	-66.21966	-71.92511	5.705442	0.116915	0.152047	0.00395136	0.227237	0.138874	0.149655	0.107785	0.671193	0.221023
1160	-63.16106	-71.32882	8.167753	0.313366	0.0326157	0.00201327	0.0307863	0.166632	0.0591454	0.577992	0.18461	0.237399
1170	-62.79392	-71.1953	8.401371	0.160236	0.0379083	0.115627	0.0888839	0.123709	0.0607247	0.106604	0.470973	0.422423
1180	-62.08188	-70.18003	8.098145	0.0910842	0.0401377	0.215059	0.0672742	0.0989971	0.0972112	0.155999	0.249756	0.594245
1190	-63.19531	-71.31682	8.12151	0.300463	0.0261645	0.0620955	0.0769014	0.107933	0.0344588	0.303534	0.30771	0.388757
1200	-61.34472	-71.16249	9.817776	0.21999	0.0168916	0.0212084	0.0471682	0.131848	0.044072	0.531105	0.0600124	0.408882
1210	-69.17356	-69.11127	-0.06229826	0.302721	0.0797851	0.22898	0.352807	0.0695934	0.186077	0.482092	0.249183	0.268725
1220	-63.60025	-72.3613	8.76105	0.0901348	0.0433581	0.199361	0.0822465	0.0312854	0.113809	0.117124	0.684748	0.198128
1230	-64.4202	-72.63634	8.216144	0.0425946	0.0548487	0.270134	0.120629	0.0523776	0.0603554	0.0366718	0.131658	0.83167
1240	-67.00489	-70.34117	3.336283	0.153042	0.27079	0.156	0.184388	0.0947285	0.106884	0.361132	0.499014	0.139854
1250	-62.17328	-71.26632	9.093035	0.194861	0.0475543	0.0749551	0.0660861	0.0945727	0.0573414	0.0729578	0.467669	0.459373
1260	-68.37481	-72.30834	3.933525	0.244669	0.0787322	0.0561513	0.407612	0.125014	0.00899645	0.054069	0.379976	0.565955
1270	-62.52962	-71.84867	9.319049	0.120245	0.0117211	0.062403	0.0828712	0.116435	0.124795	0.293291	0.258442	0.448267
1280	-65.90843	-68.87736	2.96893	0.179636	0.090017	0.472412	0.00329179	0.0662723	0.181672	0.0487171	0.113121	0.838162
1290	-64.21848	-71.13462	6.916143	0.102914	0.149682	0.211361	0.00823037	0.125031	0.100929	0.0779229	0.726366	0.195711
1300	-65.35862	-70.96441	5.605786	0.274006	0.132436	0.0309331	0.150272	0.107583	0.1009	0.627162	0.327553	0.0452852
1310	-62.40757	-70.42478	8.017218	0.090056	0.0320928	0.248039	0.0587872	0.105118	0.0817218	0.0217638	0.361252	0.616984
1320	-59.80797	-70.10236	10.29439	0.253817	0.0182081	5.35991e-05	0.0191866	0.0908662	0.0634072	0.081068	0.0274829	0.891449
1330	-64.55717	-69.95554	5.39837	0.205301	0.121607	0.0121297	0.231176	0.137367	0.104059	0.411006	0.00690297	0.582091
1340	-68.37087	-69.43804	1.067168	0.293435	0.121607	0.464108	0.0288947	0.139425	0.0880371	0.211175	0.236427	0.552399
1350	-63.37094	-71.38497	8.014032	0.0879789	0.0222315	0.0999117	0.132884	0.128378	0.144669	0.115446	0.149419	0.735135
1360	-63.9667	-71.163	7.196299	0.203214	0.0821659	0.108338	0.0741067	0.167051	0.0423234	0.0369126	0.0370212	0.926066
1370	-63.47058	-72.08165	8.611072	0.0534084	0.0581437	0.22677	0.0743796	0.0997124	0.058995	0.345674	0.011193	0.643133
1380	-62.46282	-70.37677	7.913951	0.147681	0.0232317	0.0958907	0.117841	0.138756	0.100136	0.0530762	0.0988641	0.84806
1390	-63.133	-70.49157	7.358565	0.144295	0.0328986	0.239927	0.00898279	0.117354	0.121608	0.151221	0.413512	0.435268
1400	-65.28243	-72.19134	6.908905	0.122213	0.127208	0.26939	0.076188	0.0422091	0.0614815	0.144457	0.19854	0.657003
1410	-61.62891	-70.45572	8.826816	0.196019	0.0138251	0.017313	0.0927691	0.162265	0.073085	0.128584	0.247976	0.62344
1420	-64.61625	-69.18792	4.571678	0.216173	0.0306617	0.0341151	0.328816	0.146822	0.116868	0.324355	0.102256	0.573389
1430	-64.61072	-71.00881	6.398096	0.130169	0.0102379	0.240272	0.220313	0.0282034	0.10769	0.128182	0.249006	0.622812
1440	-65.39466	-71.62057	6.22591	0.0711316	0.135391	0.145921	0.215235	0.0918162	0.0902651	0.0270049	0.837492	0.135503
1450	-61.63075	-69.93354	8.302789	0.0462313	0.0757965	0.28704	0.00106332	0.0521249	0.132205	0.255599	0.0191406	0.72526
1460	-63.38371	-71.00657	7.622864	0.0186299	0.118093	0.278553	0.0181457	0.0809213	0.13096	0.339096	0.374803	0.286101
1470	-62.13269	-69.58064	7.44795	0.0495533	0.00894446	0.399676	0.000656986	0.0517193	0.147832	0.181953	0.0477152	0.770332
1480	-67.02392	-72.49497	5.471049	0.0338908	0.254252	0.194421	0.105947	0.0234269	0.194266	0.0171751	0.714789	0.268036
1490	-64.3371	-70.75982	6.422721	0.0610502	0.0781757	0.202684	0.189509	0.0592721	0.144352	0.454491	0.121139	0.424369
1500	-63.39383	-71.09663	7.702798	0.0954611	0.0312597	0.208452	0.103498	0.0575667	0.143088	0.382901	0.473533	0.143566
1510	-66.09498	-71.92975	5.834777	0.219767	0.177316	0.0993345	0.106992	0.0586048	0.116993	0.204558	0.182367	0.613074
1520	-62.99529	-75.03673	12.04145	0.0729642	0.00755907	0.0355524	0.065824	0.0780542	0.054948	0.562258	0.0944778	0.343264
1530	-61.84081	-70.80955	8.968737	0.179986	0.00813766	0.0250558	0.178949	0.101471	0.0510643	0.0225337	0.38496	0.592506
1540	-63.40213	-71.04436	7.642237	0.179686	0.0984396	0.154106	0.0489436	0.0646508	0.0980276	0.47159	0.0964243	0.431985
1550	-60.0085	-70.27041	10.26191	0.108034	0.00184054	0.160201	0.0185653	0.0733885	0.085938	0.0670993	0.0319659	0.900935
1560	-65.08094	-69.71947	4.638531	0.0835774	0.0381257	0.330352	0.174583	0.0370954	0.204723	0.146464	0.094404	0.759132
1570	-67.86077	-69.69778	1.837007	0.174101	0.342545	0.216172	0.0883369	0.10586	0.150926	0.408707	0.24008	0.351213
1580	-64.99717	-69.121	4.123821	0.0681233	0.183213	0.439319	0.0108189	0.0904444	0.115025	0.174486	0.0372668	0.788247
1590	-64.5698	-69.61902	5.049219	0.0818855	0.162364	0.328696	0.0419236	0.0735896	0.149289	0.747213	0.0983963	0.15439
1600	-67.54104	-71.12631	3.585265	0.131627	0.32041	0.131262	0.0716629	0.198338	0.0939148	0.228793	0.246588	0.52462
1610	-64.92	-72.56602	7.646017	0.0249604	0.0327157	0.148009	0.247284	0.065735	0.124867	0.484982	0.0844298	0.430589
1620	-63.00842	-72.00502	8.996596	0.114436	0.00363156	0.193925	0.0353157	0.0347301	0.160542	0.3929	0.312282	0.294817
1630	-60.44333	-71.52066	11.07733	0.0534743	0.031728	0.160651	0.000598116	0.0552277	0.0853144	0.0417528	0.136849	0.821399
1640	-63.00607	-70.75062	7.74455	0.190273	0.00295134	0.157555	0.128881	0.0982323	0.0583108	0.174605	0.47556	0.349835
1650	-64.01763	-72.75339	8.735761	0.193294	0.0331383	0.102028	0.0708154	0.137098	0.0257116	0.221708	0.220962	0.55733
1660	-64.40738	-69.6217	5.214328	0.257666	0.0263092	0.0635142	0.230045	0.0933323	0.154535	0.186941	0.12049	0.692569
1670	-61.59732	-72.95785	11.36053	0.0656664	0.0144249	0.0718325	0.0386898	0.068231	0.106973	0.0674803	0.27249	0.660029
1680	-65.67338	-71.6764	6.003029	0.0281445	0.159886	0.208428	0.0730833	0.129596	0.167288	0.182391	0.656881	0.160728
1690	-63.40354	-69.2322	5.828661	0.125028	0.0956115	0.307744	0.0285698	0.0845535	0.137957	0.391963	0.00786552	0.600171
1700	-66.92646	-70.30029	3.373834	0.169477	0.027907	0.142277	0.298885	0.160598	0.163881	0.542162	0.175219	0.282619
1710	-68.2021	-71.96033	3.758226	0.165534	0.294489	0.0201748	0.178191	0.111506	0.164386	0.83365	0.140294	0.0260559
1720	-64.82673	-73.60731	8.780579	0.0980375	0.135777	0.0383071	0.0206835	0.175115	0.0908137	0.745073	0.000446992	0.25448
1730	-65.88737	-75.41638	9.52901	0.0587935	0.0804375	0.0645373	0.066107	0.182276	0.0506185	0.0820478	0.103917	0.814035
1740	-67.91349	-72.92016	5.006665	0.199941	0.0401977	0.191466	0.110371	0.0399944	0.258959	0.550477	0.136877	0.312647
1750	-62.26769	-72.04233	9.774641	0.122903	0.0111832	0.0891546	0.084161	0.0900137	0.0869877	0.0282675	0.833721	0.138011
1760	-65.66658	-73.85475	8.188162	0.122578	0.0859469	0.220692	0.0605746	0.0161008	0.09714	0.417456	0.272196	0.310348
1770	-65.62874	-70.41164	4.782902	0.245522	0.162413	0.141537	0.0583426	0.130736	0.11911	0.311301	0.133746	0.554954
1780	-63.36121	-71.98201	8.620803	0.0827188	0.0327907	0.323769	0.0257484	0.0377558	0.0678988	0.229203	0.344665	0.426132
1790	-66.97801	-69.91459	2.936578	0.289041	0.164851	0.0739154	0.221938	0.167108	0.0788676	0.713429	0.143947	0.142624
1800	-60.34021	-70.96784	10.62763	0.118824	0.000904633	0.123143	0.0234343	0.0733675	0.0809472	0.269092	0.0264125	0.704496
1810	-67.07382	-72.91008	5.836263	0.0164633	0.110276	0.217678	0.260149	0.0799496	0.09438	0.369469	0.268407	0.362124
1820	-65.82232	-70.12993	4.307609	0.061722	0.0210381	0.474556	0.111082	0.018333	0.206471	0.0333696	0.388477	0.578154
1830	-64.95691	-72.03741	7.080502	0.0929092	0.0646579	0.193494	0.103984	0.131635	0.0991776	0.851461	0.142199	0.00633972
1840	-63.68434	-70.47517	6.790831	0.165425	0.046406	0.197505	0.0983757	0.0849781	0.114828	0.398318	0.455946	0.145735
1850	-67.56953	-71.21129	3.641755	0.230102	0.209553	0.253289	0.0555211	0.03162	0.162905	0.132009	0.412797	0.455194
1860	-65.30308	-69.49312	4.190043	0.130802	0.00482935	0.417917	0.131104	0.0820082	0.135332	0.0338682	0.368636	0.597496
1870	-64.58301	-72.1475	7.564489	0.014058	0.0692323	0.279369	0.0318932	0.0558517	0.199263	0.105786	0.659267	0.234947
1880	-62.24487	-71.99887	9.754002	0.0601569	0.000705159	0.178051	0.0708208	0.0246546	0.151557	0.0680437	0.113049	0.818908
1890	-64.38034	-71.32301	6.942666	0.16553	0.0702227	0.121088	0.0992532	0.156037	0.0840337	0.357113	0.45783	0.185057
1900	-64.45651	-70.78776	6.33125	0.10021	0.0117543	0.464501	0.000366662	0.0382053	0.126847	0.181503	0.678383	0.140114
1910	-70.18383	-68.89041	-1.293422	0.291496	0.0929985	0.647995	0.0901944	0.0461719	0.143165	0.135921	0.132314	0.731766
1920	-65.78865	-69.98609	4.19744	0.0728366	0.258728	0.342434	0.0647246	0.0519762	0.11074	0.492631	0.255689	0.25168
1930	-64.95394	-71.29073	6.336786	0.0740079	0.0609707	0.331333	0.051668	0.138243	0.0852468	0.358931	0.159886	0.481183
1940	-65.62936	-71.55402	5.924654	0.0773737	0.0723013	0.407055	0.0535634	0.0294271	0.132566	0.0599536	0.914332	0.0257149
1950	-62.01167	-71.99644	9.98477	0.0367034	0.0115308	0.21962	0.0620059	0.0275714	0.111259	0.0457414	0.327605	0.626654
1960	-65.2491	-71.02524	5.776147	0.124977	0.0213254	0.310795	0.0381655	0.0995408	0.188588	0.35592	0.232696	0.411384
1970	-63.34532	-71.24795	7.902635	0.268531	0.0291433	0.0204151	0.158617	0.071753	0.0759223	0.240504	0.687242	0.0722542
1980	-65.99921	-71.1378	5.138595	0.133704	0.146571	0.190814	0.0826207	0.191018	0.0863354	0.251394	0.323244	0.425362
1990	-65.8665	-70.52543	4.658933	0.152008	0.0189655	0.43137	0.0530675	0.0426217	0.168899	0.174094	0.6964	0.129506
2000	-61.85352	-70.51915	8.665633	0.172506	0.0134475	0.0144334	0.189895	0.08641	0.0906371	0.177399	0.408846	0.413755
2010	-63.22627	-72.57151	9.345247	0.204525	0.0287156	0.0353283	0.127231	0.0460713	0.0746402	0.12765	0.122844	0.749507
2020	-62.85362	-70.18436	7.330745	0.225682	0.0121272	0.221149	0.0738247	0.0519019	0.0824618	0.199162	0.145039	0.655799
2030	-65.06565	-70.45304	5.387395	0.162796	0.174196	0.195594	0.0711031	0.122791	0.0859801	0.57017	0.265503	0.164327
