Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]
500	-41.03374	-41.74611	0.7123722	0.105122	0.230886
510	-41.04347	-41.55368	0.5102057	0.151551	0.199693
520	-41.74121	-45.55957	3.818366	0.0175014	0.0844275
530	-41.36437	-41.79488	0.4305053	0.111874	0.245377
540	-41.32856	-43.83829	2.509736	0.0982489	0.102303
550	-40.73391	-41.69827	0.964367	0.136137	0.18088
560	-41.21528	-43.4238	2.208525	0.0194381	0.203814
570	-43.33469	-41.81332	-1.521372	0.196891	0.30746
580	-40.71623	-41.6333	0.9170695	0.110098	0.210483
590	-41.87877	-42.35783	0.4790632	0.0873609	0.26623
600	-41.47049	-41.52477	0.05427655	0.149211	0.236393
610	-41.3605	-44.26904	2.908545	0.0757355	0.0947609
620	-41.20418	-42.36296	1.158776	0.16015	0.142215
630	-40.18986	-43.3024	3.112534	0.0343359	0.120787
640	-40.00917	-42.46468	2.455503	0.0644862	0.140153
650	-40.11855	-42.14709	2.028538	0.0850743	0.151743
660	-42.80904	-41.60578	-1.203262	0.198323	0.282054
670	-40.12124	-41.92347	1.802224	0.0734151	0.180458
680	-40.13499	-41.87918	1.744192	0.0797725	0.178474
690	-40.2487	-42.38682	2.138121	0.0885945	0.139964
700	-41.40123	-42.14509	0.7438625	0.181343	0.152292
710	-40.08427	-42.81114	2.726872	0.0554998	0.128688
720	-40.42848	-43.30962	2.881146	0.0588894	0.113672
730	-40.9005	-42.93507	2.034569	0.113714	0.122648
740	-43.07938	-42.01405	-1.065331	0.163187	0.306795
750	-40.09113	-42.2798	2.188674	0.0790425	0.145706
760	-40.89997	-44.11231	3.212338	0.0492784	0.0983231
770	-40.35751	-42.55282	2.195311	0.0905868	0.133661
780	-41.86688	-43.15921	1.29233	0.184846	0.107454
790	-40.54464	-43.71277	3.168122	0.0125818	0.138352
800	-40.05901	-42.84364	2.784629	0.0509041	0.128931
810	-42.49601	-44.31768	1.821667	0.188875	0.0635321
820	-40.02915	-41.99984	1.970693	0.0709477	0.170229
830	-41.47763	-42.10983	0.6322019	0.0903912	0.251659
840	-41.58104	-41.60296	0.02192509	0.192727	0.195315
850	-40.35966	-43.52352	3.163853	0.0386082	0.112647
860	-39.93907	-42.34987	2.410802	0.0600304	0.147978
870	-40.08695	-42.62548	2.538522	0.0651166	0.133266
880	-40.89405	-44.29815	3.404101	0.035887	0.0972624
890	-42.3143	-45.63824	3.323945	0.0620818	0.0771085
900	-39.9787	-42.30121	2.322504	0.0482017	0.166461
910	-40.12392	-42.34892	2.225004	0.0796684	0.142342
920	-40.32281	-42.124	1.801189	0.0581741	0.195777
930	-40.89572	-42.34245	1.44673	0.0578154	0.222849
940	-40.06347	-42.57825	2.514782	0.065044	0.135128
950	-40.69178	-44.155	3.46322	0.0243302	0.104364
960	-40.375	-42.52163	2.146628	0.0383804	0.189537
970	-40.57093	-42.416	1.845067	0.111684	0.13896
980	-41.40442	-41.85745	0.4530255	0.185134	0.170419
990	-39.97961	-42.37532	2.395714	0.0646356	0.14451
1000	-42.36459	-43.3119	0.9473148	0.229683	0.0886187
1010	-40.43888	-42.36285	1.923968	0.046729	0.197969
1020	-42.32087	-41.51118	-0.8096958	0.189888	0.260828
1030	-41.38024	-41.50152	0.1212777	0.151493	0.229062
1040	-41.28002	-41.64197	0.3619441	0.173959	0.188458
1050	-40.11789	-42.69167	2.573785	0.0648589	0.130866
1060	-41.34511	-42.238	0.8928869	0.0772359	0.245168
1070	-40.40482	-41.72192	1.317096	0.108599	0.181835
1080	-40.0096	-42.33265	2.323052	0.0458049	0.168816
1090	-41.35825	-41.53983	0.1815792	0.142391	0.233619
1100	-40.6005	-43.14134	2.540833	0.0815782	0.11663
1110	-40.73874	-42.97337	2.234639	0.0263298	0.194955
1120	-40.38166	-43.65206	3.270402	0.0302417	0.112984
1130	-41.77987	-41.9411	0.1612343	0.211373	0.166171
1140	-40.56339	-42.39639	1.833001	0.047305	0.204248
1150	-40.10465	-43.12273	3.01808	0.0369335	0.125308
1160	-46.81007	-43.78999	-3.020073	0.185243	0.432055
1170	-40.27349	-42.7478	2.474312	0.0754902	0.127732
1180	-40.49483	-41.91235	1.417517	0.119244	0.163622
1190	-40.75263	-44.2702	3.517573	0.0184931	0.106105
1200	-40.2791	-42.16056	1.881462	0.0553675	0.192534
1210	-43.19991	-42.36567	-0.8342427	0.291785	0.160782
1220	-42.7489	-41.48668	-1.26222	0.233173	0.251647
1230	-44.0996	-41.73228	-2.367321	0.253821	0.314283
1240	-39.96582	-42.15926	2.193437	0.0582369	0.166153
1250	-40.37632	-41.75594	1.379624	0.0899932	0.195728
1260	-40.49136	-42.04076	1.549402	0.117015	0.155911
1270	-40.56508	-42.34714	1.78206	0.113707	0.141686
1280	-41.97732	-41.66204	-0.3152874	0.219682	0.193774
1290	-40.23913	-43.20116	2.962033	0.0480833	0.118382
1300	-40.57197	-43.88591	3.31394	0.013024	0.12692
1310	-40.56255	-42.00202	1.439468	0.0707723	0.210439
1320	-42.16527	-41.83011	-0.3351614	0.23485	0.180104
1330	-40.04396	-43.01905	2.975087	0.0322341	0.133247
1340	-40.82652	-41.59372	0.7672025	0.137773	0.194103
1350	-40.99434	-42.18832	1.193975	0.14979	0.149923
1360	-41.12649	-42.4852	1.35871	0.149852	0.137446
1370	-40.07419	-43.00233	2.928141	0.0268383	0.142181
1380	-40.33923	-42.2177	1.878461	0.0528683	0.195259
1390	-41.44119	-42.08212	0.640928	0.091138	0.250254
1400	-40.67691	-43.52922	2.852317	0.0665498	0.108184
1410	-41.29319	-42.37268	1.079486	0.0672616	0.241079
1420	-40.73404	-42.30171	1.56767	0.0560721	0.215477
1430	-40.5167	-42.91736	2.400669	0.0863417	0.12243
1440	-40.44303	-42.91384	2.47081	0.024953	0.178533
1450	-41.31765	-43.22065	1.902993	0.130987	0.115291
1460	-40.46373	-41.79602	1.332289	0.116832	0.172457
1470	-40.43961	-41.68437	1.244755	0.10332	0.192566
1480	-43.07399	-42.38438	-0.6896133	0.131436	0.310231
1490	-40.2663	-41.78043	1.514131	0.0893017	0.186283
1500	-40.33496	-42.4657	2.130738	0.0923319	0.136783
1510	-40.50322	-42.48002	1.976799	0.10434	0.136376
1520	-40.85518	-41.9274	1.072216	0.145264	0.163625
1530	-40.20555	-41.88278	1.677236	0.0949376	0.168355
1540	-41.4741	-41.67675	0.2026539	0.128052	0.24637
1550	-42.13496	-42.47776	0.3427986	0.0885907	0.27527
1560	-41.3998	-41.75732	0.3575137	0.184441	0.17831
1570	-42.04744	-42.29463	0.2471915	0.227688	0.143378
1580	-42.39605	-41.70745	-0.6886029	0.244031	0.197559
1590	-41.31427	-41.80882	0.494555	0.178751	0.173673
1600	-40.53759	-43.27362	2.73603	0.0168537	0.166644
1610	-42.35957	-41.62422	-0.73535	0.172885	0.272228
1620	-41.73674	-41.53262	-0.2041264	0.198047	0.207032
1630	-42.67411	-42.39463	-0.2794834	0.266042	0.144716
1640	-40.34403	-42.33937	1.995336	0.0464514	0.192868
1650	-41.48582	-43.05336	1.567536	0.0380892	0.23347
1660	-40.57162	-43.1711	2.599477	0.0778522	0.115937
1670	-40.37341	-43.56532	3.191915	0.0369568	0.112184
1680	-40.90245	-43.83173	2.929286	0.00951533	0.159418
1690	-40.27166	-42.99719	2.725531	0.0225339	0.161755
1700	-40.27723	-42.74519	2.467957	0.0291662	0.174534
1710	-40.52073	-42.27338	1.752648	0.0529522	0.204657
1720	-40.65287	-41.91513	1.262264	0.130862	0.163704
1730	-41.68371	-43.97006	2.286353	0.0122179	0.205169
1740	-40.50993	-42.41152	1.901592	0.0455452	0.200839
1750	-39.97138	-42.7608	2.789415	0.0348839	0.144591
1760	-41.43632	-41.48927	0.05294715	0.156822	0.228883
1770	-40.83286	-43.06943	2.236576	0.102344	0.118795
1780	-40.21785	-42.4265	2.208654	0.0409644	0.182278
1790	-40.01824	-42.91466	2.896419	0.0310062	0.140404
1800	-40.22173	-41.8069	1.585166	0.0870893	0.183142
1810	-41.11039	-42.20524	1.09485	0.157888	0.149295
1820	-41.75213	-41.70221	-0.04992521	0.136329	0.257129
1830	-41.68484	-41.49183	-0.1930079	0.164551	0.239689
1840	-40.50793	-41.71514	1.207215	0.118401	0.180314
1850	-42.25218	-41.47089	-0.7812864	0.216412	0.232164
1860	-40.92045	-41.72501	0.8045613	0.103732	0.225328
1870	-41.32137	-42.29624	0.9748757	0.171323	0.144902
1880	-40.20322	-42.09495	1.891732	0.0587222	0.188405
1890	-40.41946	-41.72061	1.301143	0.110135	0.181501
1900	-40.96521	-41.54307	0.5778589	0.142454	0.203691
1910	-40.3704	-41.71719	1.346785	0.102592	0.185604
1920	-40.05965	-42.51433	2.454677	0.0674774	0.137224
1930	-41.75734	-41.45937	-0.2979788	0.180132	0.232019
1940	-41.50315	-45.05691	3.553756	0.00471847	0.117152
1950	-40.00215	-42.04162	2.039468	0.068936	0.167057
1960	-40.50351	-42.13236	1.628843	0.115778	0.151161
1970	-41.04154	-43.72757	2.68603	0.0111231	0.176143
1980	-42.00525	-42.77123	0.7659777	0.214735	0.117233
1990	-40.72873	-41.69377	0.9650386	0.135619	0.181347
2000	-42.2385	-43.97428	1.735778	0.178057	0.0808229
2010	-41.44694	-41.47649	0.02955424	0.164264	0.223204
2020	-42.37498	-44.93156	2.556583	0.113102	0.0839198
2030	-40.02501	-42.89839	2.873376	0.030041	0.143106
2040	-41.95182	-42.03312	0.08129385	0.113686	0.269882
2050	-42.07812	-41.89483	-0.1832897	0.23053	0.172978
2060	-41.62758	-42.22417	0.5965902	0.197163	0.147571
2070	-41.17799	-41.64518	0.4671868	0.120894	0.233592
2080	-42.92999	-45.28158	2.351583	0.155381	0.0570898
2090	-40.60612	-41.63338	1.027265	0.120938	0.191338
2100	-42.08727	-43.28398	1.196706	0.203459	0.0960472
2110	-40.8426	-42.72594	1.883346	0.0376066	0.210152
2120	-41.51968	-41.79662	0.2769413	0.193056	0.175768
2130	-40.10414	-42.40065	2.296505	0.0760766	0.140545
2140	-42.29286	-42.90293	0.6100694	0.235356	0.108362
2150	-40.42184	-42.49323	2.071393	0.0402613	0.193326
2160	-40.60415	-42.36798	1.763827	0.0495828	0.207184
2170	-40.33449	-43.46198	3.127499	0.0403713	0.113624
2180	-41.30594	-41.49273	0.1867891	0.153431	0.222187
2190	-41.60841	-45.23504	3.626635	0.0324238	0.0839546
2200	-41.14601	-43.45197	2.305959	0.10585	0.11006
2210	-40.37684	-42.06469	1.687847	0.0628153	0.199677
2220	-41.89268	-44.63535	2.742676	0.0936249	0.0893719
2230	-41.15762	-41.62536	0.4677391	0.164817	0.189628
2240	-42.77399	-43.61004	0.8360484	0.0481339	0.278553
2250	-43.94339	-45.20566	1.262261	0.261088	0.0334787
2260	-40.44049	-41.73315	1.292664	0.113072	0.179203
2270	-42.07784	-42.63754	0.5596944	0.224262	0.123252
2280	-40.52793	-42.54103	2.0131	0.103758	0.134222
2290	-42.16947	-43.7843	1.614838	0.183186	0.0848087
2300	-40.42694	-42.96423	2.537294	0.0234396	0.175036
2310	-41.65871	-42.031	0.3722941	0.202373	0.159264
2320	-40.20899	-41.82205	1.613054	0.0845104	0.183619
2330	-41.99178	-42.91748	0.9256992	0.208744	0.111187
2340	-40.87649	-43.27352	2.397028	0.095319	0.113727
2350	-42.81659	-42.96415	0.1475532	0.268917	0.109658
2360	-42.3141	-41.95966	-0.3544422	0.245026	0.171381
2370	-42.7459	-44.42901	1.683106	0.210358	0.0524924
2380	-40.41976	-42.05254	1.632784	0.0643692	0.202273
2390	-40.65721	-41.7529	1.095686	0.0938843	0.213236
2400	-40.51461	-43.91055	3.39594	0.0209125	0.112852
2410	-40.67138	-43.49663	2.825256	0.0679587	0.108815
2420	-42.8587	-41.66861	-1.190084	0.191445	0.287939
2430	-40.31019	-43.17409	2.863894	0.0564355	0.117426
2440	-40.33239	-41.80935	1.476956	0.0833472	0.195039
2450	-42.21425	-41.45601	-0.7582421	0.204652	0.242186
2460	-40.75405	-41.60256	0.8485067	0.132153	0.193595
2470	-40.52446	-43.84443	3.319966	0.0320499	0.10744
2480	-40.47885	-42.7158	2.236949	0.0927818	0.128328
2490	-40.31282	-43.23513	2.922313	0.0184257	0.151033
2500	-41.12896	-42.73609	1.607129	0.139761	0.128814
2510	-40.9154	-41.93759	1.02219	0.14944	0.163219
2520	-41.12866	-43.13039	2.00173	0.121138	0.1177
2530	-40.38739	-42.02732	1.639931	0.0655234	0.20058
2540	-41.85121	-41.50323	-0.3479886	0.201809	0.214112
2550	-40.87612	-41.72777	0.8516575	0.147186	0.178325
2560	-40.83822	-43.47008	2.63186	0.014383	0.176965
2570	-40.89256	-43.63412	2.741568	0.0118787	0.171202
2580	-40.48264	-42.89066	2.408021	0.0850457	0.123172
2590	-40.75651	-41.6976	0.9410904	0.137831	0.18094
2600	-40.40443	-42.10072	1.696292	0.0609443	0.200912
2610	-39.94009	-42.20849	2.268403	0.0621459	0.156594
2620	-41.64676	-41.98125	0.3344934	0.201896	0.16259
2630	-40.66632	-41.64861	0.98229	0.107004	0.208662
2640	-40.83292	-43.36824	2.535319	0.0871804	0.111444
2650	-41.28699	-41.49159	0.2046002	0.154978	0.219297
2660	-39.99382	-42.11569	2.121862	0.0598477	0.169936
2670	-42.69433	-41.59439	-1.099943	0.194102	0.278489
2680	-41.68818	-43.35209	1.663915	0.155234	0.109063
2690	-40.39574	-41.98147	1.585724	0.110889	0.1593
2700	-41.82708	-41.75112	-0.07596003	0.21293	0.18249
2710	-40.02995	-42.00268	1.972728	0.0699747	0.171048
2720	-40.83022	-41.56348	0.7332598	0.131508	0.202925
2730	-40.18781	-42.9273	2.739486	0.0592046	0.124033
2740	-41.71041	-42.55442	0.8440126	0.195266	0.130821
2750	-40.20702	-42.24253	2.035517	0.0499614	0.186329
2760	-42.40787	-44.08651	1.678643	0.194884	0.0683023
2770	-40.72087	-42.98491	2.26404	0.0982357	0.120833
2780	-41.68313	-41.46736	-0.215771	0.183868	0.222088
2790	-41.00302	-42.1891	1.186074	0.150404	0.149904
2800	-39.92128	-42.35217	2.430894	0.0495911	0.156903
2810	-40.47015	-43.8229	3.352751	0.0257454	0.111274
2820	-40.80629	-44.0323	3.226014	0.0089931	0.137578
2830	-40.00077	-42.55904	2.558268	0.0369544	0.15994
2840	-40.56663	-43.77646	3.209825	0.0418756	0.105915
2850	-41.833	-42.26203	0.4290283	0.21233	0.145032
2860	-42.74928	-41.8423	-0.9069754	0.264984	0.193064
2870	-40.74179	-41.67196	0.9301621	0.135911	0.183683
2880	-42.46662	-44.48052	2.013893	0.166329	0.0715919
2890	-40.85964	-43.6453	2.785663	0.0116169	0.16814
2900	-40.68666	-44.17257	3.485906	0.0174473	0.109537
2910	-40.00727	-42.75856	2.751285	0.0319945	0.150354
2920	-41.24663	-42.00603	0.7593979	0.0901578	0.242306
2930	-40.8187	-44.13926	3.320562	0.0402875	0.0991578
2940	-40.08102	-42.64133	2.560311	0.0638124	0.132928
2950	-41.72853	-43.47605	1.747519	0.0270363	0.230959
2960	-41.60991	-41.60225	-0.00765458	0.142536	0.247736
2970	-41.10375	-44.7068	3.603047	0.0241152	0.094041
2980	-41.61515	-43.08029	1.465139	0.163569	0.115707
2990	-40.19969	-43.11261	2.912922	0.0496454	0.120521
3000	-42.85562	-41.78386	-1.07176	0.176736	0.29373
3010	-45.57777	-42.76476	-2.81301	0.378862	0.222831
3020	-41.26346	-44.91644	3.652973	0.0234434	0.0909501
3030	-40.0812	-41.9583	1.877103	0.081837	0.166393
3040	-40.08124	-42.44795	2.366708	0.0722079	0.139123
3050	-41.52342	-41.91759	0.3941725	0.193418	0.16657
3060	-41.6164	-41.74426	0.1278579	0.199058	0.181001
3070	-40.12303	-41.97063	1.847606	0.0873917	0.163061
3080	-41.53526	-41.50227	-0.03298312	0.156353	0.235827
3090	-41.67547	-41.48196	-0.193503	0.166866	0.237412
3100	-39.95555	-42.64441	2.688857	0.0489336	0.138119
3110	-40.34017	-42.79385	2.453676	0.0786481	0.126129
3120	-43.81151	-41.62569	-2.185812	0.274482	0.279944
3130	-41.88072	-42.37156	0.4908317	0.0865283	0.266176
3140	-40.35602	-41.80725	1.45123	0.0836301	0.196695
3150	-42.45221	-43.86549	1.413287	0.21392	0.0692648
3160	-41.91615	-43.1065	1.190353	0.192959	0.107026
3170	-39.9438	-42.54965	2.605855	0.0399674	0.153341
3180	-40.04192	-42.71491	2.672982	0.0562047	0.132045
3190	-41.11986	-43.29138	2.17152	0.0218925	0.204149
3200	-40.59346	-42.32951	1.736056	0.116367	0.142493
3210	-40.37819	-42.52666	2.14847	0.0932152	0.134563
3220	-43.29753	-41.62378	-1.673744	0.222981	0.292853
3230	-41.74409	-43.43074	1.686656	0.155906	0.106676
3240	-40.71604	-42.80907	2.093039	0.106053	0.125903
3250	-41.03424	-42.31271	1.278472	0.0632643	0.23008
3260	-43.14125	-41.74708	-1.394166	0.19536	0.299404
3270	-41.8589	-42.20875	0.349847	0.215046	0.148283
3280	-42.29908	-43.8064	1.507317	0.199922	0.0761756
3290	-40.15011	-43.25779	3.107686	0.0264825	0.129006
3300	-41.0673	-41.52722	0.4599192	0.148902	0.206132
3310	-43.38812	-43.65776	0.2696342	0.0645793	0.304795
3320	-41.968	-42.49534	0.5273357	0.218501	0.131452
3330	-40.0476	-43.01157	2.96397	0.0364491	0.12987
3340	-40.20148	-43.36121	3.159733	0.0292081	0.122358
3350	-41.65073	-41.68162	0.03089086	0.134483	0.252884
3360	-39.91123	-42.41423	2.503002	0.0507372	0.150322
3370	-41.01384	-41.61699	0.6031481	0.154109	0.190131
3380	-42.40361	-43.60557	1.201964	0.221802	0.0773087
3390	-40.19221	-42.13237	1.940156	0.056262	0.187216
3400	-40.37545	-41.88189	1.506442	0.0765547	0.199609
3410	-40.39444	-41.75334	1.358901	0.0902642	0.197019
3420	-45.43576	-42.48485	-2.950906	0.229704	0.382382
3430	-41.26081	-42.94237	1.681569	0.0374892	0.225477
3440	-42.82522	-43.32187	0.4966585	0.262639	0.0896256
3450	-40.18954	-42.41054	2.221004	0.0829656	0.139346
3460	-43.78694	-41.79326	-1.993687	0.223615	0.316331
3470	-40.70906	-42.15578	1.44671	0.130036	0.150629
3480	-39.94596	-42.68376	2.737793	0.038353	0.145012
3490	-40.20699	-43.27414	3.067149	0.0210583	0.137485
3500	-41.22601	-42.45571	1.229695	0.0604986	0.236522
3510	-40.78561	-44.25728	3.471669	0.0272795	0.100778
3520	-41.79266	-41.53117	-0.2614933	0.160998	0.248404
3530	-42.07281	-43.10687	1.034065	0.209652	0.102112
3540	-40.89313	-42.93575	2.042612	0.0301465	0.20561
3550	-40.14753	-42.79593	2.648396	0.0624142	0.127688
3560	-40.63281	-41.70848	1.075673	0.128578	0.18005
3570	-43.47964	-44.16205	0.682408	0.277682	0.0605839
3580	-40.50546	-42.45221	1.946747	0.0434965	0.199484
3590	-42.0066	-45.02851	3.021911	0.0778323	0.0841204
3600	-41.04552	-44.22082	3.175296	0.0543375	0.0960555
3610	-40.04927	-42.12872	2.079447	0.0569205	0.17606
3620	-42.07671	-42.16426	0.08755406	0.230802	0.152295
3630	-40.7222	-43.60595	2.883749	0.0657288	0.106636
3640	-40.86648	-42.01091	1.144424	0.0779823	0.225465
3650	-41.67795	-41.96079	0.282837	0.109075	0.259304
3660	-40.34737	-43.03827	2.690896	0.021455	0.165444
3670	-43.46348	-42.69439	-0.769088	0.303509	0.144147
3680	-39.99106	-42.80224	2.811177	0.0327987	0.145036
3690	-40.80246	-41.5688	0.7663433	0.128733	0.203208
3700	-44.57789	-44.26294	-0.3149458	0.332662	0.0807682
3710	-41.7201	-41.88341	0.1633103	0.117289	0.260098
3720	-40.35442	-42.49573	2.141308	0.0392475	0.189071
3730	-42.2164	-41.45755	-0.7588451	0.208891	0.237994
3740	-41.4729	-41.8809	0.4079993	0.108148	0.250799
3750	-41.52163	-42.25511	0.7334821	0.188165	0.146252
3760	-39.99769	-42.35786	2.360169	0.0448627	0.166961
3770	-40.31968	-42.22846	1.908781	0.0519849	0.193857
3780	-40.09762	-41.92644	1.828821	0.0826356	0.169233
3790	-41.33233	-43.44701	2.114678	0.020562	0.209763
3800	-41.74868	-43.41175	1.663073	0.157515	0.106845
3810	-40.93092	-42.21868	1.287755	0.144291	0.148354
3820	-40.09755	-42.41825	2.320706	0.041032	0.173766
3830	-40.82018	-41.92026	1.100079	0.142848	0.163941
3840	-41.34421	-42.96206	1.617842	0.146186	0.121582
3850	-40.23274	-42.44565	2.212918	0.040222	0.182699
3860	-40.68297	-41.60882	0.9258453	0.115201	0.204718
3870	-41.85969	-42.67185	0.8121608	0.067593	0.260895
3880	-40.04195	-42.42572	2.383771	0.0411124	0.168933
3890	-40.13809	-42.13344	1.995352	0.0559968	0.183321
3900	-42.9435	-45.28447	2.340971	0.158498	0.0547724
3910	-40.33453	-42.2717	1.937174	0.0991625	0.14454
3920	-42.40548	-46.12835	3.72287	0.0357657	0.0733602
3930	-39.92577	-42.47487	2.549107	0.0528319	0.144753
3940	-40.25876	-42.04996	1.791196	0.0622045	0.192499
3950	-40.31176	-42.24193	1.930162	0.0511314	0.193099
3960	-42.65256	-42.9657	0.3131404	0.0771209	0.288975
3970	-40.64366	-42.0493	1.405642	0.069398	0.214363
3980	-40.99242	-41.57397	0.5815517	0.149614	0.196253
3990	-40.04587	-42.00268	1.956811	0.0780085	0.164214
4000	-43.77933	-44.07809	0.2987667	0.297496	0.0696826
4010	-40.86114	-41.85609	0.9949457	0.146391	0.168321
4020	-40.66972	-41.6938	1.024076	0.131038	0.181479
4030	-40.27406	-42.36223	2.088163	0.0444576	0.187866
4040	-40.13111	-42.01454	1.883432	0.0882364	0.159516
4050	-42.29258	-45.5761	3.283519	0.0017624	0.140475
4060	-42.11515	-41.5152	-0.5999492	0.178719	0.25619
4070	-40.36244	-41.95656	1.594126	0.108627	0.160929
4080	-41.01169	-42.52211	1.510415	0.0511304	0.224734
4090	-40.34003	-41.74004	1.400007	0.0937983	0.190387
4100	-42.43872	-43.40859	0.9698679	0.0476936	0.268909
4110	-41.91344	-41.46553	-0.4479061	0.182128	0.241323
4120	-40.44937	-41.78491	1.335538	0.0868222	0.202222
4130	-40.20138	-43.27098	3.069594	0.0213237	0.137035
4140	-40.1847	-43.21748	3.032777	0.0408839	0.12025
4150	-40.49398	-43.85274	3.358765	0.0265773	0.109989
4160	-40.86663	-43.3156	2.448964	0.0179683	0.187164
4170	-42.14611	-41.84832	-0.2977915	0.234026	0.178112
4180	-43.44099	-44.06988	0.6288895	0.0469148	0.295385
4190	-41.23013	-41.63365	0.4035206	0.170215	0.189069
4200	-39.9247	-42.28731	2.362611	0.0583657	0.153274
4210	-40.11341	-42.14721	2.033799	0.0846041	0.151816
4220	-40.49658	-43.78466	3.288075	0.0337707	0.108123
4230	-42.26233	-41.46827	-0.7940595	0.198871	0.250668
4240	-42.25013	-41.60083	-0.6492938	0.170971	0.267657
4250	-43.40819	-44.00265	0.59446	0.278804	0.06609
4260	-41.38224	-41.48532	0.10308	0.157667	0.224259
4270	-43.68513	-41.82114	-1.863995	0.214169	0.316003
4280	-41.96224	-41.4571	-0.5051399	0.197345	0.230419
4290	-41.6643	-41.47037	-0.1939317	0.170597	0.233714
4300	-42.97466	-45.24755	2.272886	0.170232	0.0481703
4310	-40.79029	-43.77808	2.987786	0.0610499	0.103475
4320	-40.03149	-42.98363	2.952131	0.0321561	0.135055
4330	-41.99528	-42.55004	0.554761	0.219524	0.128362
4340	-40.6882	-41.61014	0.9219364	0.126452	0.193762
4350	-40.41037	-43.59777	3.187405	0.0386868	0.110794
4360	-40.21407	-43.27593	3.061864	0.0207273	0.138214
4370	-40.57004	-42.06893	1.498884	0.0663569	0.210377
4380	-40.97251	-42.72181	1.749303	0.0405652	0.217296
4390	-40.15466	-42.69836	2.543699	0.0678383	0.130154
4400	-44.19178	-44.38929	0.1975108	0.310311	0.0644984
4410	-40.02182	-42.10155	2.07973	0.0758312	0.157128
4420	-40.24587	-42.79104	2.545168	0.0277039	0.170178
4430	-39.91901	-42.5508	2.631792	0.0450122	0.146341
4440	-41.76994	-43.63945	1.869511	0.145429	0.103373
4450	-40.06437	-43.05301	2.988638	0.0289655	0.135495
4460	-40.26499	-42.90533	2.640338	0.0671088	0.123601
4470	-41.46808	-42.91302	1.44494	0.158904	0.121895
4480	-42.1785	-41.58934	-0.589164	0.227257	0.206839
4490	-44.07059	-44.79821	0.7276243	0.28882	0.0460386
4500	-42.27043	-41.86572	-0.4047053	0.141508	0.278687
4510	-40.7014	-41.5975	0.8961039	0.125031	0.19713
4520	-40.0317	-41.99725	1.965551	0.0708538	0.17071
