Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er_full[1]	er_full[2]	er_full[3]	er_full[4]	er_full[5]	er_full[6]	er_full[7]	er_full[8]	er_full[9]	er_full[10]	er_full[11]	er_full[12]	er_full[13]	er_full[14]	er_full[15]	er_full[16]	er_full[17]	er_full[18]	er_full[19]	er_full[20]	er_full[21]	er_full[22]	er_full[23]	er_full[24]	er_full[25]	er_full[26]	er_full[27]	er_full[28]	pi[1]	pi[2]	pi[3]	pi[4]	pi[5]	pi[6]	pi[7]	pi[8]	rf[1]	rf[2]	rf[3]	rf[4]	rf[5]	rf[6]	rf[7]	rf[8]
220	-50.54134	-74.17092	23.62957	0.109619	0.473092	0.0194817	0.130035	0.153245	0.0856243	0.0289036	0.109619	0	0	0	0	0	0	0.473092	0	0	0	0	0	0.0194817	0	0	0	0	0.130035	0	0	0	0.153245	0	0	0.0856243	0	0.0289036	0.175525	0.030577	0.067717	0.334025	0.0495377	0.0208402	0.0605182	0.26126	0.281782	0.00957214	0.353807	0.0352266	0.023821	0.0961847	0.0443102	0.155296
230	-50.06967	-73.69925	23.62957	0.266131	0.507751	0.00997679	0.036728	0.111742	0.0639678	0.00370379	0.266131	0	0	0	0	0	0	0.507751	0	0	0	0	0	0.00997679	0	0	0	0	0.036728	0	0	0	0.111742	0	0	0.0639678	0	0.00370379	0.185605	0.00610024	0.0513552	0.177511	0.0375683	0.0276508	0.0984369	0.415773	0.0565216	0.0360473	0.119199	0.0532372	0.284099	0.0446693	0.0701985	0.336029
240	-48.57007	-72.19964	23.62957	0.341031	0.215714	0.0368193	0.129119	0.0757481	0.149391	0.0521784	0.341031	0	0	0	0	0	0	0.215714	0	0	0	0	0	0.0368193	0	0	0	0	0.129119	0	0	0	0.0757481	0	0	0.149391	0	0.0521784	0.104794	0.0109244	0.0624361	0.215813	0.0299628	0.0284865	0.0420989	0.505484	0.0841688	0.0391711	0.425713	0.207192	0.0306246	0.140859	0.0428324	0.0294391
250	-49.36662	-72.99619	23.62957	0.320507	0.355342	0.0386599	0.0433915	0.156725	0.0670772	0.0182969	0.320507	0	0	0	0	0	0	0.355342	0	0	0	0	0	0.0386599	0	0	0	0	0.0433915	0	0	0	0.156725	0	0	0.0670772	0	0.0182969	0.167098	0.020656	0.118054	0.271982	0.0566538	0.122132	0.0761379	0.167286	0.0169415	0.0321655	0.0239691	0.279539	0.126434	0.115667	0.257876	0.147409
260	-53.0972	-76.72677	23.62957	0.211005	0.2429	0.206988	0.0942362	0.215308	0.0139682	0.0155945	0.211005	0	0	0	0	0	0	0.2429	0	0	0	0	0	0.206988	0	0	0	0	0.0942362	0	0	0	0.215308	0	0	0.0139682	0	0.0155945	0.0919999	0.0290182	0.165847	0.188063	0.0973801	0.0684617	0.289324	0.069906	0.226197	0.027111	0.0353305	0.0753294	0.0896697	0.170493	0.36517	0.0106989
270	-50.6483	-74.27787	23.62957	0.416529	0.161913	0.0854017	0.0530546	0.246708	0.0238438	0.0125508	0.416529	0	0	0	0	0	0	0.161913	0	0	0	0	0	0.0854017	0	0	0	0	0.0530546	0	0	0	0.246708	0	0	0.0238438	0	0.0125508	0.147062	0.0196932	0.0786179	0.196079	0.0955176	0.0151549	0.2893	0.158575	0.0456693	0.0258293	0.0430636	0.276281	0.12596	0.30051	0.0734804	0.109206
280	-53.72979	-77.35936	23.62957	0.186939	0.15183	0.0625277	0.102555	0.446162	0.0383593	0.0116271	0.186939	0	0	0	0	0	0	0.15183	0	0	0	0	0	0.0625277	0	0	0	0	0.102555	0	0	0	0.446162	0	0	0.0383593	0	0.0116271	0.145886	0.0541847	0.0840116	0.177859	0.086642	0.00684159	0.300735	0.14384	0.11514	0.0331441	0.0770925	0.164964	0.140714	0.168909	0.0942899	0.205747
290	-52.45959	-76.08916	23.62957	0.121182	0.27012	0.0594427	0.119293	0.3176	0.0414059	0.0709574	0.121182	0	0	0	0	0	0	0.27012	0	0	0	0	0	0.0594427	0	0	0	0	0.119293	0	0	0	0.3176	0	0	0.0414059	0	0.0709574	0.136179	0.0357128	0.0824007	0.284458	0.0571052	0.012566	0.33967	0.0519072	0.111749	0.0557285	0.086874	0.105459	0.0433201	0.261117	0.106253	0.229498
300	-51.15637	-74.78595	23.62957	0.12145	0.211974	0.107381	0.102022	0.311781	0.0815726	0.0638199	0.12145	0	0	0	0	0	0	0.211974	0	0	0	0	0	0.107381	0	0	0	0	0.102022	0	0	0	0.311781	0	0	0.0815726	0	0.0638199	0.20236	0.0397492	0.10263	0.14188	0.0635595	0.0139862	0.378062	0.057774	0.143147	0.0164694	0.245848	0.164718	0.0880658	0.0453099	0.120559	0.175884
310	-49.7441	-73.37367	23.62957	0.214747	0.229113	0.06838	0.136278	0.184062	0.157755	0.00966434	0.214747	0	0	0	0	0	0	0.229113	0	0	0	0	0	0.06838	0	0	0	0	0.136278	0	0	0	0.184062	0	0	0.157755	0	0.00966434	0.164758	0.0350425	0.154827	0.133767	0.0583092	0.0398603	0.067266	0.34617	0.0231395	0.0116228	0.2586	0.123031	0.111526	0.0860229	0.201051	0.185007
320	-48.65166	-72.28124	23.62957	0.187443	0.137015	0.0691764	0.130455	0.325531	0.109678	0.040701	0.187443	0	0	0	0	0	0	0.137015	0	0	0	0	0	0.0691764	0	0	0	0	0.130455	0	0	0	0.325531	0	0	0.109678	0	0.040701	0.125335	0.0171739	0.118561	0.162943	0.0325598	0.0305237	0.087595	0.425308	0.0129313	0.00213712	0.328296	0.144869	0.0339191	0.0889798	0.27114	0.117728
330	-48.1207	-71.75027	23.62957	0.283585	0.2878	0.0664027	0.159963	0.121353	0.067635	0.0132612	0.283585	0	0	0	0	0	0	0.2878	0	0	0	0	0	0.0664027	0	0	0	0	0.159963	0	0	0	0.121353	0	0	0.067635	0	0.0132612	0.261444	0.0140573	0.142921	0.11569	0.02624	0.0487457	0.0588078	0.332094	0.0145315	0.010881	0.175997	0.0571776	0.0924161	0.155229	0.236867	0.256901
340	-52.21839	-75.84797	23.62957	0.234003	0.262439	0.116022	0.0993238	0.107484	0.140898	0.0398303	0.234003	0	0	0	0	0	0	0.262439	0	0	0	0	0	0.116022	0	0	0	0	0.0993238	0	0	0	0.107484	0	0	0.140898	0	0.0398303	0.128233	0.0426498	0.0866174	0.171662	0.027106	0.0589292	0.26987	0.214932	0.0168568	0.0452984	0.204159	0.0455386	0.181301	0.11825	0.0905866	0.298009
350	-55.42221	-79.05178	23.62957	0.247993	0.0848538	0.20339	0.0681492	0.123751	0.241119	0.0307443	0.247993	0	0	0	0	0	0	0.0848538	0	0	0	0	0	0.20339	0	0	0	0	0.0681492	0	0	0	0.123751	0	0	0.241119	0	0.0307443	0.187605	0.0690671	0.161479	0.243163	0.0382208	0.083093	0.0421095	0.175263	0.0146563	0.0396258	0.0676948	0.0260383	0.537352	0.0604436	0.0300366	0.224152
360	-47.28139	-70.91096	23.62957	0.0578468	0.223969	0.14756	0.223526	0.139024	0.166964	0.0411107	0.0578468	0	0	0	0	0	0	0.223969	0	0	0	0	0	0.14756	0	0	0	0	0.223526	0	0	0	0.139024	0	0	0.166964	0	0.0411107	0.0841092	0.0341483	0.0718766	0.105231	0.0188972	0.0761082	0.0208199	0.588809	0.0825353	0.0269503	0.128487	0.257276	0.214493	0.0411571	0.0654463	0.183655
370	-49.19155	-72.82113	23.62957	0.291667	0.123625	0.0483617	0.132812	0.105393	0.133193	0.164949	0.291667	0	0	0	0	0	0	0.123625	0	0	0	0	0	0.0483617	0	0	0	0	0.132812	0	0	0	0.105393	0	0	0.133193	0	0.164949	0.133617	0.0280352	0.152665	0.260605	0.0227761	0.0917303	0.0349472	0.275624	0.316511	0.00376956	0.0444652	0.165827	0.0447088	0.26354	0.0425555	0.118622
380	-51.64915	-75.27872	23.62957	0.279082	0.18242	0.0515858	0.0398073	0.213233	0.17901	0.0548623	0.279082	0	0	0	0	0	0	0.18242	0	0	0	0	0	0.0515858	0	0	0	0	0.0398073	0	0	0	0.213233	0	0	0.17901	0	0.0548623	0.0446092	0.0171441	0.176848	0.298171	0.0659773	0.1493	0.0108946	0.237056	0.0959534	0.0176141	0.266067	0.0984206	0.041323	0.306724	0.0138229	0.160075
390	-52.41231	-76.04188	23.62957	0.24035	0.407318	0.044647	0.0344529	0.118334	0.119964	0.0349339	0.24035	0	0	0	0	0	0	0.407318	0	0	0	0	0	0.044647	0	0	0	0	0.0344529	0	0	0	0.118334	0	0	0.119964	0	0.0349339	0.107346	0.0166747	0.171309	0.439076	0.0634674	0.0752565	0.0034777	0.123393	0.214653	0.3198	0.0740928	0.0376635	0.0422782	0.164539	0.0175741	0.129399
400	-51.14675	-74.77633	23.62957	0.19958	0.171026	0.0755178	0.0461179	0.100025	0.303603	0.104131	0.19958	0	0	0	0	0	0	0.171026	0	0	0	0	0	0.0755178	0	0	0	0	0.0461179	0	0	0	0.100025	0	0	0.303603	0	0.104131	0.0890668	0.0144345	0.160103	0.134702	0.0522828	0.347892	0.0078763	0.193643	0.372502	0.0416165	0.0137077	0.0727648	0.0844372	0.155491	0.00549602	0.253985
410	-48.58665	-72.21622	23.62957	0.229737	0.0816229	0.035515	0.0161429	0.075609	0.360683	0.200691	0.229737	0	0	0	0	0	0	0.0816229	0	0	0	0	0	0.035515	0	0	0	0	0.0161429	0	0	0	0.075609	0	0	0.360683	0	0.200691	0.104407	0.0169206	0.187677	0.223632	0.0686247	0.0457648	0.00566445	0.34731	0.0544976	0.517812	0.010019	0.0919341	0.0900983	0.105031	0.0018223	0.128786
420	-50.90202	-74.53159	23.62957	0.14149	0.171244	0.0450573	0.0266789	0.130846	0.28706	0.197624	0.14149	0	0	0	0	0	0	0.171244	0	0	0	0	0	0.0450573	0	0	0	0	0.0266789	0	0	0	0.130846	0	0	0.28706	0	0.197624	0.134256	0.0228337	0.127033	0.332398	0.0991848	0.133634	0.00818695	0.142474	0.0911355	0.203159	0.0167546	0.0535022	0.374292	0.0275899	0.0038097	0.229757
430	-51.62035	-75.24992	23.62957	0.149038	0.462452	0.0176071	0.062575	0.0808272	0.106022	0.121479	0.149038	0	0	0	0	0	0	0.462452	0	0	0	0	0	0.0176071	0	0	0	0	0.062575	0	0	0	0.0808272	0	0	0.106022	0	0.121479	0.512817	0.0193919	0.107884	0.201177	0.0554137	0.0253612	0.0110975	0.0668575	0.130244	0.324676	0.0181314	0.150122	0.139898	0.00425399	0.0141362	0.218539
440	-50.14625	-73.77582	23.62957	0.0765307	0.266751	0.0398308	0.128587	0.220305	0.147369	0.120628	0.0765307	0	0	0	0	0	0	0.266751	0	0	0	0	0	0.0398308	0	0	0	0	0.128587	0	0	0	0.220305	0	0	0.147369	0	0.120628	0.301904	0.0417979	0.173926	0.205319	0.0263466	0.153502	0.00801963	0.0891846	0.068128	0.237278	0.0552045	0.13543	0.266415	0.0526717	0.0140052	0.170868
450	-49.89428	-73.52385	23.62957	0.0973976	0.0898923	0.0433751	0.0894914	0.107902	0.153992	0.417949	0.0973976	0	0	0	0	0	0	0.0898923	0	0	0	0	0	0.0433751	0	0	0	0	0.0894914	0	0	0	0.107902	0	0	0.153992	0	0.417949	0.30628	0.0373882	0.155577	0.261893	0.0204138	0.137308	0.00298091	0.0781598	0.313626	0.250665	0.0690673	0.018942	0.0602158	0.124618	0.0195323	0.143333
460	-50.99834	-74.62792	23.62957	0.121813	0.227083	0.00708858	0.0703238	0.0763182	0.184223	0.313151	0.121813	0	0	0	0	0	0	0.227083	0	0	0	0	0	0.00708858	0	0	0	0	0.0703238	0	0	0	0.0763182	0	0	0.184223	0	0.313151	0.243867	0.0238257	0.138877	0.144621	0.0134901	0.187089	0.00266094	0.245568	0.231259	0.173868	0.144492	0.0395283	0.101132	0.154798	0.0328042	0.122119
470	-49.63919	-73.26877	23.62957	0.0860089	0.197595	0.0666196	0.164611	0.141196	0.215695	0.128274	0.0860089	0	0	0	0	0	0	0.197595	0	0	0	0	0	0.0666196	0	0	0	0	0.164611	0	0	0	0.141196	0	0	0.215695	0	0.128274	0.228364	0.035715	0.101626	0.0889419	0.00389448	0.310624	0.000936765	0.229898	0.461596	0.111721	0.037958	0.0663893	0.175205	0.0340014	0.07024	0.0428901
480	-52.39742	-76.027	23.62957	0.0311017	0.0591705	0.0680415	0.213326	0.309211	0.0653906	0.253759	0.0311017	0	0	0	0	0	0	0.0591705	0	0	0	0	0	0.0680415	0	0	0	0	0.213326	0	0	0	0.309211	0	0	0.0653906	0	0.253759	0.480866	0.0701435	0.200166	0.0796211	0.0277007	0.0223487	0.00184509	0.117309	0.204161	0.0574889	0.106507	0.126898	0.224266	0.0224906	0.234805	0.0233827
490	-49.865	-73.49457	23.62957	0.0221216	0.0792678	0.165683	0.173222	0.359841	0.0653651	0.134499	0.0221216	0	0	0	0	0	0	0.0792678	0	0	0	0	0	0.165683	0	0	0	0	0.173222	0	0	0	0.359841	0	0	0.0653651	0	0.134499	0.539173	0.0550056	0.082356	0.0624379	0.0202782	0.0175255	0.000904353	0.22232	0.125282	0.317241	0.0653575	0.305578	0.124967	0.0138012	0.0173176	0.0304556
500	-49.35766	-72.98724	23.62957	0.0188728	0.0868322	0.0498965	0.284553	0.115199	0.191081	0.253565	0.0188728	0	0	0	0	0	0	0.0868322	0	0	0	0	0	0.0498965	0	0	0	0	0.284553	0	0	0	0.115199	0	0	0.191081	0	0.253565	0.343158	0.0567954	0.155425	0.117834	0.0144318	0.0330747	0.00307345	0.276207	0.10571	0.281155	0.0139264	0.180968	0.358882	0.00368414	0.03322	0.0224542
510	-49.46285	-73.09243	23.62957	0.0278913	0.129734	0.0319175	0.196741	0.267458	0.13918	0.207079	0.0278913	0	0	0	0	0	0	0.129734	0	0	0	0	0	0.0319175	0	0	0	0	0.196741	0	0	0	0.267458	0	0	0.13918	0	0.207079	0.567896	0.0331766	0.133306	0.0650532	0.0123781	0.0329662	0.000652652	0.154571	0.160628	0.341029	0.126217	0.0653639	0.0849008	0.0301829	0.114372	0.0773065
520	-47.82655	-71.45612	23.62957	0.015711	0.0862429	0.0662677	0.255498	0.0518268	0.454021	0.0704323	0.015711	0	0	0	0	0	0	0.0862429	0	0	0	0	0	0.0662677	0	0	0	0	0.255498	0	0	0	0.0518268	0	0	0.454021	0	0.0704323	0.304758	0.029508	0.118566	0.0578598	0.0110093	0.0437339	0.00192984	0.432635	0.173927	0.216135	0.25579	0.118996	0.17717	0.00775722	0.0316046	0.0186197
530	-49.41888	-73.04846	23.62957	0.0299489	0.235352	0.0800695	0.297956	0.132229	0.197706	0.026739	0.0299489	0	0	0	0	0	0	0.235352	0	0	0	0	0	0.0800695	0	0	0	0	0.297956	0	0	0	0.132229	0	0	0.197706	0	0.026739	0.46543	0.0573936	0.0770097	0.088364	0.0238618	0.0880554	0.0170275	0.182858	0.258564	0.141798	0.187798	0.139944	0.15499	0.0459457	0.0232037	0.0477561
540	-49.30273	-72.9323	23.62957	0.0367533	0.180215	0.132503	0.189914	0.156952	0.166733	0.136929	0.0367533	0	0	0	0	0	0	0.180215	0	0	0	0	0	0.132503	0	0	0	0	0.189914	0	0	0	0.156952	0	0	0.166733	0	0.136929	0.39787	0.0390613	0.0735154	0.0977959	0.0264088	0.0974542	0.00434367	0.263551	0.262685	0.085388	0.0109304	0.243522	0.0690763	0.281487	0.0276285	0.0192831
550	-48.41969	-72.04927	23.62957	0.0388583	0.201281	0.144238	0.240196	0.154192	0.179321	0.041914	0.0388583	0	0	0	0	0	0	0.201281	0	0	0	0	0	0.144238	0	0	0	0	0.240196	0	0	0	0.154192	0	0	0.179321	0	0.041914	0.110513	0.0306644	0.0644941	0.13234	0.0065171	0.120038	0.00176309	0.533671	0.242893	0.0293088	0.0344602	0.128993	0.137514	0.0989326	0.0417763	0.286123
560	-53.26069	-76.89027	23.62957	0.0349256	0.0809477	0.089359	0.133463	0.204825	0.329217	0.127263	0.0349256	0	0	0	0	0	0	0.0809477	0	0	0	0	0	0.089359	0	0	0	0	0.133463	0	0	0	0.204825	0	0	0.329217	0	0.127263	0.391709	0.0592691	0.124109	0.124456	0.0260628	0.0467773	0.0984362	0.12918	0.141187	0.0128294	0.0453345	0.162633	0.24631	0.0894819	0.105776	0.196449
570	-54.8423	-78.47188	23.62957	0.0287507	0.137071	0.181575	0.202565	0.341745	0.0730912	0.0352009	0.0287507	0	0	0	0	0	0	0.137071	0	0	0	0	0	0.181575	0	0	0	0	0.202565	0	0	0	0.341745	0	0	0.0730912	0	0.0352009	0.20425	0.0622875	0.13171	0.15911	0.0333198	0.0205281	0.125845	0.26295	0.0480263	0.0316477	0.00927382	0.0327604	0.190464	0.0973208	0.500963	0.0895444
580	-54.78725	-78.41682	23.62957	0.0581923	0.335186	0.102022	0.184995	0.163261	0.131331	0.0250132	0.0581923	0	0	0	0	0	0	0.335186	0	0	0	0	0	0.102022	0	0	0	0	0.184995	0	0	0	0.163261	0	0	0.131331	0	0.0250132	0.182371	0.0832479	0.176032	0.228632	0.0143291	0.0274361	0.104358	0.183593	0.0901278	0.0593912	0.0122732	0.254758	0.306142	0.0221797	0.237091	0.0180361
