Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er_full[1]	er_full[2]	er_full[3]	er_full[4]	er_full[5]	er_full[6]	er_full[7]	er_full[8]	er_full[9]	er_full[10]	er_full[11]	er_full[12]	er_full[13]	er_full[14]	er_full[15]	er_full[16]	er_full[17]	er_full[18]	er_full[19]	er_full[20]	er_full[21]	er_full[22]	er_full[23]	er_full[24]	er_full[25]	er_full[26]	er_full[27]	er_full[28]	pi[1]	pi[2]	pi[3]	pi[4]	pi[5]	pi[6]	pi[7]	pi[8]	rf[1]	rf[2]	rf[3]	rf[4]	rf[5]	rf[6]	rf[7]	rf[8]
1580	-51.50184	-75.13141	23.62957	0.100594	0.256326	0.30657	0.0573586	0.23964	0.0211872	0.0183243	0.100594	0	0	0	0	0	0	0.256326	0	0	0	0	0	0.30657	0	0	0	0	0.0573586	0	0	0	0.23964	0	0	0.0211872	0	0.0183243	0.354452	0.0494015	0.10671	0.119052	0.0317634	0.0256842	0.231714	0.0812223	0.429066	0.251308	0.0262448	0.0641144	0.0486533	0.0461277	0.0591171	0.075369
1590	-52.6477	-76.27727	23.62957	0.250409	0.186824	0.153064	0.135844	0.128286	0.0166901	0.128882	0.250409	0	0	0	0	0	0	0.186824	0	0	0	0	0	0.153064	0	0	0	0	0.135844	0	0	0	0.128286	0	0	0.0166901	0	0.128882	0.375147	0.0433187	0.109359	0.103326	0.0484697	0.15401	0.139334	0.027037	0.334827	0.317579	0.00761715	0.0691906	0.0840847	0.0572419	0.0359311	0.0935288
1600	-51.91035	-75.53993	23.62957	0.290171	0.165904	0.123552	0.167717	0.181071	0.013932	0.0576525	0.290171	0	0	0	0	0	0	0.165904	0	0	0	0	0	0.123552	0	0	0	0	0.167717	0	0	0	0.181071	0	0	0.013932	0	0.0576525	0.292623	0.0309108	0.125883	0.0954778	0.00860094	0.0358749	0.377761	0.0328686	0.207434	0.253246	0.0205547	0.0868651	0.0382101	0.10153	0.187535	0.104625
1610	-56.53593	-80.1655	23.62957	0.0253922	0.098836	0.275161	0.273408	0.167621	0.146509	0.013072	0.0253922	0	0	0	0	0	0	0.098836	0	0	0	0	0	0.275161	0	0	0	0	0.273408	0	0	0	0.167621	0	0	0.146509	0	0.013072	0.302126	0.119057	0.06962	0.0985786	0.0149423	0.0306263	0.314978	0.0500715	0.109959	0.0119447	0.010078	0.0975135	0.0430175	0.136821	0.366011	0.224656
1620	-54.98179	-78.61136	23.62957	0.080284	0.123917	0.10005	0.510078	0.103167	0.0661156	0.0163892	0.080284	0	0	0	0	0	0	0.123917	0	0	0	0	0	0.10005	0	0	0	0	0.510078	0	0	0	0.103167	0	0	0.0661156	0	0.0163892	0.198091	0.0850875	0.134253	0.183855	0.0142642	0.0288408	0.300682	0.0549268	0.144768	0.0524501	0.00899327	0.0771822	0.0453228	0.244036	0.41834	0.00890796
1630	-53.6951	-77.32468	23.62957	0.132661	0.168863	0.25843	0.335185	0.0499454	0.0378357	0.01708	0.132661	0	0	0	0	0	0	0.168863	0	0	0	0	0	0.25843	0	0	0	0	0.335185	0	0	0	0.0499454	0	0	0.0378357	0	0.01708	0.34873	0.0523844	0.0999927	0.136936	0.00504894	0.0504664	0.223951	0.0824906	0.146093	0.00784644	0.345323	0.0579747	0.155428	0.0692309	0.197064	0.021041
1640	-53.71829	-77.34787	23.62957	0.300042	0.365685	0.107206	0.121732	0.0182724	0.0629175	0.0241447	0.300042	0	0	0	0	0	0	0.365685	0	0	0	0	0	0.107206	0	0	0	0	0.121732	0	0	0	0.0182724	0	0	0.0629175	0	0.0241447	0.186971	0.0545306	0.132659	0.140414	0.0168431	0.131057	0.150062	0.187464	0.127361	0.0068404	0.088329	0.164559	0.378307	0.116758	0.100166	0.0176783
1650	-48.46797	-72.09755	23.62957	0.360525	0.197769	0.116032	0.235358	0.0219558	0.0527763	0.0155837	0.360525	0	0	0	0	0	0	0.197769	0	0	0	0	0	0.116032	0	0	0	0	0.235358	0	0	0	0.0219558	0	0	0.0527763	0	0.0155837	0.0997984	0.0178416	0.130975	0.124086	0.0252335	0.0970008	0.0819144	0.42315	0.115733	0.0038085	0.0499807	0.284165	0.148098	0.124885	0.24887	0.0244598
1660	-49.57386	-73.20343	23.62957	0.295934	0.221716	0.344346	0.0497046	0.0207048	0.0497692	0.0178259	0.295934	0	0	0	0	0	0	0.221716	0	0	0	0	0	0.344346	0	0	0	0	0.0497046	0	0	0	0.0207048	0	0	0.0497692	0	0.0178259	0.0920846	0.0202554	0.0675291	0.052089	0.0248891	0.37118	0.0121594	0.359814	0.0863727	0.0193329	0.0581855	0.265186	0.126763	0.333645	0.0984038	0.0121106
1670	-46.82127	-70.45084	23.62957	0.289632	0.199822	0.198553	0.0527642	0.0944397	0.118868	0.0459209	0.289632	0	0	0	0	0	0	0.199822	0	0	0	0	0	0.198553	0	0	0	0	0.0527642	0	0	0	0.0944397	0	0	0.118868	0	0.0459209	0.0956782	0.0150855	0.0374729	0.0411627	0.0196683	0.274548	0.0115418	0.504842	0.0621083	0.180872	0.167857	0.376821	0.0711483	0.0622558	0.00303885	0.0758996
1680	-49.76058	-73.39015	23.62957	0.123209	0.226824	0.20214	0.296272	0.0014604	0.10542	0.0446751	0.123209	0	0	0	0	0	0	0.226824	0	0	0	0	0	0.20214	0	0	0	0	0.296272	0	0	0	0.0014604	0	0	0.10542	0	0.0446751	0.0861936	0.0127001	0.0463656	0.0246019	0.0324816	0.268834	0.00969436	0.519129	0.0644031	0.357011	0.09274	0.294958	0.0722243	0.0635808	0.00360825	0.0514749
1690	-51.11334	-74.74291	23.62957	0.087416	0.243583	0.0947433	0.48185	0.00111818	0.0303891	0.0609	0.087416	0	0	0	0	0	0	0.243583	0	0	0	0	0	0.0947433	0	0	0	0	0.48185	0	0	0	0.00111818	0	0	0.0303891	0	0.0609	0.0988714	0.0131506	0.0559878	0.0301511	0.0336339	0.152308	0.0101535	0.605744	0.0238939	0.19239	0.0542461	0.551468	0.120441	0.00571997	0.0141511	0.037689
1700	-52.49833	-76.1279	23.62957	0.144429	0.504143	0.163312	0.150077	0.00201406	0.0221012	0.0139228	0.144429	0	0	0	0	0	0	0.504143	0	0	0	0	0	0.163312	0	0	0	0	0.150077	0	0	0	0.00201406	0	0	0.0221012	0	0.0139228	0.208214	0.0194404	0.0903714	0.0789495	0.0719509	0.218982	0.197845	0.114247	0.0462622	0.220024	0.130448	0.396226	0.0324563	0.0116489	0.144659	0.0182762
1710	-49.70715	-73.33672	23.62957	0.206903	0.257082	0.267309	0.106761	0.0225727	0.0950681	0.0443038	0.206903	0	0	0	0	0	0	0.257082	0	0	0	0	0	0.267309	0	0	0	0	0.106761	0	0	0	0.0225727	0	0	0.0950681	0	0.0443038	0.172985	0.0219509	0.078636	0.0654219	0.0626076	0.190546	0.0729005	0.334952	0.324913	0.0912992	0.191973	0.025674	0.0477642	0.0642169	0.203651	0.0505087
1720	-48.33944	-71.96901	23.62957	0.226903	0.285652	0.232244	0.0873232	0.102116	0.0364016	0.0293604	0.226903	0	0	0	0	0	0	0.285652	0	0	0	0	0	0.232244	0	0	0	0	0.0873232	0	0	0	0.102116	0	0	0.0364016	0	0.0293604	0.242096	0.023196	0.0667489	0.0687771	0.0362005	0.171835	0.036921	0.354226	0.244054	0.0917424	0.187608	0.0013308	0.105067	0.0382562	0.231907	0.100035
1730	-51.46591	-75.09549	23.62957	0.418382	0.171822	0.057705	0.117285	0.109329	0.0825047	0.0429732	0.418382	0	0	0	0	0	0	0.171822	0	0	0	0	0	0.057705	0	0	0	0	0.117285	0	0	0	0.109329	0	0	0.0825047	0	0.0429732	0.199005	0.0291209	0.0803767	0.0816521	0.0447391	0.215726	0.01064	0.33874	0.317763	0.0979281	0.0385654	0.0264196	0.0544516	0.0785455	0.172279	0.214048
1740	-47.38968	-71.01926	23.62957	0.15218	0.395976	0.11783	0.102683	0.103154	0.0576137	0.0705628	0.15218	0	0	0	0	0	0	0.395976	0	0	0	0	0	0.11783	0	0	0	0	0.102683	0	0	0	0.103154	0	0	0.0576137	0	0.0705628	0.312417	0.0326607	0.0857309	0.116201	0.021091	0.0782531	0.0171519	0.336494	0.175005	0.0406571	0.0350009	0.025578	0.258889	0.136017	0.212847	0.116006
1750	-48.68863	-72.31821	23.62957	0.0960876	0.441352	0.0430765	0.066969	0.141069	0.156519	0.0549275	0.0960876	0	0	0	0	0	0	0.441352	0	0	0	0	0	0.0430765	0	0	0	0	0.066969	0	0	0	0.141069	0	0	0.156519	0	0.0549275	0.33071	0.0296557	0.0937239	0.182504	0.0155967	0.185657	0.0124449	0.149708	0.0815904	0.085076	0.0917708	0.365324	0.127758	0.174456	0.0471432	0.0268811
1760	-47.90709	-71.53667	23.62957	0.123169	0.360849	0.0314058	0.400746	0.0165871	0.0126756	0.0545676	0.123169	0	0	0	0	0	0	0.360849	0	0	0	0	0	0.0314058	0	0	0	0	0.400746	0	0	0	0.0165871	0	0	0.0126756	0	0.0545676	0.213808	0.0132277	0.0638423	0.14678	0.00470687	0.286592	0.0192108	0.251832	0.267322	0.0582289	0.183765	0.298239	0.053666	0.00612794	0.121432	0.0112195
1770	-48.2646	-71.89418	23.62957	0.199402	0.12777	0.044682	0.256972	0.146543	0.0920914	0.13254	0.199402	0	0	0	0	0	0	0.12777	0	0	0	0	0	0.044682	0	0	0	0	0.256972	0	0	0	0.146543	0	0	0.0920914	0	0.13254	0.0908616	0.0172494	0.0510105	0.117279	0.0085447	0.242715	0.0137246	0.458616	0.0518357	0.412924	0.00888467	0.183168	0.013717	0.00384535	0.25528	0.0703457
1780	-49.7279	-73.35748	23.62957	0.14422	0.236481	0.061643	0.120217	0.112571	0.127049	0.19782	0.14422	0	0	0	0	0	0	0.236481	0	0	0	0	0	0.061643	0	0	0	0	0.120217	0	0	0	0.112571	0	0	0.127049	0	0.19782	0.157453	0.0136639	0.0860409	0.154445	0.0112526	0.417046	0.0180739	0.142025	0.199126	0.0527049	0.102566	0.292279	0.237629	0.00815997	0.0287097	0.0788259
1790	-47.74469	-71.37427	23.62957	0.293478	0.199217	0.12745	0.0871457	0.0397118	0.0311939	0.221804	0.293478	0	0	0	0	0	0	0.199217	0	0	0	0	0	0.12745	0	0	0	0	0.0871457	0	0	0	0.0397118	0	0	0.0311939	0	0.221804	0.160676	0.0139436	0.0878021	0.0709717	0.0114829	0.452324	0.0184439	0.184356	0.130217	0.418957	0.0915379	0.102837	0.0780171	0.00742037	0.060432	0.110582
1800	-50.21202	-73.84159	23.62957	0.222787	0.283446	0.214249	0.170771	0.0195783	0.0255237	0.0636439	0.222787	0	0	0	0	0	0	0.283446	0	0	0	0	0	0.214249	0	0	0	0	0.170771	0	0	0	0.0195783	0	0	0.0255237	0	0.0636439	0.190875	0.0128077	0.114466	0.0843109	0.0136411	0.541966	0.00813427	0.033799	0.190141	0.404638	0.0804448	0.0574834	0.165374	0.00340855	0.0798273	0.0186825
1810	-57.27572	-80.9053	23.62957	0.0488529	0.126657	0.0978793	0.266446	0.0634303	0.269312	0.127423	0.0488529	0	0	0	0	0	0	0.126657	0	0	0	0	0	0.0978793	0	0	0	0	0.266446	0	0	0	0.0634303	0	0	0.269312	0	0.127423	0.196492	0.0131846	0.117834	0.0697469	0.0242732	0.351845	0.0087161	0.217908	0.32239	0.175373	0.0191215	0.204132	0.0348244	0.00518418	0.0769984	0.161976
1820	-54.19972	-77.8293	23.62957	0.0238698	0.325311	0.117096	0.397081	0.0305575	0.0151637	0.0909211	0.0238698	0	0	0	0	0	0	0.325311	0	0	0	0	0	0.117096	0	0	0	0	0.397081	0	0	0	0.0305575	0	0	0.0151637	0	0.0909211	0.21029	0.0796408	0.108088	0.0657298	0.0240918	0.258089	0.011119	0.242952	0.0855425	0.24858	0.0345537	0.105742	0.192401	0.00569467	0.0466663	0.28082
1830	-51.45726	-75.08684	23.62957	0.26502	0.154226	0.140422	0.307713	0.0537563	0.0251331	0.0537303	0.26502	0	0	0	0	0	0	0.154226	0	0	0	0	0	0.140422	0	0	0	0	0.307713	0	0	0	0.0537563	0	0	0.0251331	0	0.0537303	0.278773	0.0396099	0.0898009	0.0871356	0.0191517	0.342139	0.106185	0.0372049	0.0643361	0.258349	0.026659	0.0710132	0.147749	0.287543	0.0363157	0.108036
1840	-47.98047	-71.61005	23.62957	0.108337	0.228616	0.298493	0.164938	0.0825866	0.0644381	0.0525908	0.108337	0	0	0	0	0	0	0.228616	0	0	0	0	0	0.298493	0	0	0	0	0.164938	0	0	0	0.0825866	0	0	0.0644381	0	0.0525908	0.123868	0.0269095	0.059634	0.0320074	0.0110375	0.0551165	0.0331956	0.658231	0.0698963	0.399237	0.0286173	0.133534	0.0316405	0.120687	0.05612	0.160268
1850	-49.82638	-73.45595	23.62957	0.163418	0.155134	0.202551	0.338461	0.074226	0.0429253	0.0232844	0.163418	0	0	0	0	0	0	0.155134	0	0	0	0	0	0.202551	0	0	0	0	0.338461	0	0	0	0.074226	0	0	0.0429253	0	0.0232844	0.154836	0.0336371	0.0718993	0.0400096	0.0308612	0.0611071	0.0120075	0.595642	0.0914691	0.117464	0.0752734	0.104348	0.00145315	0.128395	0.164583	0.317015
1860	-47.72313	-71.35271	23.62957	0.381456	0.122781	0.108487	0.267875	0.0268	0.0706349	0.0219659	0.381456	0	0	0	0	0	0	0.122781	0	0	0	0	0	0.108487	0	0	0	0	0.267875	0	0	0	0.0268	0	0	0.0706349	0	0.0219659	0.153955	0.0266829	0.0620284	0.0620117	0.0189027	0.185386	0.0185357	0.472498	0.19605	0.21235	0.167601	0.122917	0.00698583	0.158563	0.104706	0.0308273
1870	-46.42462	-70.0542	23.62957	0.132418	0.114906	0.361478	0.304255	0.0199063	0.0468706	0.0201664	0.132418	0	0	0	0	0	0	0.114906	0	0	0	0	0	0.361478	0	0	0	0	0.304255	0	0	0	0.0199063	0	0	0.0468706	0	0.0201664	0.101239	0.0237516	0.0437432	0.0437314	0.0133304	0.0999006	0.0265384	0.647766	0.102829	0.0714579	0.126151	0.408371	0.0225575	0.249894	0.0137347	0.00500523
1880	-51.28982	-74.91939	23.62957	0.226506	0.110426	0.469631	0.0335338	0.0345817	0.110914	0.0144072	0.226506	0	0	0	0	0	0	0.110426	0	0	0	0	0	0.469631	0	0	0	0	0.0335338	0	0	0	0.0345817	0	0	0.110914	0	0.0144072	0.0718154	0.0207694	0.103232	0.070668	0.0444188	0.15488	0.0428849	0.491332	0.0729071	0.25877	0.0691641	0.123953	0.0260175	0.31497	0.131063	0.00315487
1890	-49.91106	-73.54064	23.62957	0.455385	0.084184	0.296344	0.034141	0.0344072	0.0845554	0.0109834	0.455385	0	0	0	0	0	0	0.084184	0	0	0	0	0	0.296344	0	0	0	0	0.034141	0	0	0	0.0344072	0	0	0.0845554	0	0.0109834	0.047547	0.00510311	0.0324751	0.0340423	0.0594298	0.06769	0.0227792	0.730933	0.131169	0.12591	0.175747	0.309728	0.0456811	0.0987667	0.10094	0.0120587
1900	-55.84831	-79.47789	23.62957	0.127919	0.0964402	0.372204	0.126838	0.11154	0.11395	0.0511093	0.127919	0	0	0	0	0	0	0.0964402	0	0	0	0	0	0.372204	0	0	0	0	0.126838	0	0	0	0.11154	0	0	0.11395	0	0.0511093	0.0488699	0.0166076	0.0770239	0.126872	0.0563164	0.0172544	0.0752637	0.581792	0.0535401	0.0934873	0.130491	0.283306	0.0485796	0.0304091	0.328111	0.0320755
1910	-56.2667	-79.89627	23.62957	0.147902	0.176117	0.221513	0.113292	0.101057	0.195811	0.0443078	0.147902	0	0	0	0	0	0	0.176117	0	0	0	0	0	0.221513	0	0	0	0	0.113292	0	0	0	0.101057	0	0	0.195811	0	0.0443078	0.0776523	0.0475464	0.122388	0.201594	0.201496	0.0404709	0.0816408	0.227212	0.226218	0.0563164	0.0787397	0.351135	0.0310616	0.0183183	0.18192	0.0562904
1920	-51.75324	-75.38281	23.62957	0.140064	0.195392	0.336677	0.0365874	0.0507126	0.152312	0.0882548	0.140064	0	0	0	0	0	0	0.195392	0	0	0	0	0	0.336677	0	0	0	0	0.0365874	0	0	0	0.0507126	0	0	0.152312	0	0.0882548	0.227839	0.0344904	0.0887808	0.146237	0.0650779	0.159039	0.0481983	0.230336	0.112169	0.0390562	0.143835	0.30393	0.0410333	0.0142295	0.0267573	0.318989
1930	-47.12552	-70.75509	23.62957	0.256261	0.204708	0.0525214	0.153678	0.0565011	0.21873	0.0576009	0.256261	0	0	0	0	0	0	0.204708	0	0	0	0	0	0.0525214	0	0	0	0	0.153678	0	0	0	0.0565011	0	0	0.21873	0	0.0576009	0.139394	0.0211015	0.0681067	0.167999	0.0398151	0.0391478	0.0222342	0.502202	0.0581835	0.278215	0.200915	0.284042	0.0248706	0.0972828	0.0162178	0.0402734
1940	-49.81827	-73.44784	23.62957	0.0410675	0.165308	0.0396824	0.0774031	0.498268	0.16708	0.0111906	0.0410675	0	0	0	0	0	0	0.165308	0	0	0	0	0	0.0396824	0	0	0	0	0.0774031	0	0	0	0.498268	0	0	0.16708	0	0.0111906	0.386888	0.0311573	0.059197	0.246647	0.00746527	0.0173257	0.0193256	0.231994	0.161939	0.0872839	0.0127128	0.448256	0.0783466	0.123278	0.0111478	0.0770358
1950	-50.96889	-74.59847	23.62957	0.0495943	0.139234	0.0605904	0.414754	0.104397	0.191761	0.03967	0.0495943	0	0	0	0	0	0	0.139234	0	0	0	0	0	0.0605904	0	0	0	0	0.414754	0	0	0	0.104397	0	0	0.191761	0	0.03967	0.304021	0.0868371	0.0700014	0.0587133	0.00741617	0.0299045	0.0491554	0.393951	0.0204647	0.0240371	0.0965435	0.349719	0.136831	0.0612722	0.0233042	0.287829
1960	-50.22747	-73.85704	23.62957	0.0572488	0.0862521	0.405486	0.1975	0.10289	0.129593	0.0210306	0.0572488	0	0	0	0	0	0	0.0862521	0	0	0	0	0	0.405486	0	0	0	0	0.1975	0	0	0	0.10289	0	0	0.129593	0	0.0210306	0.17094	0.0488253	0.0393592	0.0410174	0.00911721	0.0171116	0.0638983	0.609731	0.0365884	0.077385	0.0997996	0.118228	0.170834	0.304198	0.0114245	0.181542
1970	-48.75505	-72.38463	23.62957	0.0447339	0.0643533	0.188134	0.121247	0.178606	0.389263	0.0136627	0.0447339	0	0	0	0	0	0	0.0643533	0	0	0	0	0	0.188134	0	0	0	0	0.121247	0	0	0	0.178606	0	0	0.389263	0	0.0136627	0.450367	0.0514629	0.0522148	0.0679993	0.0110021	0.0215751	0.0258293	0.319549	0.0499993	0.0393454	0.0628231	0.186365	0.559225	0.00525239	0.0442561	0.0527342
1980	-51.05805	-74.68762	23.62957	0.105623	0.138446	0.0543446	0.153109	0.186718	0.289995	0.0717642	0.105623	0	0	0	0	0	0	0.138446	0	0	0	0	0	0.0543446	0	0	0	0	0.153109	0	0	0	0.186718	0	0	0.289995	0	0.0717642	0.292063	0.0693234	0.0577883	0.104109	0.0174435	0.0408472	0.0435989	0.374826	0.00670815	0.046731	0.101213	0.3423	0.389484	0.0158343	0.0295051	0.0682249
1990	-51.27996	-74.90954	23.62957	0.0865336	0.178749	0.0421971	0.228895	0.138543	0.239085	0.0859978	0.0865336	0	0	0	0	0	0	0.178749	0	0	0	0	0	0.0421971	0	0	0	0	0.228895	0	0	0	0.138543	0	0	0.239085	0	0.0859978	0.201972	0.0821139	0.0684505	0.123318	0.0206619	0.0350912	0.00311269	0.465279	0.0105585	0.0939661	0.167907	0.0828499	0.190676	0.167291	0.268546	0.0182054
2000	-51.17386	-74.80343	23.62957	0.0953533	0.314959	0.0810175	0.0822343	0.189494	0.152306	0.0846352	0.0953533	0	0	0	0	0	0	0.314959	0	0	0	0	0	0.0810175	0	0	0	0	0.0822343	0	0	0	0.189494	0	0	0.152306	0	0.0846352	0.126113	0.0574321	0.133728	0.171531	0.0168393	0.131461	0.0374697	0.325425	0.154096	0.079436	0.0647942	0.108637	0.250024	0.180776	0.0920576	0.0701783
2010	-49.027	-72.65658	23.62957	0.0922044	0.447299	0.0471862	0.064888	0.0216184	0.147277	0.179527	0.0922044	0	0	0	0	0	0	0.447299	0	0	0	0	0	0.0471862	0	0	0	0	0.064888	0	0	0	0.0216184	0	0	0.147277	0	0.179527	0.322111	0.0329814	0.104322	0.0985049	0.0414244	0.245629	0.0132639	0.141763	0.222177	0.131823	0.185828	0.151548	0.0837362	0.0148629	0.115529	0.0944959
2020	-49.54148	-73.17105	23.62957	0.0845509	0.299874	0.0866878	0.0549414	0.019824	0.124459	0.329662	0.0845509	0	0	0	0	0	0	0.299874	0	0	0	0	0	0.0866878	0	0	0	0	0.0549414	0	0	0	0.019824	0	0	0.124459	0	0.329662	0.291408	0.0508496	0.115642	0.12645	0.0336773	0.169281	0.0138615	0.198831	0.00835341	0.0730912	0.284941	0.234892	0.0637922	0.0113229	0.251617	0.0719892
2030	-48.92997	-72.55955	23.62957	0.0288069	0.196593	0.0870321	0.0940349	0.014235	0.303107	0.276191	0.0288069	0	0	0	0	0	0	0.196593	0	0	0	0	0	0.0870321	0	0	0	0	0.0940349	0	0	0	0.014235	0	0	0.303107	0	0.276191	0.131991	0.0208003	0.0438973	0.0932179	0.0210747	0.0689532	0.00431319	0.615752	0.0195665	0.22737	0.0885158	0.290318	0.0940614	0.0756723	0.0983486	0.106148
2040	-50.43019	-74.05976	23.62957	0.112947	0.173319	0.099075	0.0254385	0.0241924	0.111057	0.453971	0.112947	0	0	0	0	0	0	0.173319	0	0	0	0	0	0.099075	0	0	0	0	0.0254385	0	0	0	0.0241924	0	0	0.111057	0	0.453971	0.341239	0.0455274	0.127601	0.105646	0.0769133	0.150924	0.00522189	0.146927	0.0280573	0.213852	0.147228	0.142617	0.0717258	0.117639	0.0788916	0.199989
2050	-52.35813	-75.9877	23.62957	0.0372207	0.0896909	0.0399023	0.101735	0.232315	0.332817	0.166319	0.0372207	0	0	0	0	0	0	0.0896909	0	0	0	0	0	0.0399023	0	0	0	0	0.101735	0	0	0	0.232315	0	0	0.332817	0	0.166319	0.449409	0.0642032	0.0868454	0.133234	0.0523471	0.102719	0.00355401	0.107689	0.0501722	0.147282	0.0484556	0.0737323	0.0370818	0.38049	0.177281	0.0855055
2060	-49.70434	-73.33392	23.62957	0.169624	0.242663	0.0776638	0.0766144	0.116696	0.0782159	0.238522	0.169624	0	0	0	0	0	0	0.242663	0	0	0	0	0	0.0776638	0	0	0	0	0.0766144	0	0	0	0.116696	0	0	0.0782159	0	0.238522	0.236963	0.0544912	0.083845	0.14121	0.0332803	0.175724	0.0134422	0.261044	0.0399042	0.130999	0.184826	0.0556152	0.0112743	0.144505	0.0969617	0.335914
2070	-50.66315	-74.29273	23.62957	0.101463	0.148326	0.240711	0.155356	0.112373	0.0889288	0.152841	0.101463	0	0	0	0	0	0	0.148326	0	0	0	0	0	0.240711	0	0	0	0	0.155356	0	0	0	0.112373	0	0	0.0889288	0	0.152841	0.216082	0.0598232	0.0920493	0.0888065	0.0496583	0.150411	0.0218506	0.321319	0.0773494	0.0547874	0.181086	0.131486	0.0110461	0.0606274	0.394909	0.0887086
2080	-48.1335	-71.76308	23.62957	0.206756	0.228751	0.213812	0.0905454	0.0365811	0.0675129	0.156042	0.206756	0	0	0	0	0	0	0.228751	0	0	0	0	0	0.213812	0	0	0	0	0.0905454	0	0	0	0.0365811	0	0	0.0675129	0	0.156042	0.137197	0.0199037	0.0626611	0.0566838	0.0479763	0.248108	0.00712331	0.420347	0.0739706	0.450521	0.0590786	0.167153	0.0800009	0.0152862	0.0691555	0.0848335
2090	-47.98979	-71.61936	23.62957	0.272016	0.262075	0.138515	0.0631238	0.115707	0.0850559	0.0635079	0.272016	0	0	0	0	0	0	0.262075	0	0	0	0	0	0.138515	0	0	0	0	0.0631238	0	0	0	0.115707	0	0	0.0850559	0	0.0635079	0.121388	0.0227329	0.0554407	0.198659	0.042448	0.0394367	0.0306113	0.489284	0.0037543	0.454659	0.150336	0.208238	0.0250666	0.0891469	0.0423312	0.0264676
2100	-51.50875	-75.13832	23.62957	0.0600392	0.342479	0.114631	0.121853	0.246005	0.0887338	0.0262589	0.0600392	0	0	0	0	0	0	0.342479	0	0	0	0	0	0.114631	0	0	0	0	0.121853	0	0	0	0.246005	0	0	0.0887338	0	0.0262589	0.295604	0.0970172	0.123375	0.165316	0.0141332	0.0877604	0.0496444	0.167149	0.0490974	0.347275	0.10533	0.234027	0.00444834	0.141272	0.072943	0.0456076
2110	-51.01882	-74.64839	23.62957	0.136243	0.218606	0.113885	0.0820408	0.104298	0.244167	0.10076	0.136243	0	0	0	0	0	0	0.218606	0	0	0	0	0	0.113885	0	0	0	0	0.0820408	0	0	0	0.104298	0	0	0.244167	0	0.10076	0.416451	0.0271045	0.128456	0.153652	0.0281291	0.0389513	0.0549197	0.152336	0.000997408	0.353002	0.0373173	0.112445	0.0295063	0.305688	0.130704	0.0303403
2120	-47.74944	-71.37901	23.62957	0.120281	0.258643	0.278255	0.152472	0.0948977	0.0788406	0.0166111	0.120281	0	0	0	0	0	0	0.258643	0	0	0	0	0	0.278255	0	0	0	0	0.152472	0	0	0	0.0948977	0	0	0.0788406	0	0.0166111	0.164858	0.0327423	0.0739635	0.117158	0.0134171	0.080282	0.0977176	0.419862	0.00130302	0.370547	0.102908	0.0754237	0.0781952	0.233354	0.0781862	0.0600831
2130	-48.87287	-72.50244	23.62957	0.127821	0.112527	0.0959265	0.21533	0.303919	0.103314	0.0411627	0.127821	0	0	0	0	0	0	0.112527	0	0	0	0	0	0.0959265	0	0	0	0	0.21533	0	0	0	0.303919	0	0	0.103314	0	0.0411627	0.155535	0.0353435	0.113473	0.146841	0.0126583	0.0777558	0.0921914	0.366202	0.0714928	0.160324	0.168947	0.0195785	0.15844	0.163876	0.0818378	0.175504
2140	-49.86179	-73.49136	23.62957	0.202252	0.119377	0.165662	0.228439	0.183823	0.0553376	0.0451101	0.202252	0	0	0	0	0	0	0.119377	0	0	0	0	0	0.165662	0	0	0	0	0.228439	0	0	0	0.183823	0	0	0.0553376	0	0.0451101	0.125738	0.0378019	0.105062	0.130846	0.0346931	0.0335787	0.0955949	0.436686	0.126968	0.0765801	0.055709	0.00718101	0.0499132	0.325117	0.0025987	0.355932
2150	-49.82024	-73.44981	23.62957	0.104368	0.238833	0.133819	0.214104	0.242547	0.0278132	0.0385152	0.104368	0	0	0	0	0	0	0.238833	0	0	0	0	0	0.133819	0	0	0	0	0.214104	0	0	0	0.242547	0	0	0.0278132	0	0.0385152	0.0773205	0.0372408	0.1447	0.11493	0.035695	0.0986764	0.059328	0.432109	0.0850294	0.42027	0.0896247	0.168035	0.0767986	0.0342872	0.031977	0.0939788
2160	-48.95427	-72.58385	23.62957	0.0767565	0.166192	0.0754144	0.199922	0.450181	0.0185533	0.0129805	0.0767565	0	0	0	0	0	0	0.166192	0	0	0	0	0	0.0754144	0	0	0	0	0.199922	0	0	0	0.450181	0	0	0.0185533	0	0.0129805	0.0968921	0.0241892	0.115896	0.15853	0.0142312	0.0257422	0.278345	0.286175	0.0542616	0.109504	0.0698789	0.16198	0.0998541	0.0516084	0.0272686	0.425645
2170	-49.69136	-73.32094	23.62957	0.267523	0.228636	0.138841	0.145843	0.143942	0.0627728	0.0124421	0.267523	0	0	0	0	0	0	0.228636	0	0	0	0	0	0.138841	0	0	0	0	0.145843	0	0	0	0.143942	0	0	0.0627728	0	0.0124421	0.15019	0.0221888	0.164132	0.14542	0.0495826	0.0378417	0.311766	0.118879	0.107134	0.164835	0.159164	0.114814	0.197153	0.117347	0.102624	0.0369291
