Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
4620	-66.58799	-71.61252	5.024532	0.18386	0.152018	0.164904	0.0868486	0.0619102	0.190053	0.525048	0.150594	0.324358
4630	-66.3064	-70.0673	3.760893	0.0898222	0.141089	0.369207	0.063565	0.0475348	0.222864	0.606546	0.173438	0.220016
4640	-66.21959	-74.32452	8.104936	0.0737259	0.0309095	0.11118	0.0638924	0.217197	0.112351	0.0398411	0.148297	0.811861
4650	-66.84907	-70.22672	3.377652	0.309743	0.15113	0.12212	0.12455	0.121404	0.133792	0.173665	0.210686	0.61565
4660	-64.06671	-70.68292	6.616212	0.174565	0.0363036	0.110057	0.150009	0.115561	0.13408	0.544682	0.280035	0.175284
4670	-67.52543	-74.70224	7.176809	0.21511	0.161552	0.173921	0.0290445	0.0744796	0.02455	0.859639	0.0114997	0.128861
4680	-64.20804	-70.20834	6.000303	0.278245	0.092835	0.0730169	0.14217	0.133174	0.0471892	0.150729	0.114364	0.734907
4690	-63.24887	-72.77743	9.528561	0.150444	0.0326537	0.137476	0.0246801	0.0338678	0.123682	0.540357	0.039892	0.419751
4700	-64.45016	-72.46833	8.018173	0.125964	0.0333501	0.145276	0.0314676	0.0970631	0.182623	0.600544	0.063941	0.335515
4710	-63.54833	-69.17992	5.631583	0.219187	0.0169877	0.134892	0.192448	0.123553	0.107133	0.251914	0.0409952	0.707091
4720	-64.22406	-69.74003	5.51597	0.162902	0.020683	0.183003	0.263623	0.0530694	0.119566	0.0396778	0.0347647	0.925558
4730	-67.67643	-71.13117	3.454743	0.220804	0.243151	0.194008	0.0861229	0.0565973	0.156292	0.301733	0.581304	0.116963
4740	-62.29952	-72.70244	10.40292	0.0628299	0.0473204	0.178191	0.0044116	0.0286846	0.115986	0.0374575	0.485363	0.47718
4750	-66.79398	-70.58003	3.786052	0.345184	0.0208889	0.196456	0.239154	0.0491046	0.0814146	0.25131	0.257928	0.490763
4760	-65.54821	-74.84898	9.300774	0.00772045	0.0276087	0.140967	0.167391	0.085662	0.0904865	0.651918	0.131476	0.216606
4770	-63.53653	-71.92337	8.386836	0.120383	0.0361662	0.0667096	0.1447	0.149031	0.0711873	0.117573	0.50678	0.375647
4780	-66.74842	-73.56563	6.817216	0.00920489	0.0266419	0.189339	0.199042	0.0760609	0.205256	0.697081	0.0919985	0.21092
4790	-66.39009	-71.29734	4.907254	0.0288826	0.32254	0.271077	0.0739866	0.0236353	0.128241	0.490563	0.279243	0.230195
4800	-65.34672	-70.98688	5.64016	0.0391384	0.232381	0.195701	0.0687473	0.076348	0.181244	0.200428	0.264188	0.535384
4810	-64.03359	-73.09416	9.060572	0.094467	0.0323494	0.0569873	0.147089	0.064308	0.142596	0.451383	0.203886	0.344731
4820	-67.4546	-73.72895	6.274343	0.268617	0.0390014	0.00491747	0.356055	0.0465504	0.0309975	0.141876	0.517933	0.340191
4830	-66.53284	-70.91746	4.384626	0.125576	0.12831	0.336859	0.132699	0.0862644	0.0777348	0.357816	0.54457	0.0976142
4840	-62.73312	-70.16542	7.432296	0.134922	0.0969687	0.157532	0.0563333	0.085894	0.127902	0.0425295	0.158711	0.798759
4850	-62.87934	-70.7467	7.867361	0.162561	0.0447773	0.0203398	0.185469	0.123845	0.0900282	0.184002	0.788133	0.0278648
4860	-68.78828	-70.56647	1.778185	0.127208	0.396501	0.142743	0.13296	0.167397	0.115531	0.400554	0.276105	0.32334
4870	-63.88638	-71.19391	7.307533	0.139951	0.0525187	0.171606	0.0329844	0.0942982	0.177523	0.0869879	0.277857	0.635155
4880	-64.72745	-71.99102	7.263565	0.176541	0.104188	0.138019	0.0677869	0.0717297	0.113905	0.453059	0.511816	0.0351256
4890	-65.4657	-72.34541	6.879718	0.235973	0.030881	0.0581772	0.053628	0.234351	0.0878621	0.109295	0.210567	0.680138
4900	-64.17	-71.43802	7.268014	0.0589876	0.0279701	0.298493	0.0759037	0.0568733	0.153609	0.512084	0.398636	0.08928
4910	-70.24552	-70.45471	0.209194	0.209134	0.361064	0.319664	0.0926781	0.176324	0.0407985	0.124762	0.068715	0.806523
4920	-63.00989	-72.60518	9.595289	0.148805	0.0185943	0.0524225	0.10848	0.117692	0.0518198	0.564998	0.293971	0.14103
4930	-62.44555	-72.13777	9.692222	0.176665	0.081473	0.0551552	0.0192001	0.124949	0.0331234	0.0694249	0.0178396	0.912736
4940	-68.34393	-72.43248	4.088546	0.337635	0.0850848	0.0320163	0.303216	0.0401175	0.111512	0.835053	0.12545	0.0394962
4950	-62.53604	-70.85573	8.319691	0.124549	0.0301755	0.141709	0.0790292	0.101294	0.11644	0.00516162	0.69587	0.298968
4960	-63.86582	-72.36779	8.50197	0.261041	0.0247369	0.146822	0.0357581	0.059026	0.0521831	0.590525	0.0990994	0.310376
4970	-62.97213	-69.28495	6.312821	0.146764	0.0647431	0.25791	0.0993774	0.064446	0.110021	0.137333	0.0637693	0.798898
4980	-64.59348	-73.77459	9.181105	0.309797	0.0653547	0.0479323	0.00901759	0.0496376	0.0470457	0.373538	0.0296835	0.596779
4990	-61.92542	-71.4048	9.479377	0.114874	0.0652275	0.124292	0.0113731	0.120419	0.0702957	0.111817	0.170395	0.717788
5000	-62.3815	-72.02092	9.639416	0.0516993	0.028066	0.141695	0.0313796	0.085033	0.156641	0.175585	0.234837	0.589579
5010	-64.16612	-70.46735	6.30123	0.294423	0.0607398	0.0438352	0.170391	0.0887855	0.0859531	0.192725	0.658343	0.148932
5020	-63.3479	-72.13735	8.78945	0.219851	0.0189763	0.0348291	0.0393072	0.123585	0.121523	0.367239	0.479915	0.152846
5030	-61.88701	-69.14136	7.254357	0.310837	0.00798682	0.00132455	0.158235	0.115063	0.0794114	0.10132	0.517736	0.380944
5040	-62.72349	-71.53575	8.81226	0.212606	0.0623926	0.0485264	0.0111765	0.110601	0.111063	0.110287	0.428177	0.461536
5050	-63.4441	-70.75114	7.307042	0.247319	0.0961256	0.0108926	0.142125	0.088433	0.0840229	0.352784	0.17343	0.473786
5060	-64.28105	-72.95795	8.676898	0.0768473	0.0240827	0.195131	0.0620207	0.134623	0.0737821	0.561834	0.303362	0.134805
5070	-64.98934	-71.19648	6.207144	0.21515	0.0906467	0.0132215	0.17449	0.212582	0.0450738	0.0485969	0.637775	0.313628
5080	-66.87323	-70.05099	3.177758	0.0701227	0.271439	0.39511	0.0669682	0.0864431	0.0876033	0.019097	0.25939	0.721513
5090	-67.7217	-73.3482	5.626498	0.291863	0.224789	0.0894122	0.0775597	0.0614704	0.0494871	0.0994138	0.491375	0.409211
5100	-62.72828	-71.98049	9.252217	0.0279156	0.019417	0.213267	0.00762581	0.115505	0.139736	0.285044	0.00111216	0.713844
5110	-66.19896	-74.14075	7.941799	0.136639	0.0852483	0.118799	0.0381493	0.0606281	0.181991	0.785936	0.20973	0.0043342
5120	-63.71451	-70.73944	7.024924	0.145915	0.0354919	0.248774	0.0180418	0.154576	0.0872151	0.00710695	0.274157	0.718736
5130	-61.5186	-69.9601	8.441496	0.134981	0.0650682	0.177235	0.0206238	0.0911272	0.0950539	0.0119672	0.16801	0.820023
5140	-63.55534	-69.71796	6.162622	0.165366	0.0240431	0.207985	0.101864	0.123906	0.131328	0.250409	0.0508261	0.698765
5150	-65.45192	-71.8925	6.440585	0.225493	0.110792	0.206227	0.0136568	0.103241	0.0742979	0.163179	0.781664	0.0551573
5160	-66.31121	-70.18613	3.874923	0.00262698	0.327106	0.285217	0.0125284	0.0888841	0.209193	0.271582	0.00835495	0.720063
5170	-63.5489	-70.15382	6.604917	0.108311	0.131201	0.191208	0.0936497	0.0826645	0.114384	0.396327	0.10873	0.494943
5180	-62.47581	-71.47247	8.996661	0.132866	0.0485598	0.0904917	0.0308792	0.123292	0.116487	0.0796594	0.266251	0.65409
5190	-65.88367	-74.61449	8.73082	0.0626634	0.0924867	0.046958	0.0869826	0.15871	0.114654	0.0175425	0.868684	0.113773
5200	-66.13904	-70.18295	4.043912	0.203473	0.0127056	0.113658	0.286166	0.0754585	0.221458	0.0264928	0.419158	0.554349
5210	-61.29034	-70.11842	8.828085	0.184821	0.00296367	0.0907704	0.119195	0.0855086	0.0719233	0.126525	0.0276785	0.845796
5220	-60.66372	-70.55114	9.887421	0.0983783	1.01934e-06	0.132484	0.0563716	0.0783548	0.11038	0.193437	0.0254824	0.78108
5230	-67.69004	-70.59498	2.904939	0.349728	0.131826	0.129119	0.152875	0.0892077	0.145331	0.388167	0.093199	0.518634
5240	-63.36245	-72.32115	8.958696	0.175732	0.0178628	0.150258	0.05947	0.0584841	0.0836085	0.342913	0.567618	0.0894688
5250	-64.89225	-72.44568	7.553435	0.272178	0.0400641	0.0952799	0.10546	0.101142	0.0363707	0.0767858	0.899325	0.0238897
5260	-61.36465	-71.53886	10.17421	0.138672	0.047102	0.0565448	0.0252939	0.113376	0.0735365	0.0969012	0.2624	0.640699
5270	-60.69634	-71.00449	10.30815	0.191965	0.0549798	0.023569	0.00923041	0.0901107	0.0746543	0.0160299	0.224913	0.759058
5280	-66.06015	-72.12442	6.064266	0.266381	0.0365761	0.212465	0.0626837	0.0293464	0.154395	0.559105	0.160435	0.280461
5290	-63.83955	-69.99442	6.154869	0.202223	0.127961	0.163677	0.0311992	0.140327	0.0896847	0.0270472	0.080957	0.891996
5300	-68.99781	-71.31535	2.317538	0.149542	0.302115	0.0181994	0.244888	0.200263	0.127003	0.268424	0.178506	0.55307
5310	-67.29945	-74.78107	7.48162	0.122918	0.268536	0.0530622	0.0320136	0.0334082	0.145926	0.112115	0.07322	0.814665
5320	-62.54952	-70.36076	7.81124	0.0232221	0.0391979	0.304617	0.0330413	0.0649756	0.166162	0.0537182	0.0750674	0.871214
5330	-64.73121	-73.19614	8.464929	0.127863	0.121979	0.0559239	0.0201498	0.185156	0.0712651	0.373719	0.330851	0.29543
5340	-64.34515	-71.1393	6.794157	0.13742	0.0286597	0.113846	0.161879	0.177752	0.087713	0.138802	0.0561168	0.805081
5350	-65.80988	-71.14086	5.330981	0.0987556	0.00567429	0.140044	0.298427	0.148774	0.125004	0.353542	0.29446	0.351998
5360	-67.14954	-69.32556	2.17602	0.110899	0.18858	0.364221	0.100922	0.116746	0.171223	0.171331	0.446945	0.381723
5370	-60.98895	-69.86724	8.87829	0.096788	0.0223185	0.257665	0.0104848	0.0604511	0.103721	0.221763	0.185487	0.592749
5380	-65.78108	-68.70299	2.921902	0.432705	0.00788584	0.0291951	0.245921	0.170667	0.110444	0.223625	0.0974089	0.678966
5390	-66.11286	-71.2219	5.109031	0.0473006	0.160693	0.165106	0.164623	0.0863827	0.209171	0.296	0.0382536	0.665746
5400	-61.42431	-70.72673	9.302427	0.174044	0.0152686	0.11515	0.00954769	0.114508	0.0911951	0.133234	0.251008	0.615759
5410	-62.64083	-70.76888	8.128048	0.0623814	0.0881424	0.209897	0.0591939	0.0533968	0.134515	0.351772	0.152983	0.495245
5420	-65.93073	-69.92808	3.997356	0.144989	0.170548	0.180165	0.130967	0.132342	0.157391	0.395074	0.0293043	0.575621
5430	-63.7864	-70.34205	6.555644	0.168322	0.00117979	0.0115657	0.323975	0.140353	0.0797095	0.494718	0.243764	0.261518
5440	-61.23041	-72.22083	10.99042	0.131158	0.0582985	0.00555206	0.0350386	0.0843602	0.0790854	0.334364	0.130178	0.535458
5450	-63.0391	-69.76188	6.722777	0.24455	0.0198058	0.269468	0.0117642	0.0535875	0.113431	0.111492	0.338968	0.54954
5460	-67.91422	-73.36144	5.447223	0.0823632	0.0274558	0.476435	0.0336784	0.11748	0.0705752	0.540599	0.353475	0.105925
5470	-64.71373	-70.82503	6.111296	0.0203633	0.0276403	0.424635	0.0536456	0.0458538	0.186193	0.0148612	0.553786	0.431353
5480	-61.02314	-71.04515	10.022	0.174248	0.04195	0.0297309	0.0673213	0.0932029	0.0594534	0.0569731	0.208084	0.734943
5490	-65.04681	-71.02619	5.979385	0.0978923	0.12599	0.123445	0.214434	0.0954213	0.111012	0.111186	0.702914	0.1859
5500	-63.90212	-71.4548	7.552677	0.0289008	0.0886593	0.241644	0.0748606	0.102062	0.114424	0.586993	0.161591	0.251416
5510	-65.02082	-72.34803	7.327208	0.195758	0.0454275	0.164216	0.00766863	0.196585	0.0577559	0.337894	0.13168	0.530426
5520	-67.41446	-74.55706	7.142593	0.127635	0.0846947	0.113523	0.0617075	0.233758	0.0598963	0.493513	0.396433	0.110054
5530	-64.0858	-73.26957	9.183775	0.109003	0.0733996	0.0137331	0.153344	0.137948	0.0411581	0.00716033	0.134329	0.858511
5540	-61.89259	-71.13026	9.237669	0.235058	0.0846503	0.00314122	0.0592936	0.0895657	0.0528459	0.2122	0.0839099	0.70389
5550	-62.55195	-72.1053	9.553347	0.149525	0.0381651	0.111928	0.0428944	0.0494848	0.108953	0.489884	0.0576209	0.452495
5560	-65.11156	-70.0034	4.891835	0.246044	0.111145	0.200344	0.0885739	0.0741753	0.129234	0.505244	0.0154505	0.479305
5570	-67.95585	-72.30518	4.349332	0.0266053	0.0885861	0.197388	0.269979	0.0585588	0.248965	0.717625	0.00790837	0.274467
5580	-69.86846	-72.03097	2.16251	0.237186	0.264282	0.0814646	0.15498	0.277581	0.0381083	0.43671	0.348605	0.214685
5590	-61.87313	-69.6678	7.794669	0.305931	0.00791091	0.0598396	0.0750964	0.111008	0.0726695	0.302058	0.0793013	0.618641
5600	-65.42257	-70.50238	5.079805	0.246654	0.0361797	0.359723	0.0115476	0.0176354	0.163721	0.174013	0.30117	0.524817
5610	-64.212	-69.14339	4.93139	0.120361	0.040746	0.353249	0.11613	0.0915968	0.124475	0.0318586	0.164339	0.803802
5620	-67.8091	-74.03241	6.223311	0.0690685	0.0286707	0.0165139	0.427899	0.0887281	0.119074	0.394965	0.0399261	0.565109
5630	-74.09849	-71.33438	-2.764111	0.0321243	0.405174	0.4004	0.34075	0.0935213	0.150022	0.229839	0.69391	0.0762512
5640	-64.39431	-72.4482	8.053885	0.296689	0.0565694	0.0410951	0.0808087	0.0487857	0.0891249	0.0780483	0.190294	0.731657
5650	-62.72814	-72.63448	9.906338	0.0199123	0.0541433	0.202991	0.0302169	0.0581597	0.109132	0.258766	0.532077	0.209156
5660	-62.20685	-69.70122	7.494367	0.0710837	0.0581031	0.32405	0.0250083	0.0435429	0.133123	0.192426	0.173905	0.633669
5670	-63.42608	-70.573	7.146918	0.256858	0.00643561	0.124638	0.0416917	0.112268	0.139	0.154183	0.152612	0.693204
5680	-65.53953	-71.23103	5.691497	0.0157104	0.169815	0.342705	0.0958797	0.0524226	0.113188	0.634224	0.099184	0.266592
5690	-63.84976	-70.49887	6.649104	0.22207	0.032422	0.0975911	0.135945	0.13627	0.0938173	0.524559	0.344573	0.130868
5700	-64.3508	-69.56305	5.212247	0.311453	0.0153391	0.21408	0.0878631	0.0700412	0.126781	0.208583	0.211073	0.580344
5710	-67.76925	-71.94235	4.173093	0.0288213	0.0012243	0.276844	0.394022	0.0244538	0.177895	0.0575543	0.367017	0.575429
5720	-62.56635	-71.19687	8.630511	0.205959	0.0465999	0.00169065	0.147021	0.103184	0.0655002	0.458926	0.524042	0.0170317
5730	-63.10852	-74.02893	10.92041	0.126652	0.0281211	0.0116786	0.0875525	0.0462705	0.0984529	0.306225	0.178017	0.515758
5740	-64.0716	-69.8844	5.812799	0.315787	0.00153847	0.00166305	0.156932	0.198627	0.106103	0.0754096	0.803391	0.121199
5750	-67.36796	-68.71236	1.3444	0.299054	0.134467	0.459285	0.00818113	0.0582938	0.155496	0.0640753	0.145739	0.790186
5760	-61.25869	-71.69266	10.43397	0.181353	0.00783584	0.0595499	0.0363568	0.0550102	0.0949955	0.197349	0.0275783	0.775073
5770	-66.46557	-72.45546	5.989891	0.094718	0.104029	0.227598	0.129947	0.156453	0.0546632	0.350515	0.335534	0.313951
5780	-67.88827	-71.48556	3.597288	0.18431	0.0659982	0.260653	0.27342	0.110576	0.0513582	0.451803	0.462996	0.0852005
5790	-61.38066	-70.93636	9.5557	0.215254	0.0267193	0.0295162	0.08472	0.0677963	0.0767683	0.00212925	0.244464	0.753406
5800	-67.82988	-78.47957	10.64969	0.0211415	0.0287544	0.183406	0.080938	0.0764663	0.028264	0.615564	0.188609	0.195828
5810	-66.22305	-70.70368	4.480628	0.37927	0.0458826	0.0190542	0.303692	0.077904	0.0544605	0.0788112	0.573788	0.347401
5820	-63.23709	-69.61134	6.374245	0.193047	0.0992053	0.228025	0.050514	0.0869109	0.0809663	0.171572	0.0230239	0.805405
5830	-66.19133	-70.60474	4.413408	0.10142	0.121744	0.13258	0.243389	0.106414	0.179743	0.185371	0.521156	0.293473
5840	-62.13354	-72.12338	9.989838	0.0526593	0.0960354	0.112007	0.0301524	0.0777105	0.0997463	0.0500576	0.192135	0.757808
5850	-66.91725	-72.85439	5.937142	0.250708	0.155197	0.182524	0.0361099	0.105064	0.0417507	0.041533	0.879752	0.0787154
5860	-66.88758	-69.05152	2.163937	0.253872	0.106445	0.454572	0.0724018	0.0499238	0.116281	0.231085	0.11419	0.654725
5870	-69.31555	-72.80019	3.484643	0.168148	0.269667	0.225149	0.0739639	0.195173	0.0226381	0.813618	0.0573404	0.129041
5880	-68.32044	-71.25644	2.935999	0.104119	0.0319846	0.424876	0.162142	0.114513	0.15813	0.590216	0.219188	0.190595
5890	-64.85469	-71.768	6.913314	0.0592939	0.036144	0.437551	0.0226697	0.00392059	0.13878	0.450969	0.294028	0.255003
5900	-67.73863	-73.51913	5.780502	0.176997	0.014327	0.269399	0.0653986	0.0248969	0.232048	0.0619294	0.923307	0.0147634
5910	-63.75015	-69.56895	5.818795	0.195473	0.0121304	0.243657	0.0657227	0.106102	0.157117	0.0223272	0.0639949	0.913678
5920	-65.43288	-69.929	4.496119	0.268064	0.010148	0.152957	0.274667	0.057746	0.115524	0.0674058	0.874914	0.0576806
5930	-63.83539	-74.04635	10.21095	0.0679805	0.0300196	0.0859609	0.050041	0.0973126	0.120463	0.343013	0.59182	0.0651668
5940	-68.39496	-76.66493	8.269961	0.306125	0.0317539	0.115021	0.0537779	0.0153656	0.074872	0.0404899	0.102974	0.856536
5950	-64.85905	-71.52027	6.661218	0.0338539	0.128573	0.256275	0.126433	0.0674703	0.104605	0.034283	0.799317	0.1664
5960	-68.30814	-70.60572	2.297581	0.254604	0.29017	0.113973	0.1549	0.119946	0.109909	0.706247	0.0962809	0.197472
5970	-60.67912	-71.55149	10.87237	0.185337	0.0368218	0.0381953	0.00862291	0.0923464	0.0409962	0.0613199	0.0045673	0.934113
5980	-63.90782	-70.98527	7.077442	0.320422	0.00887395	0.0209194	0.210045	0.0866584	0.0391676	0.440323	0.226352	0.333325
5990	-64.64186	-71.08662	6.444758	0.0897666	0.0670526	0.191833	0.11529	0.153512	0.115942	0.520525	0.0242347	0.455241
6000	-67.58098	-70.86138	3.280398	0.191732	0.024646	0.0681137	0.305807	0.223771	0.155943	0.344391	0.520019	0.13559
6010	-65.22228	-71.33809	6.115813	0.198728	0.133102	0.106128	0.137573	0.126648	0.0558137	0.213869	0.619257	0.166874
6020	-63.01113	-71.70426	8.69313	0.0764252	0.0453969	0.113475	0.13637	0.114115	0.0794902	0.140842	0.282702	0.576456
6030	-66.90339	-74.43052	7.527133	0.0291905	0.252225	0.089679	0.0951494	0.0694046	0.116812	0.169588	0.739963	0.0904492
6040	-63.19484	-71.83634	8.641503	0.27728	0.0444262	0.0328824	0.0374709	0.120305	0.0567692	0.498671	0.399365	0.101964
6050	-68.1817	-72.0386	3.856907	0.0755425	0.30987	0.127547	0.187352	0.151376	0.0752152	0.561161	0.295793	0.143046
6060	-67.33099	-73.8769	6.545912	0.131907	0.143533	0.0858413	0.0143034	0.219202	0.131045	0.268001	0.381618	0.350381
6070	-63.21537	-70.89923	7.683868	0.240005	0.0272753	0.148675	0.0911721	0.087519	0.0460947	0.0545239	0.312132	0.633345
6080	-61.95112	-70.47562	8.524496	0.165155	0.024013	0.226502	0.0209988	0.0355839	0.10563	0.0310174	0.163705	0.805277
6090	-64.76755	-69.88794	5.120387	0.0888005	0.0991141	0.295281	0.0847355	0.0787327	0.185762	0.0732973	0.466093	0.46061
6100	-69.01325	-72.28779	3.27454	0.232058	0.029272	0.226469	0.126477	0.0795876	0.276586	0.0348756	0.737601	0.227523
6110	-63.17629	-72.21707	9.040783	0.185061	0.0316556	0.0745044	0.00450116	0.179658	0.0638971	0.0528853	0.433379	0.513736
6120	-61.54415	-70.50581	8.961658	0.136578	0.0472455	0.188628	0.00526272	0.103453	0.0640276	0.169223	0.0146189	0.816158
6130	-62.0571	-70.58671	8.529614	0.289359	0.0110518	0.0243474	0.0993895	0.110742	0.0426098	0.252606	0.39253	0.354865
6140	-64.8772	-72.78556	7.908358	0.160896	0.110263	0.0561344	0.110352	0.0605057	0.125804	0.538575	0.064601	0.396824
6150	-64.00638	-71.05033	7.043947	0.139779	0.0849255	0.0754222	0.123313	0.128811	0.136341	0.235198	0.151039	0.613763
6160	-69.03701	-70.8765	1.839492	0.115552	0.0768912	0.393663	0.298923	0.0826298	0.110098	0.196326	0.590812	0.212862
6170	-64.08785	-68.52781	4.439957	0.372225	0.00199044	0.0325911	0.258141	0.117214	0.101143	0.0564902	0.537972	0.405538
6180	-67.50049	-70.60889	3.108399	0.00587267	0.208651	0.344832	0.173674	0.0424231	0.20742	0.443771	0.205023	0.351206
6190	-65.61818	-70.27517	4.656982	0.523214	0.00492236	0.00208087	0.15698	0.153868	0.0260119	0.139675	0.236809	0.623515
6200	-62.43512	-71.7243	9.289185	0.17183	0.0955419	0.0496056	0.0213026	0.101571	0.0808524	0.400524	0.187539	0.411937
6210	-68.44117	-70.84816	2.406997	0.348191	0.126501	0.142937	0.126784	0.115251	0.175655	0.0838322	0.397684	0.518484
6220	-64.2886	-70.6122	6.323604	0.040362	0.135988	0.316029	0.0102277	0.0329313	0.206917	0.428651	0.00498367	0.566366
6230	-65.0746	-72.49526	7.420654	0.0229957	0.141938	0.362113	0.0020825	0.00398966	0.127304	0.29441	0.237954	0.467635
6240	-62.40178	-71.64636	9.244583	0.18216	0.0702574	0.0268442	0.0299207	0.133474	0.081382	0.0894767	0.610374	0.30015
6250	-68.65265	-70.63522	1.982568	0.110629	0.265033	0.165761	0.170981	0.213355	0.141298	0.65128	0.0259173	0.322802
6260	-63.29432	-72.33756	9.043237	0.131419	0.113866	0.0916774	0.0490914	0.0922962	0.0607441	0.0365695	0.469707	0.493724
6270	-62.70375	-71.75053	9.046781	0.233642	0.0438366	0.0858759	0.0112758	0.105535	0.0586637	0.560167	0.228952	0.210881
6280	-63.91861	-70.91463	6.996017	0.240192	0.164195	0.0437917	0.0293032	0.140608	0.0740858	0.0887439	0.191853	0.719403
6290	-65.92077	-70.2064	4.28563	0.262785	0.0506616	0.0107409	0.395717	0.139525	0.0354154	0.152217	0.316644	0.531139
6300	-66.11735	-69.47147	3.35412	0.192683	0.0240271	0.562732	0.0080625	0.049144	0.127851	0.0235723	0.582906	0.393522
6310	-65.37489	-71.07775	5.702855	0.213882	0.00652856	0.0744113	0.170508	0.143876	0.179666	0.191604	0.785491	0.0229048
6320	-65.24731	-71.36787	6.120564	0.235724	0.111348	0.0756808	0.0942211	0.199249	0.0414148	0.121973	0.285245	0.592782
6330	-60.60762	-71.84522	11.2376	0.175423	0.0141298	0.0151522	0.0482298	0.074028	0.0480465	0.180949	0.153513	0.665538
6340	-67.43064	-69.75459	2.323949	0.351336	0.0188259	0.000806684	0.373611	0.0991625	0.197788	0.375312	0.122171	0.502517
6350	-63.20981	-71.4957	8.28589	0.311539	0.0284651	0.0231625	0.0577791	0.139836	0.0349435	0.134624	0.668233	0.197143
6360	-62.11792	-71.25123	9.13331	0.230877	0.0364901	0.00408461	0.040209	0.171169	0.0495294	0.223312	0.353438	0.423251
6370	-65.76603	-72.0266	6.260571	0.059025	0.295444	0.116813	0.0868582	0.0813462	0.107682	0.365023	0.00497191	0.630005
6380	-68.93761	-72.94449	4.006871	0.121306	0.055707	0.270061	0.119873	0.0431075	0.305635	0.287818	0.61905	0.0931315
6390	-65.66193	-71.97617	6.314238	0.135999	0.0634057	0.1413	0.0906239	0.168655	0.143172	0.459996	0.316119	0.223886
6400	-63.36682	-71.35631	7.989498	0.157833	0.0410594	0.0432284	0.09585	0.136367	0.14355	0.159415	0.154392	0.686193
6410	-67.37934	-72.3648	4.98546	0.00869639	0.100471	0.433211	0.126541	0.0107782	0.162817	0.543378	0.455329	0.00129317
6420	-63.03827	-70.31424	7.275973	0.0819365	0.104736	0.270867	0.0152681	0.0982714	0.100163	0.473953	0.210694	0.315353
6430	-67.60484	-70.86517	3.260336	0.262196	0.0899582	0.199065	0.202195	0.179817	0.0382796	0.295201	0.197539	0.50726
6440	-61.58738	-72.29865	10.71126	0.114728	0.00804394	0.105999	0.0288238	0.0484248	0.108347	0.00512761	0.512952	0.481921
6450	-65.30687	-75.65888	10.35201	0.11565	0.116007	0.000582671	0.0396899	0.0604622	0.108839	0.573026	0.401171	0.0258027
6460	-66.02816	-74.56646	8.5383	0.0623353	0.0984349	0.0950297	0.0223108	0.106621	0.192118	0.578517	0.255027	0.166456
6470	-69.48042	-74.98458	5.504153	0.0132663	0.131005	0.220736	0.266769	0.115694	0.0562592	0.269334	0.116927	0.613739
6480	-61.71835	-70.62134	8.902996	0.0655404	0.0250227	0.162213	0.0966587	0.0918291	0.108316	0.246731	0.0386462	0.714623
6490	-65.23329	-72.00363	6.770335	0.107797	0.171258	0.189198	0.081591	0.0317033	0.127503	0.133846	0.406226	0.459927
6500	-68.56578	-72.97056	4.404782	0.0247313	0.171258	0.393424	0.167814	0.000162877	0.128545	0.747636	0.123154	0.12921
6510	-72.85961	-74.43621	1.5766	0.0349495	0.188041	0.157147	0.30897	0.018236	0.39007	0.150162	0.26499	0.584848
6520	-62.87278	-71.83815	8.965371	0.120212	0.0362954	0.11603	0.0581598	0.143693	0.0705266	0.362363	0.130457	0.50718
6530	-65.50829	-70.82094	5.31265	0.181561	0.0797482	0.00296603	0.243124	0.128538	0.182112	0.311681	0.196387	0.491932
6540	-62.84619	-72.347	9.50081	0.0891435	0.011041	0.105768	0.0342502	0.127219	0.137457	0.211839	0.140958	0.647203
6550	-68.1283	-72.61833	4.490029	0.0316036	0.0243419	0.22777	0.224458	0.122279	0.249109	0.241055	0.0490764	0.709869
6560	-66.4043	-69.22379	2.819485	0.239586	0.0601294	0.374878	0.151851	0.0815804	0.0964509	0.279791	0.155626	0.564582
6570	-63.8205	-69.80084	5.980342	0.237434	0.00296046	0.262482	0.0692671	0.0434232	0.152556	0.0949609	0.310882	0.594157
6580	-61.42456	-73.43457	12.01001	0.0383994	0.010855	0.0856341	0.0256992	0.0534689	0.103196	0.0214579	0.117319	0.861223
6590	-65.76401	-71.48662	5.722605	0.108169	0.065212	0.0961415	0.272682	0.15978	0.0854105	0.165866	0.60408	0.230053
6600	-63.16432	-71.02239	7.858075	0.178599	0.0580062	0.106944	0.104925	0.0619778	0.117262	0.22177	0.168731	0.609499
6610	-61.62052	-70.8387	9.21818	0.251619	0.0315399	0.0431493	0.0355703	0.0790682	0.0850658	0.388801	0.0319823	0.579216
6620	-61.76551	-69.982	8.216494	0.289043	0.0257768	0.0395557	0.0398467	0.118929	0.0877629	0.0846345	0.202434	0.712932
6630	-66.59768	-70.70304	4.105355	0.174317	0.151158	0.201748	0.089647	0.143023	0.148432	0.355747	0.641594	0.00265854
6640	-61.39013	-71.64488	10.25475	0.182347	0.00206895	0.132247	0.010396	0.0425867	0.078857	0.0180448	0.189128	0.792827
6650	-64.72604	-74.4361	9.710061	0.0211787	0.00637531	0.119541	0.0524839	0.15026	0.139393	0.233334	0.0454503	0.721216
