Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er_full[1]	er_full[2]	er_full[3]	er_full[4]	er_full[5]	er_full[6]	er_full[7]	er_full[8]	er_full[9]	er_full[10]	er_full[11]	er_full[12]	er_full[13]	er_full[14]	er_full[15]	er_full[16]	er_full[17]	er_full[18]	er_full[19]	er_full[20]	er_full[21]	er_full[22]	er_full[23]	er_full[24]	er_full[25]	er_full[26]	er_full[27]	er_full[28]	pi[1]	pi[2]	pi[3]	pi[4]	pi[5]	pi[6]	pi[7]	pi[8]	rf[1]	rf[2]	rf[3]	rf[4]	rf[5]	rf[6]	rf[7]	rf[8]
6840	-50.85967	-74.48924	23.62957	0.269355	0.2316	0.202093	0.0598858	0.107957	0.0907031	0.0384053	0.269355	0	0	0	0	0	0	0.2316	0	0	0	0	0	0.202093	0	0	0	0	0.0598858	0	0	0	0.107957	0	0	0.0907031	0	0.0384053	0.101964	0.0267362	0.101423	0.15555	0.0114452	0.264092	0.0731809	0.265609	0.0451757	0.288192	0.0245095	0.0325321	0.0242046	0.22936	0.0419581	0.314068
6850	-50.55608	-74.18566	23.62957	0.0941798	0.285089	0.0958485	0.125686	0.234016	0.14493	0.0202503	0.0941798	0	0	0	0	0	0	0.285089	0	0	0	0	0	0.0958485	0	0	0	0	0.125686	0	0	0	0.234016	0	0	0.14493	0	0.0202503	0.172448	0.0363763	0.0887583	0.207724	0.0562353	0.103062	0.0876799	0.247716	0.0668667	0.484935	0.00599447	0.104852	0.0281765	0.0673011	0.222676	0.0191981
6860	-50.27959	-73.90916	23.62957	0.128468	0.201786	0.0678418	0.330675	0.157065	0.0877752	0.0263885	0.128468	0	0	0	0	0	0	0.201786	0	0	0	0	0	0.0678418	0	0	0	0	0.330675	0	0	0	0.157065	0	0	0.0877752	0	0.0263885	0.237409	0.0462778	0.122194	0.117957	0.053555	0.0448179	0.0893562	0.288433	0.162892	0.289551	0.00621956	0.0143885	0.0599185	0.0562478	0.235043	0.175739
6870	-50.09629	-73.72586	23.62957	0.0952575	0.172772	0.14472	0.43344	0.0821347	0.06446	0.00721605	0.0952575	0	0	0	0	0	0	0.172772	0	0	0	0	0	0.14472	0	0	0	0	0.43344	0	0	0	0.0821347	0	0	0.06446	0	0.00721605	0.335022	0.0223499	0.0564214	0.10355	0.0178958	0.0346985	0.0757379	0.354324	0.162065	0.320832	0.0139828	0.0214265	0.0664973	0.36227	0.0444883	0.00843803
6880	-48.48596	-72.11554	23.62957	0.0533167	0.239066	0.0643654	0.189057	0.35121	0.0914812	0.011504	0.0533167	0	0	0	0	0	0	0.239066	0	0	0	0	0	0.0643654	0	0	0	0	0.189057	0	0	0	0.35121	0	0	0.0914812	0	0.011504	0.243655	0.0270472	0.155942	0.0848394	0.0256193	0.0131987	0.015487	0.434211	0.214176	0.18075	0.0119679	0.0429914	0.346122	0.14198	0.0547907	0.00722216
6890	-48.9628	-72.59238	23.62957	0.0911062	0.193101	0.0860397	0.0887223	0.478721	0.0469317	0.0153778	0.0911062	0	0	0	0	0	0	0.193101	0	0	0	0	0	0.0860397	0	0	0	0	0.0887223	0	0	0	0.478721	0	0	0.0469317	0	0.0153778	0.330398	0.0646164	0.0631187	0.104044	0.020827	0.0243804	0.0656652	0.32695	0.186509	0.224205	0.124952	0.0796589	0.0254978	0.242183	0.103515	0.0134784
6900	-53.84764	-77.47722	23.62957	0.0520451	0.182104	0.133763	0.155953	0.299393	0.108012	0.0687307	0.0520451	0	0	0	0	0	0	0.182104	0	0	0	0	0	0.133763	0	0	0	0	0.155953	0	0	0	0.299393	0	0	0.108012	0	0.0687307	0.533723	0.095254	0.0824547	0.0590877	0.0581308	0.0287928	0.00453855	0.138018	0.159167	0.0448125	0.0889692	0.0438673	0.0181436	0.241119	0.396737	0.00718464
6910	-48.32493	-71.9545	23.62957	0.0291797	0.0991721	0.0635715	0.229394	0.288095	0.123532	0.167056	0.0291797	0	0	0	0	0	0	0.0991721	0	0	0	0	0	0.0635715	0	0	0	0	0.229394	0	0	0	0.288095	0	0	0.123532	0	0.167056	0.634948	0.0649425	0.124074	0.0809471	0.0108296	0.0196304	0.0122447	0.0523839	0.272971	0.0743966	0.111312	0.0548838	0.0741859	0.105583	0.271233	0.0354346
6920	-48.52329	-72.15286	23.62957	0.0286813	0.0786004	0.0937669	0.162648	0.130954	0.317507	0.187843	0.0286813	0	0	0	0	0	0	0.0786004	0	0	0	0	0	0.0937669	0	0	0	0	0.162648	0	0	0	0.130954	0	0	0.317507	0	0.187843	0.673206	0.0351077	0.0955374	0.0697954	0.00899967	0.0163134	0.0101757	0.0908642	0.278411	0.109128	0.238814	0.0805057	0.127079	0.0271994	0.090088	0.0487756
6930	-51.26217	-74.89175	23.62957	0.0431904	0.235495	0.159503	0.0539298	0.0479013	0.243976	0.216004	0.0431904	0	0	0	0	0	0	0.235495	0	0	0	0	0	0.159503	0	0	0	0	0.0539298	0	0	0	0.0479013	0	0	0.243976	0	0.216004	0.495662	0.0231316	0.0731554	0.0459865	0.0433877	0.010199	0.0163351	0.292143	0.0690335	0.189994	0.0191252	0.202945	0.32668	0.0276501	0.0164391	0.148133
6940	-50.4947	-74.12427	23.62957	0.0502246	0.199526	0.0247373	0.0691905	0.0813295	0.408989	0.166003	0.0502246	0	0	0	0	0	0	0.199526	0	0	0	0	0	0.0247373	0	0	0	0	0.0691905	0	0	0	0.0813295	0	0	0.408989	0	0.166003	0.625506	0.0384471	0.0923192	0.131687	0.0235417	0.0143829	0.0233434	0.0507731	0.172982	0.208066	0.0753057	0.186253	0.0676784	0.0253759	0.194144	0.0701952
6950	-48.93337	-72.56294	23.62957	0.0180397	0.234323	0.034448	0.0461497	0.519216	0.10445	0.0433732	0.0180397	0	0	0	0	0	0	0.234323	0	0	0	0	0	0.034448	0	0	0	0	0.0461497	0	0	0	0.519216	0	0	0.10445	0	0.0433732	0.639308	0.0307885	0.127262	0.0908098	0.0240612	0.0129962	0.0238585	0.0509157	0.313904	0.236244	0.0639196	0.0837693	0.0790011	0.00677726	0.111309	0.105076
6960	-52.84347	-76.47305	23.62957	0.09099	0.259052	0.0910361	0.0534043	0.0878971	0.243118	0.174502	0.09099	0	0	0	0	0	0	0.259052	0	0	0	0	0	0.0910361	0	0	0	0	0.0534043	0	0	0	0.0878971	0	0	0.243118	0	0.174502	0.649315	0.0267001	0.115758	0.0826006	0.0425375	0.00462291	0.0427815	0.0356842	0.0854498	0.0612685	0.145026	0.115078	0.075638	0.0153768	0.268424	0.23374
6970	-53.02945	-76.65902	23.62957	0.137459	0.202989	0.0675777	0.0348666	0.243202	0.187697	0.126208	0.137459	0	0	0	0	0	0	0.202989	0	0	0	0	0	0.0675777	0	0	0	0	0.0348666	0	0	0	0.243202	0	0	0.187697	0	0.126208	0.412811	0.0342479	0.0941698	0.178039	0.114261	0.0114607	0.0659797	0.0890312	0.0526058	0.129447	0.162474	0.0328311	0.0384926	0.0235727	0.445339	0.115238
6980	-51.10235	-74.73192	23.62957	0.0640791	0.269387	0.0456747	0.0331889	0.357796	0.161253	0.0686218	0.0640791	0	0	0	0	0	0	0.269387	0	0	0	0	0	0.0456747	0	0	0	0	0.0331889	0	0	0	0.357796	0	0	0.161253	0	0.0686218	0.17269	0.0474864	0.140203	0.359259	0.0472969	0.0307807	0.0697322	0.132553	0.226126	0.00681504	0.267721	0.160849	0.0164354	0.0796421	0.190149	0.0522628
6990	-55.38155	-79.01113	23.62957	0.124543	0.106652	0.0539882	0.0523117	0.130888	0.44337	0.0882469	0.124543	0	0	0	0	0	0	0.106652	0	0	0	0	0	0.0539882	0	0	0	0	0.0523117	0	0	0	0.130888	0	0	0.44337	0	0.0882469	0.0890654	0.0592427	0.150212	0.38065	0.0460052	0.0594282	0.0787482	0.136648	0.100496	0.013886	0.0658048	0.324395	0.021682	0.147802	0.265974	0.0599597
7000	-48.47068	-72.10025	23.62957	0.153795	0.285595	0.0793298	0.08502	0.214132	0.1337	0.0484284	0.153795	0	0	0	0	0	0	0.285595	0	0	0	0	0	0.0793298	0	0	0	0	0.08502	0	0	0	0.214132	0	0	0.1337	0	0.0484284	0.153158	0.0343657	0.139405	0.173731	0.0333927	0.0431357	0.0106258	0.412186	0.076202	0.00700164	0.199335	0.228249	0.0109325	0.074525	0.0391918	0.364562
7010	-50.12905	-73.75863	23.62957	0.227639	0.140769	0.0599555	0.0475202	0.182708	0.254607	0.0868012	0.227639	0	0	0	0	0	0	0.140769	0	0	0	0	0	0.0599555	0	0	0	0	0.0475202	0	0	0	0.182708	0	0	0.254607	0	0.0868012	0.178357	0.0400198	0.175919	0.153135	0.0277026	0.11351	0.0227864	0.288571	0.0438869	0.0242455	0.306314	0.101474	0.0802837	0.243112	0.121241	0.0794437
7020	-50.04788	-73.67745	23.62957	0.19777	0.0839676	0.0753009	0.316174	0.229472	0.061924	0.035392	0.19777	0	0	0	0	0	0	0.0839676	0	0	0	0	0	0.0753009	0	0	0	0	0.316174	0	0	0	0.229472	0	0	0.061924	0	0.035392	0.202122	0.0201707	0.102279	0.173645	0.012878	0.128635	0.0332477	0.327023	0.0480123	0.442414	0.0714781	0.0923794	0.0537764	0.132753	0.0257659	0.133421
7030	-47.84578	-71.47536	23.62957	0.241487	0.179681	0.0707964	0.36454	0.064834	0.0428135	0.035848	0.241487	0	0	0	0	0	0	0.179681	0	0	0	0	0	0.0707964	0	0	0	0	0.36454	0	0	0	0.064834	0	0	0.0428135	0	0.035848	0.185585	0.0261159	0.131009	0.159439	0.0113299	0.250151	0.0474919	0.188878	0.1317	0.167663	0.0553458	0.0940196	0.0436617	0.180607	0.296213	0.0307905
7040	-49.28525	-72.91482	23.62957	0.247864	0.238511	0.0538724	0.0313274	0.0245416	0.200856	0.203026	0.247864	0	0	0	0	0	0	0.238511	0	0	0	0	0	0.0538724	0	0	0	0	0.0313274	0	0	0	0.0245416	0	0	0.200856	0	0.203026	0.123922	0.0150448	0.126621	0.153358	0.132834	0.253943	0.0126031	0.181675	0.151218	0.134998	0.255007	0.119485	0.156854	0.0675994	0.0794841	0.0353538
7050	-57.37355	-81.00313	23.62957	0.296748	0.0727565	0.109683	0.0146086	0.0181214	0.149831	0.338251	0.296748	0	0	0	0	0	0	0.0727565	0	0	0	0	0	0.109683	0	0	0	0	0.0146086	0	0	0	0.0181214	0	0	0.149831	0	0.338251	0.153326	0.0388611	0.241132	0.0925669	0.0657857	0.315722	0.0417771	0.0508287	0.0719548	0.166407	0.429832	0.055034	0.0706516	0.139837	0.0539214	0.0123637
7060	-52.26121	-75.89078	23.62957	0.0853866	0.452257	0.0783542	0.0168257	0.0116458	0.175916	0.179614	0.0853866	0	0	0	0	0	0	0.452257	0	0	0	0	0	0.0783542	0	0	0	0	0.0168257	0	0	0	0.0116458	0	0	0.175916	0	0.179614	0.0677908	0.0231759	0.090542	0.146241	0.297285	0.178566	0.0140935	0.182306	0.09998	0.43551	0.121468	0.0306432	0.114404	0.0268899	0.114798	0.0563063
7070	-51.4138	-75.04337	23.62957	0.238892	0.191908	0.19027	0.0674955	0.0505854	0.210286	0.050564	0.238892	0	0	0	0	0	0	0.191908	0	0	0	0	0	0.19027	0	0	0	0	0.0674955	0	0	0	0.0505854	0	0	0.210286	0	0.050564	0.162652	0.0376985	0.118856	0.191973	0.0832286	0.234407	0.0185009	0.152683	0.085741	0.00904979	0.00975036	0.0918132	0.0969997	0.0227992	0.413923	0.269924
7080	-54.25647	-77.88605	23.62957	0.074117	0.224086	0.401861	0.0247641	0.0287212	0.0437004	0.20275	0.074117	0	0	0	0	0	0	0.224086	0	0	0	0	0	0.401861	0	0	0	0	0.0247641	0	0	0	0.0287212	0	0	0.0437004	0	0.20275	0.351716	0.0546516	0.0864404	0.0716251	0.149857	0.187517	0.00176599	0.0964277	0.00483785	0.202976	0.00636518	0.256672	0.0737582	0.0268641	0.270215	0.158312
7090	-51.78292	-75.41249	23.62957	0.0942618	0.273648	0.133698	0.0369159	0.124747	0.2343	0.102429	0.0942618	0	0	0	0	0	0	0.273648	0	0	0	0	0	0.133698	0	0	0	0	0.0369159	0	0	0	0.124747	0	0	0.2343	0	0.102429	0.308375	0.047917	0.0757886	0.142525	0.0536046	0.22231	0.00154837	0.147932	0.0378502	0.157303	0.052137	0.0637597	0.0922788	0.113133	0.0485377	0.435001
7100	-54.30497	-77.93454	23.62957	0.0591682	0.339582	0.02552	0.0960786	0.18983	0.0765012	0.21332	0.0591682	0	0	0	0	0	0	0.339582	0	0	0	0	0	0.02552	0	0	0	0	0.0960786	0	0	0	0.18983	0	0	0.0765012	0	0.21332	0.314703	0.0188355	0.104198	0.230453	0.0801971	0.0318206	0.016409	0.203384	0.00351188	0.105469	0.00679409	0.0677463	0.129698	0.156672	0.355688	0.17442
7110	-48.80947	-72.43905	23.62957	0.0912612	0.346053	0.0402802	0.0975478	0.157993	0.0950744	0.17179	0.0912612	0	0	0	0	0	0	0.346053	0	0	0	0	0	0.0402802	0	0	0	0	0.0975478	0	0	0	0.157993	0	0	0.0950744	0	0.17179	0.294346	0.0383869	0.102227	0.240752	0.046287	0.0751625	0.0119149	0.190923	0.00432466	0.0449572	0.0191484	0.303805	0.065399	0.224026	0.0749676	0.263371
7120	-49.81637	-73.44595	23.62957	0.157979	0.215913	0.058409	0.084249	0.0759075	0.115602	0.291941	0.157979	0	0	0	0	0	0	0.215913	0	0	0	0	0	0.058409	0	0	0	0	0.084249	0	0	0	0.0759075	0	0	0.115602	0	0.291941	0.160099	0.020902	0.201161	0.204247	0.0560647	0.145294	0.0059478	0.206284	0.00192546	0.0112091	0.172339	0.00348427	0.478951	0.0698573	0.180626	0.0816079
7130	-47.90433	-71.53391	23.62957	0.176874	0.118615	0.0782494	0.0625393	0.123341	0.330576	0.109805	0.176874	0	0	0	0	0	0	0.118615	0	0	0	0	0	0.0782494	0	0	0	0	0.0625393	0	0	0	0.123341	0	0	0.330576	0	0.109805	0.0759517	0.00863656	0.0783647	0.0846178	0.0265973	0.122706	0.0072273	0.595899	0.00960055	0.0987738	0.1183	0.0785795	0.0762556	0.43752	0.0848484	0.0961213
7140	-49.92977	-73.55935	23.62957	0.430287	0.159558	0.0523276	0.0841263	0.213108	0.0535566	0.00703575	0.430287	0	0	0	0	0	0	0.159558	0	0	0	0	0	0.0523276	0	0	0	0	0.0841263	0	0	0	0.213108	0	0	0.0535566	0	0.00703575	0.139061	0.0122181	0.112806	0.188845	0.0867164	0.0414242	0.0131308	0.405799	0.0247362	0.0793005	0.219091	0.00649857	0.163038	0.38529	0.00526485	0.116782
7150	-46.56999	-70.19956	23.62957	0.211874	0.155073	0.0949191	0.0675905	0.235806	0.184168	0.0505697	0.211874	0	0	0	0	0	0	0.155073	0	0	0	0	0	0.0949191	0	0	0	0	0.0675905	0	0	0	0.235806	0	0	0.184168	0	0.0505697	0.163696	0.0143826	0.0894278	0.0938915	0.0263855	0.0493254	0.0137797	0.549112	0.024352	0.0616094	0.0376133	0.0059032	0.200289	0.372984	0.177055	0.120195
7160	-50.70609	-74.33566	23.62957	0.0937795	0.210468	0.155273	0.0716842	0.122518	0.203318	0.142959	0.0937795	0	0	0	0	0	0	0.210468	0	0	0	0	0	0.155273	0	0	0	0	0.0716842	0	0	0	0.122518	0	0	0.203318	0	0.142959	0.122412	0.0590656	0.102814	0.159177	0.0660983	0.0900701	0.0158423	0.384521	0.0654131	0.0526031	0.0530508	0.00152545	0.274547	0.0949267	0.135072	0.322862
7170	-51.19845	-74.82803	23.62957	0.0416144	0.205783	0.059796	0.219764	0.34544	0.114465	0.0131362	0.0416144	0	0	0	0	0	0	0.205783	0	0	0	0	0	0.059796	0	0	0	0	0.219764	0	0	0	0.34544	0	0	0.114465	0	0.0131362	0.360462	0.0470704	0.0631376	0.223318	0.0223715	0.0430833	0.0671518	0.173406	0.0184029	0.0471951	0.193704	0.0133089	0.047631	0.0796536	0.270008	0.330096
7180	-51.02483	-74.6544	23.62957	0.0679153	0.238484	0.114555	0.182951	0.167999	0.185767	0.0423287	0.0679153	0	0	0	0	0	0	0.238484	0	0	0	0	0	0.114555	0	0	0	0	0.182951	0	0	0	0.167999	0	0	0.185767	0	0.0423287	0.487453	0.0972234	0.0888306	0.107091	0.0208171	0.0436718	0.044546	0.110367	0.022689	0.0147803	0.201738	0.0168475	0.0548579	0.154113	0.127998	0.406976
7190	-53.92452	-77.55409	23.62957	0.063388	0.164342	0.127291	0.362845	0.0336238	0.164559	0.0839504	0.063388	0	0	0	0	0	0	0.164342	0	0	0	0	0	0.127291	0	0	0	0	0.362845	0	0	0	0.0336238	0	0	0.164559	0	0.0839504	0.451561	0.0611219	0.0588172	0.0828757	0.0369776	0.0274553	0.165494	0.115697	0.0903263	0.0661546	0.357399	0.0479235	0.195735	0.0794543	0.0457178	0.117289
7200	-50.58016	-74.20973	23.62957	0.0808397	0.184195	0.269403	0.0779255	0.264849	0.109903	0.0128851	0.0808397	0	0	0	0	0	0	0.184195	0	0	0	0	0	0.269403	0	0	0	0	0.0779255	0	0	0	0.264849	0	0	0.109903	0	0.0128851	0.574993	0.0599647	0.0863312	0.0813066	0.0306389	0.0284221	0.0442874	0.0940565	0.0427668	0.451061	0.0813867	0.123791	0.0408209	0.172164	0.0745999	0.0134092
7210	-53.30425	-76.93382	23.62957	0.125775	0.457211	0.046489	0.0974519	0.101254	0.0325468	0.139272	0.125775	0	0	0	0	0	0	0.457211	0	0	0	0	0	0.046489	0	0	0	0	0.0974519	0	0	0	0.101254	0	0	0.0325468	0	0.139272	0.516008	0.0425448	0.0562322	0.12694	0.0274959	0.107665	0.0387071	0.0844078	0.128031	0.312805	0.142934	0.0362454	0.0716913	0.0716343	0.0705486	0.16611
7220	-50.10461	-73.73418	23.62957	0.103617	0.464786	0.0922898	0.0787969	0.0162949	0.100425	0.14379	0.103617	0	0	0	0	0	0	0.464786	0	0	0	0	0	0.0922898	0	0	0	0	0.0787969	0	0	0	0.0162949	0	0	0.100425	0	0.14379	0.376145	0.0442773	0.0910462	0.102102	0.032575	0.248768	0.0414462	0.06364	0.181615	0.322429	0.110063	0.0106038	0.126905	0.0347337	0.0984535	0.115196
7230	-47.81919	-71.44876	23.62957	0.0471597	0.32589	0.0548882	0.0846515	0.152224	0.327939	0.00724754	0.0471597	0	0	0	0	0	0	0.32589	0	0	0	0	0	0.0548882	0	0	0	0	0.0846515	0	0	0	0.152224	0	0	0.327939	0	0.00724754	0.266582	0.0490641	0.0887016	0.076787	0.025476	0.0163939	0.0122958	0.464699	0.107445	0.095021	0.20754	0.318868	0.0633449	0.102329	0.0533208	0.0521314
7240	-48.80413	-72.4337	23.62957	0.0351075	0.0682894	0.0491323	0.189307	0.49054	0.14338	0.0242436	0.0351075	0	0	0	0	0	0	0.0682894	0	0	0	0	0	0.0491323	0	0	0	0	0.189307	0	0	0	0.49054	0	0	0.14338	0	0.0242436	0.236395	0.0405497	0.0995912	0.0678859	0.0143454	0.00601447	0.055227	0.479991	0.0740422	0.142721	0.0255817	0.216289	0.0370381	0.15209	0.101122	0.251116
7250	-47.08727	-70.71684	23.62957	0.0783128	0.389401	0.0644378	0.0777831	0.351416	0.0304114	0.00823844	0.0783128	0	0	0	0	0	0	0.389401	0	0	0	0	0	0.0644378	0	0	0	0	0.0777831	0	0	0	0.351416	0	0	0.0304114	0	0.00823844	0.289881	0.0302162	0.105353	0.0903612	0.0304224	0.015194	0.0683905	0.370181	0.0287562	0.0493461	0.0226892	0.440679	0.10786	0.263303	0.0405486	0.0468182
7260	-48.24756	-71.87713	23.62957	0.16013	0.201985	0.180354	0.0733076	0.251669	0.121778	0.0107752	0.16013	0	0	0	0	0	0	0.201985	0	0	0	0	0	0.180354	0	0	0	0	0.0733076	0	0	0	0.251669	0	0	0.121778	0	0.0107752	0.1503	0.023116	0.0986647	0.065132	0.06213	0.0172075	0.0492955	0.534154	0.0436472	0.0261017	0.0340686	0.201708	0.228148	0.303766	0.0344026	0.128157
7270	-47.29529	-70.92487	23.62957	0.220261	0.229919	0.0673615	0.13981	0.171298	0.151775	0.0195751	0.220261	0	0	0	0	0	0	0.229919	0	0	0	0	0	0.0673615	0	0	0	0	0.13981	0	0	0	0.171298	0	0	0.151775	0	0.0195751	0.209392	0.0279637	0.0878466	0.134072	0.0535197	0.0414096	0.043664	0.402132	0.281292	0.122382	0.031901	0.394001	0.016149	0.0238942	0.00648245	0.123898
7280	-50.76846	-74.39803	23.62957	0.0561341	0.512348	0.108422	0.197515	0.0800731	0.0432079	0.00230088	0.0561341	0	0	0	0	0	0	0.512348	0	0	0	0	0	0.108422	0	0	0	0	0.197515	0	0	0	0.0800731	0	0	0.0432079	0	0.00230088	0.212809	0.0235923	0.0457589	0.0975736	0.0470285	0.0368981	0.275952	0.260388	0.0987902	0.0227835	0.125213	0.486845	0.132378	0.0937858	0.0206092	0.0195955
7290	-51.54534	-75.17491	23.62957	0.106372	0.326933	0.185215	0.157366	0.166281	0.0409494	0.016883	0.106372	0	0	0	0	0	0	0.326933	0	0	0	0	0	0.185215	0	0	0	0	0.157366	0	0	0	0.166281	0	0	0.0409494	0	0.016883	0.364216	0.0316845	0.0820969	0.0506133	0.0631594	0.0495542	0.0980083	0.260668	0.209323	0.072519	0.0223241	0.152853	0.00284865	0.320892	0.139567	0.0796735
7300	-49.33673	-72.9663	23.62957	0.175948	0.32889	0.217363	0.0650031	0.15824	0.0459123	0.00864325	0.175948	0	0	0	0	0	0	0.32889	0	0	0	0	0	0.217363	0	0	0	0	0.0650031	0	0	0	0.15824	0	0	0.0459123	0	0.00864325	0.226516	0.0141349	0.0509082	0.0890965	0.0507146	0.0369335	0.130375	0.401321	0.1255	0.182641	0.045942	0.314564	0.00586239	0.0684193	0.0166944	0.240377
7310	-50.06914	-73.69871	23.62957	0.198438	0.171322	0.214172	0.0483333	0.18391	0.158999	0.0248256	0.198438	0	0	0	0	0	0	0.171322	0	0	0	0	0	0.214172	0	0	0	0	0.0483333	0	0	0	0.18391	0	0	0.158999	0	0.0248256	0.20437	0.0390453	0.144408	0.130619	0.0598204	0.0166068	0.027012	0.378119	0.293082	0.386544	0.0984774	0.0594171	0.00796781	0.033147	0.00868238	0.112682
7320	-50.1038	-73.73337	23.62957	0.26384	0.287181	0.0813821	0.0958371	0.182354	0.0648913	0.0245147	0.26384	0	0	0	0	0	0	0.287181	0	0	0	0	0	0.0813821	0	0	0	0	0.0958371	0	0	0	0.182354	0	0	0.0648913	0	0.0245147	0.238028	0.0193083	0.21285	0.139986	0.0346306	0.0430661	0.00966318	0.302467	0.0598885	0.178562	0.0784754	0.147274	0.107157	0.0674044	0.0807897	0.280449
7330	-49.78118	-73.41075	23.62957	0.281839	0.140184	0.068654	0.146938	0.0862561	0.211925	0.0642037	0.281839	0	0	0	0	0	0	0.140184	0	0	0	0	0	0.068654	0	0	0	0	0.146938	0	0	0	0.0862561	0	0	0.211925	0	0.0642037	0.18231	0.0108303	0.201241	0.0771379	0.0151265	0.0623764	0.00632508	0.444652	0.0155103	0.109602	0.0444814	0.18605	0.141687	0.0482452	0.242101	0.212323
7340	-48.17662	-71.8062	23.62957	0.12179	0.129154	0.126777	0.112779	0.10235	0.324826	0.0823235	0.12179	0	0	0	0	0	0	0.129154	0	0	0	0	0	0.126777	0	0	0	0	0.112779	0	0	0	0.10235	0	0	0.324826	0	0.0823235	0.126669	0.022749	0.139822	0.0855116	0.0105099	0.125158	0.00630761	0.483273	0.0638357	0.119205	0.075965	0.234668	0.0177072	0.0844702	0.16409	0.240059
7350	-49.05131	-72.68088	23.62957	0.157125	0.109753	0.0549674	0.214157	0.090853	0.116195	0.25695	0.157125	0	0	0	0	0	0	0.109753	0	0	0	0	0	0.0549674	0	0	0	0	0.214157	0	0	0	0.090853	0	0	0.116195	0	0.25695	0.173096	0.0271156	0.162613	0.209944	0.0113822	0.285928	0.00751834	0.122404	0.0239287	0.0209041	0.157127	0.0832913	0.0369878	0.152105	0.0242089	0.501447
7360	-51.52172	-75.1513	23.62957	0.202053	0.103389	0.149024	0.109816	0.0866301	0.201791	0.147298	0.202053	0	0	0	0	0	0	0.103389	0	0	0	0	0	0.149024	0	0	0	0	0.109816	0	0	0	0.0866301	0	0	0.201791	0	0.147298	0.13598	0.0272838	0.153651	0.2325	0.0222723	0.244693	0.0039985	0.179621	0.0280308	0.240395	0.178503	0.0946225	0.0800205	0.201238	0.0446755	0.132514
7370	-52.01808	-75.64765	23.62957	0.301344	0.111288	0.0698086	0.126736	0.0927386	0.0851521	0.212933	0.301344	0	0	0	0	0	0	0.111288	0	0	0	0	0	0.0698086	0	0	0	0	0.126736	0	0	0	0.0927386	0	0	0.0851521	0	0.212933	0.160511	0.0421615	0.240497	0.274843	0.0545534	0.131889	0.00493051	0.090614	0.024866	0.158555	0.180198	0.290504	0.116324	0.0563419	0.0294661	0.143745
7380	-56.25484	-79.88442	23.62957	0.0560483	0.0463384	0.0139081	0.301892	0.159362	0.170251	0.2522	0.0560483	0	0	0	0	0	0	0.0463384	0	0	0	0	0	0.0139081	0	0	0	0	0.301892	0	0	0	0.159362	0	0	0.170251	0	0.2522	0.15858	0.014777	0.237605	0.336799	0.0149776	0.111908	0.00487121	0.120481	0.0547537	0.0638983	0.132337	0.380334	0.119489	0.0913041	0.10389	0.0539932
7390	-49.34017	-72.96975	23.62957	0.155969	0.0714623	0.0278723	0.149921	0.152289	0.194786	0.247699	0.155969	0	0	0	0	0	0	0.0714623	0	0	0	0	0	0.0278723	0	0	0	0	0.149921	0	0	0	0.152289	0	0	0.194786	0	0.247699	0.190376	0.0245027	0.168624	0.17374	0.0419346	0.0280162	0.00300343	0.369803	0.0893272	0.044534	0.0568019	0.294556	0.0611284	0.0603263	0.35151	0.0418159
7400	-49.99227	-73.62185	23.62957	0.0906633	0.160853	0.029137	0.0108297	0.0871081	0.598072	0.0233367	0.0906633	0	0	0	0	0	0	0.160853	0	0	0	0	0	0.029137	0	0	0	0	0.0108297	0	0	0	0.0871081	0	0	0.598072	0	0.0233367	0.137837	0.028078	0.103959	0.178609	0.0615295	0.165524	0.00421473	0.320249	0.214235	0.0504007	0.0662347	0.343471	0.0280845	0.197183	0.0688465	0.0315453
7410	-57.06039	-80.68997	23.62957	0.191799	0.348099	0.0881589	0.0134019	0.00784774	0.0716434	0.279049	0.191799	0	0	0	0	0	0	0.348099	0	0	0	0	0	0.0881589	0	0	0	0	0.0134019	0	0	0	0.00784774	0	0	0.0716434	0	0.279049	0.103663	0.05471	0.0529572	0.140684	0.182996	0.0874006	0.0254388	0.352149	0.0247754	0.511097	0.228616	0.088255	0.00177866	0.0569433	0.0594979	0.0290371
7420	-52.01852	-75.64809	23.62957	0.0451102	0.270475	0.13566	0.0128961	0.100158	0.374701	0.0609986	0.0451102	0	0	0	0	0	0	0.270475	0	0	0	0	0	0.13566	0	0	0	0	0.0128961	0	0	0	0.100158	0	0	0.374701	0	0.0609986	0.15884	0.0497158	0.0482096	0.128072	0.166591	0.0891568	0.0238261	0.335589	0.320119	0.178336	0.0400306	0.298234	0.00332048	0.0279653	0.0287985	0.103196
7430	-50.88146	-74.51104	23.62957	0.211715	0.256582	0.115338	0.0470729	0.180502	0.0776617	0.111128	0.211715	0	0	0	0	0	0	0.256582	0	0	0	0	0	0.115338	0	0	0	0	0.0470729	0	0	0	0.180502	0	0	0.0776617	0	0.111128	0.163872	0.0232461	0.202233	0.138	0.108366	0.099936	0.0128507	0.251497	0.115436	0.122196	0.334106	0.155759	0.11729	0.0271741	0.0372291	0.0908107
