Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]
4500	-40.14461	-42.09053	1.945921	0.0588053	0.184238
4510	-41.03074	-43.03028	1.999544	0.118762	0.12024
4520	-40.96415	-43.05433	2.09018	0.0271041	0.205067
4530	-40.08778	-43.03368	2.945899	0.026102	0.141579
4540	-40.49259	-43.85337	3.360787	0.0170979	0.119316
4550	-40.66373	-42.49781	1.834082	0.115333	0.136138
4560	-40.11288	-41.96063	1.847753	0.0861269	0.164315
4570	-42.10563	-41.5028	-0.6028298	0.21569	0.219436
4580	-40.1654	-43.14575	2.980353	0.0224235	0.142661
4590	-40.86651	-44.07321	3.206694	0.048985	0.0990417
4600	-40.13228	-41.96303	1.83075	0.0883333	0.16339
4610	-41.86091	-41.54051	-0.3204055	0.206197	0.207645
4620	-41.09096	-41.74488	0.653919	0.107113	0.233301
4630	-42.18583	-42.94917	0.7633373	0.0627571	0.26941
4640	-41.97785	-42.15603	0.1781829	0.105131	0.271135
4650	-40.00482	-42.68844	2.683621	0.0533767	0.134071
4660	-41.04261	-42.76055	1.717935	0.132163	0.128062
4670	-40.03989	-42.15206	2.112169	0.0555128	0.175001
4680	-40.605	-42.1056	1.500594	0.0647636	0.211841
4690	-40.37476	-41.96905	1.594284	0.10944	0.160104
4700	-42.11371	-44.8469	2.733185	0.0973984	0.0863137
4710	-41.46932	-43.01838	1.549056	0.153791	0.119161
4720	-40.08515	-43.11849	3.033339	0.0319731	0.129118
4730	-40.76228	-41.60054	0.8382509	0.116715	0.209806
4740	-40.33053	-41.81047	1.479932	0.105585	0.172577
4750	-41.4169	-42.15433	0.7374313	0.182342	0.151777
4760	-40.38414	-43.28347	2.899334	0.0565978	0.114593
4770	-40.47347	-42.00622	1.532754	0.116351	0.15783
4780	-43.50214	-44.1406	0.6384562	0.0456018	0.295977
4790	-40.95412	-42.11803	1.16391	0.073126	0.228852
4800	-41.11728	-41.51268	0.3953948	0.148395	0.211501
4810	-42.2164	-41.66927	-0.5471313	0.233306	0.197622
4820	-42.41075	-45.15717	2.746426	0.00281204	0.179902
4830	-40.69389	-41.61341	0.919524	0.113838	0.206558
4840	-40.91387	-43.30901	2.395134	0.0186353	0.190554
4850	-40.91182	-42.04811	1.136293	0.0766558	0.227404
4860	-40.36092	-41.73896	1.378038	0.0930417	0.192799
4870	-40.34458	-41.74985	1.405278	0.0915052	0.192283
4880	-40.06305	-42.30421	2.241155	0.0465248	0.174269
4890	-40.49114	-42.03067	1.539527	0.0672353	0.206435
4900	-40.99066	-41.54735	0.5566878	0.131244	0.216497
4910	-40.43317	-43.47602	3.042851	0.049274	0.111101
4920	-42.71817	-43.15791	0.4397436	0.259536	0.0970181
4930	-40.50742	-41.80456	1.297137	0.0856994	0.206238
4940	-40.23151	-41.99326	1.761753	0.0975368	0.159386
4950	-39.9456	-42.17345	2.227856	0.0614404	0.160355
4960	-43.50769	-46.37547	2.867781	0.108356	0.0652121
4970	-40.88861	-41.56956	0.6809582	0.140264	0.198111
4980	-40.21859	-43.09773	2.879143	0.0213913	0.151321
4990	-42.6758	-42.53723	-0.1385729	0.26546	0.134679
5000	-40.4962	-43.21337	2.717171	0.0697616	0.115157
5010	-40.55307	-43.95334	3.400272	0.0165818	0.116856
5020	-42.93166	-43.33763	0.4059699	0.268791	0.0903083
5030	-40.13357	-42.3014	2.167828	0.0465019	0.179818
5040	-40.30064	-41.80642	1.505777	0.102533	0.173681
5050	-42.42183	-45.2331	2.811271	0.0966135	0.0812138
5060	-40.28225	-41.86688	1.584627	0.0771808	0.193091
5070	-41.13027	-42.23695	1.106682	0.158474	0.147818
5080	-40.19501	-42.23146	2.036451	0.0504785	0.185742
5090	-40.39077	-42.87455	2.483787	0.078769	0.123739
5100	-40.75374	-41.68706	0.93332	0.103405	0.215952
5110	-40.00949	-42.68326	2.673775	0.0333049	0.154885
5120	-40.00558	-42.16297	2.15739	0.0556487	0.171457
5130	-40.98329	-44.11147	3.128178	0.0561837	0.0977603
5140	-41.70208	-43.63673	1.934654	0.0211522	0.22274
5150	-40.07273	-42.59886	2.52613	0.0343321	0.164984
5160	-41.56972	-42.72301	1.153291	0.176493	0.126286
5170	-42.82649	-45.42437	2.597888	0.118524	0.0753847
5180	-41.56341	-41.52274	-0.04067221	0.153105	0.239655
5190	-40.38118	-42.68048	2.299297	0.0869717	0.12944
5200	-40.50244	-41.96224	1.459794	0.119215	0.160464
5210	-41.93173	-41.56448	-0.3672503	0.161661	0.255711
5220	-41.50663	-41.99868	0.4920488	0.0997303	0.252882
5230	-40.22354	-43.27112	3.047573	0.0416467	0.118372
5240	-40.73263	-42.38675	1.654119	0.0514081	0.213626
5250	-40.9247	-43.73903	2.81433	0.0737449	0.103852
5260	-43.53043	-45.85116	2.320732	0.183883	0.0309128
5270	-40.72843	-42.75938	2.030945	0.034039	0.202597
5280	-40.38121	-43.63718	3.255971	0.0174934	0.12682
5290	-42.5633	-42.85294	0.2896392	0.0805717	0.287295
5300	-40.449	-42.70728	2.258277	0.0318641	0.187639
5310	-40.29045	-43.42175	3.131299	0.0184887	0.13522
5320	-42.04158	-44.28026	2.238679	0.0101217	0.210858
5330	-40.08642	-42.47589	2.389468	0.0386805	0.170935
5340	-40.17529	-43.29833	3.123043	0.0317605	0.122571
5350	-40.84404	-41.55952	0.7154754	0.130676	0.205098
5360	-41.88609	-43.18685	1.300765	0.185484	0.106181
5370	-42.67245	-45.04497	2.372528	0.135021	0.0758717
5380	-40.39032	-42.2569	1.866576	0.0514846	0.197538
5390	-40.32954	-43.11174	2.782207	0.0200583	0.159959
5400	-41.76415	-44.69231	2.92816	0.0804493	0.0885688
5410	-41.90314	-41.9476	0.04446174	0.118888	0.267456
5420	-40.69043	-43.29874	2.608308	0.0169348	0.176189
5430	-39.91329	-42.40968	2.496393	0.0522385	0.149319
5440	-41.46452	-43.07531	1.610791	0.036646	0.231654
5450	-40.72936	-41.90244	1.173082	0.136533	0.164754
5460	-41.28418	-43.26791	1.983728	0.125926	0.114268
5470	-40.34502	-43.62752	3.282503	0.0252127	0.117101
5480	-42.26334	-43.66499	1.401655	0.20405	0.0800111
5490	-40.14448	-41.97361	1.829139	0.089653	0.162191
5500	-42.18509	-43.82308	1.637991	0.182474	0.0837764
5510	-39.95822	-42.63938	2.681161	0.0369384	0.150694
5520	-41.22264	-41.98004	0.7574011	0.0913277	0.241287
5530	-41.17969	-41.50367	0.323981	0.149797	0.215481
5540	-40.23674	-42.64472	2.407984	0.0772049	0.131016
5550	-40.28959	-42.81508	2.525491	0.0270708	0.172294
5560	-41.23998	-43.48491	2.244925	0.0181059	0.202403
5570	-40.72294	-42.39551	1.67257	0.123424	0.14022
5580	-40.45761	-42.21556	1.757954	0.0549826	0.202227
5590	-40.39894	-42.05531	1.656368	0.109819	0.155046
5600	-40.40047	-43.21668	2.81621	0.0179798	0.159475
5610	-41.63514	-43.21188	1.576738	0.158282	0.112584
5620	-39.96079	-42.45806	2.497272	0.0418507	0.159641
5630	-40.64825	-42.60081	1.952558	0.0392681	0.203275
5640	-41.16653	-42.04744	0.8809085	0.0844921	0.238814
5650	-41.25426	-42.18087	0.9266035	0.169337	0.150525
5660	-40.57539	-41.7145	1.139113	0.0965968	0.20725
5670	-40.22042	-43.08928	2.868859	0.053102	0.120385
5680	-40.78633	-41.87133	1.084999	0.0864137	0.221512
5690	-40.33719	-43.14648	2.809291	0.0194233	0.158553
5700	-43.60398	-41.91079	-1.693189	0.198963	0.318337
5710	-40.2277	-42.53236	2.304662	0.0365504	0.179457
5720	-40.65264	-42.28115	1.628508	0.122242	0.144722
5730	-41.09246	-42.03197	0.9395141	0.160654	0.158236
5740	-42.34634	-43.76685	1.420514	0.207945	0.0746947
5750	-41.84152	-45.5489	3.707387	0.0297205	0.0805722
5760	-41.68142	-41.48028	-0.201144	0.167601	0.237253
5770	-40.09933	-42.69149	2.592152	0.0312093	0.163132
5780	-40.38115	-41.80287	1.421718	0.0842432	0.198306
5790	-39.92685	-42.47698	2.550126	0.0436546	0.153854
5800	-39.99436	-42.48709	2.492731	0.0619351	0.139898
5810	-40.5511	-41.71338	1.162281	0.122067	0.180034
5820	-40.69721	-42.23121	1.534006	0.127015	0.147071
5830	-40.17103	-42.20127	2.030241	0.0882861	0.148402
5840	-40.19502	-43.04144	2.846422	0.0225249	0.152653
5850	-40.06391	-42.20469	2.14078	0.051925	0.176433
5860	-40.56842	-41.66481	1.096388	0.10373	0.203337
5870	-41.37581	-41.62916	0.2533435	0.12994	0.240662
5880	-41.0624	-41.53352	0.4711242	0.14998	0.204209
5890	-40.39456	-41.99209	1.597538	0.110637	0.158661
5900	-42.05509	-43.3927	1.337613	0.193933	0.0949543
5910	-40.57324	-42.23594	1.662699	0.0561438	0.208244
5920	-40.44543	-42.07027	1.624843	0.063668	0.203573
5930	-40.13213	-42.44254	2.310407	0.076932	0.138642
5940	-41.47495	-41.5659	0.09095141	0.142373	0.240468
5950	-40.73794	-41.59802	0.8600731	0.117378	0.207499
5960	-41.59636	-45.36602	3.769658	0.0195406	0.0860591
5970	-42.74635	-42.3069	-0.4394563	0.123936	0.298877
5980	-41.98809	-43.04759	1.059502	0.203327	0.10652
5990	-41.21652	-41.92032	0.7037975	0.171295	0.165359
6000	-42.20978	-42.47864	0.2688677	0.236886	0.132546
6010	-40.29506	-41.95785	1.662797	0.103206	0.161175
6020	-41.0033	-41.61611	0.6128136	0.119086	0.224425
6030	-40.90959	-42.47786	1.568276	0.05086	0.220644
6040	-40.13724	-42.73942	2.602171	0.0295137	0.164072
6050	-41.18516	-42.14826	0.9631064	0.078081	0.239031
6060	-42.44844	-41.86944	-0.5790007	0.25104	0.18229
6070	-41.31305	-42.02583	0.7127851	0.176958	0.159018
6080	-42.34349	-44.29566	1.952171	0.163996	0.0785762
6090	-41.59881	-42.17392	0.5751067	0.195909	0.150444
6100	-41.56643	-41.84487	0.2784427	0.19652	0.17219
6110	-42.34182	-43.03249	0.6906618	0.0632689	0.274375
6120	-40.8486	-41.98805	1.139444	0.0791268	0.224695
6130	-41.52577	-44.57034	3.044575	0.0699809	0.0902637
6140	-41.85829	-42.74379	0.8854992	0.202209	0.120751
6150	-40.00968	-42.03235	2.022677	0.0718614	0.165397
6160	-39.9394	-42.5054	2.566004	0.041546	0.154765
6170	-40.30492	-42.61717	2.312251	0.0337923	0.181643
6180	-41.07119	-42.2949	1.223707	0.0653677	0.232104
6190	-39.96031	-42.22274	2.262431	0.0662502	0.15294
6200	-40.1289	-42.11402	1.985122	0.0572492	0.18284
6210	-40.03952	-43.00439	2.96487	0.0316228	0.134629
6220	-42.55197	-42.43244	-0.1195302	0.10707	0.291633
6230	-41.66757	-41.47474	-0.1928299	0.185264	0.218963
6240	-40.08628	-42.91908	2.8328	0.049462	0.126743
6250	-40.55269	-41.75379	1.201105	0.12331	0.175865
6260	-40.25458	-41.81187	1.557283	0.0839096	0.188423
6270	-40.9065	-41.63828	0.7317817	0.147117	0.187428
6280	-42.07219	-42.77847	0.7062775	0.0684179	0.268049
6290	-39.91672	-42.32652	2.409803	0.0552835	0.1528
6300	-41.21865	-43.33375	2.115103	0.0221613	0.208132
6310	-40.43469	-42.94488	2.510194	0.0240126	0.176505
6320	-40.02649	-42.50611	2.479617	0.0645532	0.138269
6330	-42.80116	-45.19084	2.389678	0.13867	0.0709296
6340	-40.04081	-42.82961	2.788792	0.0294862	0.150035
6350	-42.04104	-41.86626	-0.1747845	0.227966	0.174902
6360	-42.55381	-44.51217	1.958362	0.179773	0.0623322
6370	-40.54193	-43.92391	3.38198	0.0159109	0.118906
6380	-40.32058	-42.21406	1.893488	0.0998586	0.147136
6390	-40.03146	-42.78566	2.754205	0.0305046	0.151623
6400	-42.594	-41.78874	-0.8052625	0.256323	0.194059
6410	-43.41051	-43.3952	-0.01531341	0.293972	0.0968766
6420	-42.22157	-41.9004	-0.3211698	0.136137	0.277763
6430	-41.12848	-42.51539	1.386915	0.148852	0.13632
6440	-41.07899	-41.80794	0.7289473	0.162088	0.17267
6450	-40.30461	-41.79204	1.487428	0.0856923	0.191905
6460	-40.29004	-41.89389	1.603854	0.0746591	0.194164
6470	-40.85007	-44.00123	3.151162	0.00864536	0.143566
6480	-40.00987	-42.1056	2.095729	0.0742584	0.157495
6490	-39.91171	-42.39165	2.479942	0.0518036	0.150994
6500	-40.12362	-43.17183	3.048205	0.0355585	0.124413
6510	-43.73423	-42.00743	-1.726793	0.194759	0.325073
6520	-40.3478	-42.14304	1.795242	0.103895	0.150504
6530	-40.67531	-41.66999	0.9946794	0.13054	0.184192
6540	-40.02661	-42.29287	2.266254	0.047504	0.171398
6550	-41.15691	-41.68321	0.5263002	0.115775	0.234256
6560	-40.94272	-42.89418	1.951461	0.118714	0.123912
6570	-40.13744	-42.23825	2.100816	0.0843823	0.146987
6580	-40.16646	-41.85515	1.68869	0.0883111	0.174118
6590	-42.02513	-45.76272	3.737593	0.0299728	0.0780435
6600	-40.9837	-41.53314	0.549442	0.14013	0.208157
6610	-40.01184	-42.28729	2.275444	0.0480533	0.170156
6620	-40.68657	-43.19518	2.508613	0.0852884	0.115348
6630	-41.09491	-44.56453	3.469613	0.0352397	0.0929725
6640	-41.58441	-41.53274	-0.05167222	0.188394	0.205195
6650	-42.6286	-41.4893	-1.139301	0.233766	0.24179
6660	-41.02982	-41.56213	0.5323095	0.151414	0.198164
6670	-41.48374	-41.55904	0.07530189	0.143773	0.240247
6680	-41.5915	-42.68785	1.09635	0.179884	0.127186
6690	-39.99977	-42.2098	2.210026	0.0527615	0.170378
6700	-41.05282	-42.10548	1.052663	0.156195	0.154167
6710	-40.44229	-41.97854	1.536252	0.114472	0.159445
6720	-40.41463	-42.65052	2.235897	0.0336097	0.18758
6730	-40.86862	-41.67249	0.80387	0.108057	0.221055
6740	-40.56377	-42.18681	1.623036	0.118686	0.148691
6750	-40.21866	-41.81364	1.594983	0.0855537	0.183937
6760	-41.71007	-44.75584	3.045772	0.0724736	0.0876809
6770	-40.51664	-41.67771	1.161068	0.116715	0.185478
6780	-41.65737	-41.77675	0.1193793	0.124757	0.255941
6790	-41.4451	-42.84441	1.39931	0.0464963	0.237741
6800	-40.49366	-41.84463	1.350966	0.0817221	0.206159
6810	-40.06427	-42.15583	2.091557	0.0797512	0.152316
6820	-42.10537	-41.45623	-0.6491337	0.196534	0.242082
6830	-41.98055	-41.9314	-0.04914296	0.224688	0.16871
6840	-39.99134	-42.41527	2.423929	0.0645053	0.142514
6850	-43.39405	-41.66985	-1.724197	0.220379	0.299257
6860	-40.63167	-43.4673	2.835631	0.0138025	0.162189
6870	-40.08956	-41.94549	1.855937	0.0825274	0.167297
6880	-41.22162	-41.95227	0.7306511	0.0934436	0.241187
6890	-42.0042	-42.94302	0.9388213	0.209029	0.109913
6900	-43.22645	-41.83302	-1.393426	0.284092	0.210617
6910	-40.53263	-42.62394	2.091311	0.0362945	0.195792
6920	-40.00063	-42.64457	2.64394	0.0345404	0.155898
6930	-40.25895	-42.37464	2.115691	0.0437056	0.186543
6940	-40.81472	-41.5766	0.761879	0.134063	0.198214
6950	-41.08128	-43.01853	1.937256	0.123088	0.120608
6960	-39.99324	-42.84247	2.849231	0.032958	0.142008
6970	-40.05869	-42.46948	2.410792	0.0391452	0.168864
6980	-42.59642	-44.59916	2.002732	0.178012	0.0607494
6990	-40.36338	-43.08314	2.719762	0.0204964	0.164227
7000	-40.89935	-41.86376	0.9644103	0.0902957	0.226718
7010	-40.21719	-41.88538	1.668184	0.0755015	0.188473
7020	-40.32767	-42.93199	2.604328	0.0239504	0.169473
7030	-40.917	-41.82022	0.9032164	0.0945642	0.227061
7040	-40.14513	-41.98673	1.841595	0.0665905	0.184315
7050	-41.63994	-43.98546	2.345517	0.0114252	0.201503
7060	-40.7959	-41.57043	0.7745341	0.126892	0.204431
7070	-40.494	-41.66491	1.170913	0.10556	0.195891
7080	-40.24473	-42.15611	1.911385	0.0552485	0.190397
7090	-40.543	-42.90539	2.362387	0.0261016	0.185555
7100	-40.49047	-42.50535	2.014875	0.0407749	0.197072
7110	-41.33783	-41.51592	0.1780873	0.146581	0.229693
7120	-42.6535	-43.05922	0.4057189	0.0719275	0.287191
7130	-39.92935	-42.24208	2.312732	0.0592043	0.156195
7140	-41.08146	-41.78689	0.7054323	0.162242	0.174289
7150	-41.68606	-42.33025	0.6441896	0.199471	0.141675
7160	-39.93627	-42.66004	2.723771	0.041427	0.142995
7170	-41.03442	-41.87535	0.8409354	0.158631	0.167688
7180	-43.42512	-41.77412	-1.650993	0.288134	0.225986
7190	-40.62681	-42.23594	1.609132	0.121796	0.146629
7200	-40.75735	-41.59302	0.8356751	0.118551	0.208164
7210	-41.64624	-44.03313	2.386892	0.111087	0.0987226
7220	-40.61716	-41.61934	1.002179	0.118547	0.19562
7230	-40.92393	-41.58846	0.6645301	0.145439	0.194175
7240	-40.11849	-42.68668	2.568186	0.0651537	0.130993
7250	-40.7878	-42.99415	2.206348	0.0263455	0.197071
7260	-42.19458	-46.05807	3.863485	0.021898	0.0766306
7270	-40.77584	-41.62581	0.8499617	0.136254	0.189385
7280	-41.35401	-41.7303	0.376291	0.180961	0.180375
7290	-40.05295	-42.07975	2.026804	0.0604246	0.176523
7300	-41.07378	-41.63904	0.565264	0.118209	0.228886
7310	-40.5786	-42.65702	2.078415	0.102684	0.130374
7320	-40.95229	-43.27461	2.322319	0.100827	0.11385
7330	-39.99545	-42.64585	2.650403	0.05452	0.135431
7340	-39.98013	-42.78156	2.80143	0.0339087	0.14466
7350	-41.71459	-41.94488	0.2302927	0.111786	0.260553
7360	-40.02994	-42.60232	2.57238	0.0605679	0.135263
7370	-40.39953	-41.81225	1.41272	0.083408	0.199819
7380	-46.16759	-44.31485	-1.852748	0.396328	0.132997
7390	-41.62977	-43.32373	1.693952	0.0305099	0.231523
7400	-41.08992	-43.71861	2.628693	0.0115373	0.18005
7410	-43.53854	-41.63747	-1.901068	0.235625	0.297341
7420	-40.52841	-43.44096	2.91255	0.0596545	0.11054
7430	-40.58055	-42.52708	1.946531	0.108155	0.134843
7440	-40.176	-42.10119	1.925192	0.0911022	0.153503
7450	-40.76443	-42.16337	1.398937	0.133814	0.150452
7460	-41.66557	-41.79736	0.1317928	0.203012	0.176751
7470	-42.34498	-42.84135	0.4963686	0.240575	0.111712
7480	-40.95853	-41.53777	0.579239	0.135957	0.210084
7490	-41.78357	-43.15505	1.371483	0.176122	0.110213
7500	-45.24824	-47.62441	2.376173	0.199821	0.0107971
7510	-40.02287	-42.54946	2.526591	0.0367316	0.16255
7520	-41.07045	-44.40226	3.331806	0.0445623	0.0940355
7530	-41.54048	-44.60035	3.059866	0.00437461	0.154718
7540	-41.38067	-44.80286	3.422193	0.0436171	0.0881688
7550	-39.93985	-42.23581	2.295956	0.0547186	0.161945
7560	-41.29085	-41.79616	0.5053143	0.177067	0.174545
7570	-39.96662	-42.63848	2.671859	0.0510641	0.13727
7580	-41.58534	-44.47	2.884658	0.0805545	0.0917421
7590	-41.83925	-43.01214	1.172891	0.189324	0.111977
7600	-40.17228	-42.3914	2.219119	0.0422948	0.180159
7610	-41.6974	-42.09155	0.3941518	0.0995369	0.260453
7620	-40.03662	-42.81294	2.77632	0.0500871	0.130374
7630	-40.72143	-41.69484	0.9734037	0.13509	0.181245
7640	-41.18607	-42.35687	1.1708	0.0650147	0.236445
7650	-40.72385	-42.39341	1.669555	0.123565	0.140306
7660	-40.25714	-42.28803	2.030889	0.0926547	0.143985
7670	-41.78173	-41.65808	-0.1236534	0.142612	0.256402
7680	-42.05432	-42.86014	0.8058239	0.216483	0.112482
7690	-40.49751	-42.7878	2.290287	0.0295259	0.187565
7700	-40.01787	-42.27959	2.261721	0.0719516	0.147292
7710	-39.95668	-42.70606	2.749383	0.0366091	0.145882
7720	-40.19232	-43.32994	3.137615	0.0237847	0.129448
7730	-40.24972	-41.8275	1.577782	0.0979449	0.172843
7740	-40.02829	-42.94532	2.917026	0.0391603	0.130697
7750	-43.43854	-43.7446	0.3060622	0.28798	0.0786488
7760	-41.20284	-41.85852	0.6556819	0.170768	0.169512
7770	-40.73835	-41.97004	1.231686	0.136258	0.160613
7780	-44.00322	-44.23004	0.2268238	0.305078	0.0675224
7790	-40.99675	-43.40969	2.412941	0.0970807	0.110766
7800	-40.4439	-41.75231	1.308402	0.0905018	0.200587
7810	-42.40592	-44.08778	1.681861	0.194523	0.0684209
7820	-42.49297	-41.60683	-0.8861373	0.18188	0.274597
7830	-40.33798	-42.91123	2.573246	0.0245102	0.171255
7840	-44.11943	-42.57777	-1.541658	0.329665	0.176215
7850	-40.6803	-42.96126	2.280961	0.0963889	0.121404
7860	-42.81255	-43.22968	0.4171336	0.0679785	0.29028
7870	-40.90516	-43.73996	2.834801	0.0722058	0.103848
7880	-42.23809	-42.5591	0.3210102	0.237757	0.127745
7890	-40.19646	-42.20411	2.007645	0.0903215	0.14807
7900	-40.07121	-42.09941	2.028204	0.081409	0.155433
7910	-40.67547	-41.7396	1.064128	0.132566	0.176932
7920	-40.05557	-42.16133	2.105755	0.0546648	0.176333
7930	-42.25117	-42.06326	-0.1879157	0.123129	0.280728
7940	-40.10349	-41.91158	1.808096	0.0767973	0.176633
7950	-40.22129	-41.98068	1.759387	0.0669922	0.190109
7960	-41.14352	-44.17893	3.035412	0.0646489	0.0962863
7970	-41.08183	-44.72456	3.642733	0.0127615	0.102404
7980	-40.49079	-42.76935	2.278563	0.091283	0.126691
7990	-41.33366	-43.64852	2.314853	0.109207	0.106032
8000	-41.97082	-42.0128	0.04197349	0.116086	0.270445
8010	-39.99376	-42.83395	2.840193	0.0327365	0.142911
8020	-44.77879	-42.07658	-2.70221	0.338782	0.254561
8030	-40.42221	-41.85781	1.435604	0.1139	0.167602
8040	-41.51956	-43.59817	2.078611	0.0191627	0.21388
8050	-40.79838	-41.62397	0.8255941	0.137976	0.189499
8060	-40.63321	-42.82405	2.190841	0.099328	0.125257
8070	-43.58179	-42.77845	-0.8033421	0.308399	0.141839
8080	-40.29135	-41.90661	1.615263	0.103146	0.164817
8090	-43.50875	-41.57554	-1.933208	0.261959	0.27343
8100	-42.06127	-45.46452	3.403254	0.0539959	0.0792174
8110	-40.62004	-41.69239	1.072352	0.126989	0.181889
8120	-45.06053	-42.1427	-2.917824	0.348059	0.261534
8130	-40.95067	-41.79812	0.8474486	0.097574	0.228254
8140	-40.48475	-42.06649	1.581743	0.0646902	0.205799
8150	-40.39764	-43.3751	2.977453	0.0523232	0.11298
8160	-40.5815	-42.03401	1.452516	0.0689717	0.211256
8170	-40.00466	-42.33051	2.32585	0.0689717	0.145439
8180	-40.28214	-42.58008	2.297942	0.0350358	0.181478
8190	-40.39443	-42.01859	1.62416	0.110185	0.157108
8200	-40.53357	-42.68471	2.151137	0.0338449	0.193732
8210	-41.81068	-42.78238	0.971702	0.196332	0.120132
8220	-40.64105	-43.63137	2.990319	0.0577176	0.106616
8230	-41.41636	-42.00356	0.5872014	0.1849	0.160541
8240	-42.46481	-41.49261	-0.9722057	0.229774	0.23319
8250	-40.95793	-42.95044	1.992507	0.117204	0.122329
8260	-40.78303	-42.54809	1.765055	0.0444239	0.21225
8270	-42.47838	-45.37869	2.900317	0.0914862	0.0796303
8280	-42.52082	-42.18741	-0.3334073	0.257787	0.157035
8290	-43.66253	-44.68998	1.027457	0.0282922	0.28397
8300	-41.50899	-41.65687	0.1478805	0.189992	0.188558
8310	-40.18977	-42.73742	2.547649	0.0690265	0.128668
8320	-40.86712	-43.03219	2.165071	0.0262732	0.200254
8330	-42.03841	-42.30539	0.2669822	0.226919	0.142655
8340	-41.88535	-41.45812	-0.4272273	0.193331	0.228561
8350	-41.02407	-43.99447	2.970402	0.0664961	0.0993385
8360	-42.71318	-42.58876	-0.1244261	0.267191	0.131882
8370	-44.1071	-41.67447	-2.432633	0.277479	0.295548
8380	-41.88733	-42.20788	0.3205504	0.217148	0.148389
8390	-41.16553	-41.70322	0.5376879	0.167427	0.181746
8400	-43.14331	-41.95404	-1.189275	0.284515	0.194808
8410	-42.71577	-44.2787	1.562933	0.0208725	0.251034
8420	-41.37044	-42.55662	1.186174	0.166305	0.133996
8430	-40.75034	-43.4685	2.718165	0.0756072	0.109237
8440	-40.36076	-42.82534	2.464579	0.0270669	0.176888
8450	-40.04057	-42.91814	2.877561	0.0288882	0.143943
8460	-42.31043	-44.80515	2.494722	0.116255	0.0854284
8470	-40.25885	-41.87077	1.611924	0.0767907	0.191424
8480	-40.84099	-41.71416	0.8731752	0.102588	0.221301
8490	-42.2282	-45.04046	2.812261	0.0939469	0.0838058
8500	-41.37578	-41.85759	0.4818108	0.183099	0.170285
8510	-40.66668	-41.66121	0.9945309	0.129373	0.18537
8520	-42.98488	-41.92528	-1.059598	0.16758	0.30197
8530	-41.19961	-41.50134	0.3017255	0.150522	0.216434
8540	-40.27979	-41.86996	1.590165	0.0768726	0.192982
8550	-40.54392	-43.48024	2.936322	0.0586451	0.109758
8560	-42.09094	-45.26286	3.171917	0.0693698	0.0812779
8570	-40.06999	-42.96142	2.891422	0.0270569	0.14473
8580	-40.19449	-42.15234	1.957841	0.0550487	0.187096
8590	-41.32749	-43.98814	2.660654	0.0896636	0.0995147
8600	-39.99479	-42.05865	2.063865	0.0667249	0.16743
8610	-40.94805	-41.87103	0.9229813	0.152496	0.16764
8620	-42.58702	-46.07303	3.486009	0.00133238	0.125644
8630	-40.26418	-43.42308	3.1589	0.034655	0.116974
8640	-42.17713	-45.10703	2.929904	0.085787	0.0830997
8650	-44.10076	-41.94275	-2.158009	0.220817	0.331513
8660	-44.54081	-42.44036	-2.100444	0.191224	0.356768
8670	-43.02841	-47.11932	4.090912	0.0104982	0.0708906
8680	-40.26902	-43.13901	2.869986	0.0547439	0.118658
8690	-40.42495	-43.06813	2.643174	0.0717776	0.118718
8700	-40.13365	-42.34127	2.207624	0.0807727	0.142548
8710	-40.66434	-42.93072	2.266386	0.0966649	0.122227
8720	-41.57604	-42.92715	1.351111	0.0460667	0.241804
8730	-40.84884	-42.87769	2.028855	0.031549	0.205244
8740	-40.1384	-42.36435	2.22595	0.0803727	0.141566
8750	-43.36385	-43.75958	0.395735	0.283433	0.0764378
8760	-39.93096	-42.2309	2.299941	0.0575164	0.158847
8770	-41.73445	-41.47173	-0.2627243	0.172465	0.237029
8780	-41.34268	-42.82357	1.480892	0.152643	0.125447
8790	-40.34191	-41.84128	1.499375	0.107162	0.169534
8800	-41.75513	-42.65268	0.8975519	0.195936	0.126117
8810	-41.87687	-41.86209	-0.01477731	0.217558	0.173251
8820	-39.95138	-42.66712	2.715735	0.037328	0.147699
8830	-43.01444	-43.34722	0.332782	0.273453	0.0911617
8840	-40.66949	-41.60284	0.93335	0.118997	0.200357
8850	-40.86402	-42.86604	2.002022	0.114247	0.124568
8860	-41.32038	-43.56392	2.243538	0.0171234	0.20349
8870	-39.94716	-42.25817	2.311014	0.0523383	0.16319
8880	-41.75952	-43.79535	2.035832	0.134735	0.101533
8890	-40.31981	-42.28415	1.964334	0.0489661	0.192689
8900	-40.18645	-43.32554	3.139089	0.0307184	0.122403
8910	-39.97155	-42.11322	2.141671	0.0674122	0.160879
8920	-42.81595	-45.54337	2.727422	0.108115	0.0760318
8930	-40.77374	-41.67213	0.8983921	0.138381	0.183608
8940	-41.47776	-42.05235	0.5745905	0.188779	0.157613
8950	-43.38378	-41.73528	-1.6485	0.209693	0.304239
8960	-39.95469	-42.2414	2.286709	0.0528579	0.164502
8970	-39.96175	-42.1824	2.220652	0.066805	0.155534
8980	-41.78	-41.45918	-0.3208258	0.186526	0.227347
8990	-40.7136	-41.60619	0.8925933	0.12858	0.193846
9000	-47.40718	-43.47017	-3.937015	0.234464	0.451939
