Iteration	Replicate_ID	Posterior	Likelihood	Prior	rate[1]	rate[2]
1259	1	-40.16261	-41.90611	1.743504	0.0740992	0.184199
1260	0	-41.21865	-43.33375	2.115103	0.0221613	0.208132
1261	1	-41.41777	-41.62461	0.2068429	0.182787	0.19132
1262	0	-40.43469	-42.94488	2.510194	0.0240126	0.176505
1263	1	-42.11987	-43.32321	1.203341	0.205249	0.0937577
1264	0	-40.02649	-42.50611	2.479617	0.0645532	0.138269
1265	1	-40.15759	-41.95715	1.799568	0.0690676	0.185005
1266	0	-42.80116	-45.19084	2.389678	0.13867	0.0709296
1267	1	-40.23219	-42.67571	2.443526	0.0312949	0.174247
1268	0	-40.04081	-42.82961	2.788792	0.0294862	0.150035
1269	1	-41.5872	-41.66696	0.07975257	0.195474	0.18821
1270	0	-42.04104	-41.86626	-0.1747845	0.227966	0.174902
1271	1	-41.27369	-41.49261	0.2189129	0.156378	0.216819
1272	0	-42.55381	-44.51217	1.958362	0.179773	0.0623322
1273	1	-40.09803	-42.11986	2.021823	0.0837267	0.153596
1274	0	-40.54193	-43.92391	3.38198	0.0159109	0.118906
1275	1	-41.06702	-41.73588	0.6688544	0.107221	0.232066
1276	0	-40.32058	-42.21406	1.893488	0.0998586	0.147136
1277	1	-43.88568	-41.66601	-2.21967	0.254201	0.302776
1278	0	-40.03146	-42.78566	2.754205	0.0305046	0.151623
1279	1	-41.02681	-42.96792	1.941108	0.121461	0.121945
1280	0	-42.594	-41.78874	-0.8052625	0.256323	0.194059
1281	1	-41.84301	-45.08346	3.240454	0.0619544	0.0835281
1282	0	-43.41051	-43.3952	-0.01531341	0.293972	0.0968766
1283	1	-42.25773	-44.94585	2.688128	0.102388	0.0847199
1284	0	-42.22157	-41.9004	-0.3211698	0.136137	0.277763
1285	1	-40.20827	-41.81991	1.611636	0.0914827	0.176754
1286	0	-41.12848	-42.51539	1.386915	0.148852	0.13632
1287	1	-42.25851	-43.73488	1.476371	0.199265	0.0791655
1288	0	-41.07899	-41.80794	0.7289473	0.162088	0.17267
1289	1	-43.01904	-42.78094	-0.2380978	0.28201	0.125629
1290	0	-40.30461	-41.79204	1.487428	0.0856923	0.191905
1291	1	-41.79925	-41.45726	-0.3419959	0.185761	0.229708
1292	0	-40.29004	-41.89389	1.603854	0.0746591	0.194164
1293	1	-39.92217	-42.53753	2.615367	0.0484141	0.144177
1294	0	-40.85007	-44.00123	3.151162	0.00864536	0.143566
1295	1	-43.03253	-43.19238	0.1598501	0.0773285	0.300319
1296	0	-40.00987	-42.1056	2.095729	0.0742584	0.157495
1297	1	-41.77101	-43.07938	1.308368	0.0442345	0.246857
1298	0	-39.91171	-42.39165	2.479942	0.0518036	0.150994
1299	1	-40.23437	-42.11234	1.877968	0.0957354	0.152429
1300	0	-40.12362	-43.17183	3.048205	0.0355585	0.124413
1301	1	-42.77378	-43.23727	0.4634927	0.261342	0.0934222
1302	0	-43.73423	-42.00743	-1.726793	0.194759	0.325073
1303	1	-39.98779	-42.13259	2.144799	0.0587796	0.169275
1304	0	-40.3478	-42.14304	1.795242	0.103895	0.150504
1305	1	-40.17442	-41.91334	1.738921	0.092232	0.166411
1306	0	-40.67531	-41.66999	0.9946794	0.13054	0.184192
1307	1	-40.76035	-41.67607	0.9157205	0.104898	0.215785
1308	0	-40.02661	-42.29287	2.266254	0.047504	0.171398
1309	1	-40.72322	-44.22048	3.497261	0.0157018	0.110427
1310	0	-41.15691	-41.68321	0.5263002	0.115775	0.234256
1311	1	-40.44459	-41.78774	1.343149	0.0864633	0.202007
1312	0	-40.94272	-42.89418	1.951461	0.118714	0.123912
1313	1	-41.63032	-41.67506	0.04474384	0.19853	0.187793
1314	0	-40.13744	-42.23825	2.100816	0.0843823	0.146987
1315	1	-43.24049	-44.69865	1.458155	0.0187033	0.2611
1316	0	-40.16646	-41.85515	1.68869	0.0883111	0.174118
1317	1	-40.00282	-42.04017	2.037344	0.0696497	0.166504
1318	0	-42.02513	-45.76272	3.737593	0.0299728	0.0780435
1319	1	-40.02377	-42.57089	2.547119	0.0360102	0.161725
1320	0	-40.9837	-41.53314	0.549442	0.14013	0.208157
1321	1	-40.10645	-42.33681	2.230364	0.0785564	0.14305
1322	0	-40.01184	-42.28729	2.275444	0.0480533	0.170156
1323	1	-40.10703	-41.90278	1.795751	0.0786951	0.175665
1324	0	-40.68657	-43.19518	2.508613	0.0852884	0.115348
1325	1	-42.18708	-43.39332	1.206239	0.209387	0.0894016
1326	0	-41.09491	-44.56453	3.469613	0.0352397	0.0929725
1327	1	-41.00777	-43.07213	2.064357	0.0272359	0.206882
1328	0	-41.58441	-41.53274	-0.05167222	0.188394	0.205195
1329	1	-40.48225	-43.28206	2.799815	0.0648973	0.113793
1330	0	-42.6286	-41.4893	-1.139301	0.233766	0.24179
1331	1	-43.21426	-42.09913	-1.115129	0.161337	0.312398
1332	0	-41.02982	-41.56213	0.5323095	0.151414	0.198164
1333	1	-41.30383	-41.62062	0.3167963	0.174848	0.190972
1334	0	-41.48374	-41.55904	0.07530189	0.143773	0.240247
1335	1	-41.98935	-42.4651	0.4757472	0.0842838	0.269557
1336	0	-41.5915	-42.68785	1.09635	0.179884	0.127186
1337	1	-43.04093	-41.52769	-1.513232	0.251221	0.252516
1338	0	-39.99977	-42.2098	2.210026	0.0527615	0.170378
1339	1	-40.87747	-41.64168	0.7642101	0.11217	0.219931
1340	0	-41.05282	-42.10548	1.052663	0.156195	0.154167
1341	1	-40.74872	-41.69821	0.9494892	0.137258	0.18088
1342	0	-40.44229	-41.97854	1.536252	0.114472	0.159445
1343	1	-41.10677	-42.85932	1.752543	0.132529	0.125088
1344	0	-40.41463	-42.65052	2.235897	0.0336097	0.18758
1345	1	-42.5579	-44.56766	2.00976	0.1744	0.0638325
1346	0	-40.86862	-41.67249	0.80387	0.108057	0.221055
1347	1	-41.36991	-41.99457	0.624661	0.1816	0.161018
1348	0	-40.56377	-42.18681	1.623036	0.118686	0.148691
1349	1	-40.99798	-42.12041	1.122435	0.151831	0.153273
1350	0	-40.21866	-41.81364	1.594983	0.0855537	0.183937
1351	1	-39.97145	-42.18851	2.21706	0.0554182	0.167191
1352	0	-41.71007	-44.75584	3.045772	0.0724736	0.0876809
1353	1	-41.32054	-41.51297	0.1924323	0.167765	0.207428
1354	0	-40.51664	-41.67771	1.161068	0.116715	0.185478
1355	1	-40.57357	-41.66004	1.086472	0.120852	0.186963
1356	0	-41.65737	-41.77675	0.1193793	0.124757	0.255941
1357	1	-40.26662	-42.26128	1.994658	0.0495228	0.189847
1358	0	-41.4451	-42.84441	1.39931	0.0464963	0.237741
1359	1	-42.83865	-45.02798	2.189332	0.172449	0.0522497
1360	0	-40.49366	-41.84463	1.350966	0.0817221	0.206159
1361	1	-40.79611	-42.36258	1.566464	0.129876	0.141764
1362	0	-40.06427	-42.15583	2.091557	0.0797512	0.152316
1363	1	-42.52088	-41.91171	-0.6091724	0.147975	0.28763
1364	0	-42.10537	-41.45623	-0.6491337	0.196534	0.242082
1365	1	-40.27019	-42.22071	1.950524	0.0957581	0.146938
1366	0	-41.98055	-41.9314	-0.04914296	0.224688	0.16871
1367	1	-41.58211	-43.48723	1.905113	0.137881	0.108237
1368	0	-39.99134	-42.41527	2.423929	0.0645053	0.142514
1369	1	-43.9062	-41.6397	-2.266496	0.268765	0.291741
1370	0	-43.39405	-41.66985	-1.724197	0.220379	0.299257
1371	1	-40.78829	-43.83102	3.042728	0.00978904	0.150595
1372	0	-40.63167	-43.4673	2.835631	0.0138025	0.162189
1373	1	-43.53422	-41.65987	-1.874349	0.230691	0.300262
1374	0	-40.08956	-41.94549	1.855937	0.0825274	0.167297
1375	1	-42.6195	-41.51323	-1.106268	0.238942	0.234125
1376	0	-41.22162	-41.95227	0.7306511	0.0934436	0.241187
1377	1	-40.73582	-41.5919	0.8560818	0.128258	0.196919
1378	0	-42.0042	-42.94302	0.9388213	0.209029	0.109913
1379	1	-41.90899	-42.34619	0.4371934	0.0891968	0.26755
1380	0	-43.22645	-41.83302	-1.393426	0.284092	0.210617
1381	1	-40.4213	-41.97538	1.554083	0.0698209	0.202753
1382	0	-40.53263	-42.62394	2.091311	0.0362945	0.195792
1383	1	-42.08831	-43.54059	1.45228	0.189148	0.0910982
1384	0	-40.00063	-42.64457	2.64394	0.0345404	0.155898
1385	1	-40.28438	-42.0243	1.739915	0.10149	0.157079
1386	0	-40.25895	-42.37464	2.115691	0.0437056	0.186543
1387	1	-43.26543	-41.79211	-1.47332	0.195986	0.304743
1388	0	-40.81472	-41.5766	0.761879	0.134063	0.198214
1389	1	-40.46644	-42.37033	1.903886	0.105692	0.140519
1390	0	-41.08128	-43.01853	1.937256	0.123088	0.120608
1391	1	-41.06374	-41.63604	0.5722935	0.11827	0.228295
1392	0	-39.99324	-42.84247	2.849231	0.032958	0.142008
1393	1	-40.48082	-42.20095	1.720133	0.112229	0.14783
1394	0	-40.05869	-42.46948	2.410792	0.0391452	0.168864
1395	1	-41.42107	-42.8386	1.417532	0.0461388	0.236726
1396	0	-42.59642	-44.59916	2.002732	0.178012	0.0607494
1397	1	-40.89447	-42.39015	1.49568	0.136061	0.140914
1398	0	-40.36338	-43.08314	2.719762	0.0204964	0.164227
1399	1	-40.26136	-41.81235	1.550997	0.0836558	0.18915
1400	0	-40.89935	-41.86376	0.9644103	0.0902957	0.226718
1401	1	-41.90446	-41.48668	-0.4177762	0.175153	0.246027
1402	0	-40.21719	-41.88538	1.668184	0.0755015	0.188473
1403	1	-40.4089	-41.94553	1.536635	0.0718563	0.202032
1404	0	-40.32767	-42.93199	2.604328	0.0239504	0.169473
1405	1	-41.11802	-41.72806	0.6100359	0.16443	0.17929
1406	0	-40.917	-41.82022	0.9032164	0.0945642	0.227061
1407	1	-41.10372	-43.16273	2.05901	0.117656	0.116864
1408	0	-40.14513	-41.98673	1.841595	0.0665905	0.184315
1409	1	-42.35278	-44.34583	1.993052	0.160136	0.0793553
1410	0	-41.63994	-43.98546	2.345517	0.0114252	0.201503
1411	1	-40.4783	-43.50712	3.028826	0.051399	0.110032
1412	0	-40.7959	-41.57043	0.7745341	0.126892	0.204431
1413	1	-41.95036	-42.8188	0.8684444	0.20823	0.116016
1414	0	-40.494	-41.66491	1.170913	0.10556	0.195891
1415	1	-41.49399	-42.23756	0.7435633	0.186416	0.147241
1416	0	-40.24473	-42.15611	1.911385	0.0552485	0.190397
1417	1	-41.66621	-42.66527	0.9990601	0.187457	0.126945
1418	0	-40.543	-42.90539	2.362387	0.0261016	0.185555
1419	1	-40.4673	-41.99486	1.527553	0.116088	0.158485
1420	0	-40.49047	-42.50535	2.014875	0.0407749	0.197072
1421	1	-41.70825	-43.19032	1.482066	0.0377288	0.240272
1422	0	-41.33783	-41.51592	0.1780873	0.146581	0.229693
1423	1	-41.16082	-41.52545	0.364635	0.139678	0.222536
1424	0	-42.6535	-43.05922	0.4057189	0.0719275	0.287191
1425	1	-40.2106	-42.31892	2.108328	0.0460017	0.184802
1426	0	-39.92935	-42.24208	2.312732	0.0592043	0.156195
1427	1	-43.10059	-43.08528	-0.01531106	0.0857757	0.305073
1428	0	-41.08146	-41.78689	0.7054323	0.162242	0.174289
1429	1	-41.98742	-42.1757	0.1882784	0.224626	0.150879
1430	0	-41.68606	-42.33025	0.6441896	0.199471	0.141675
1431	1	-41.70517	-42.64484	0.939674	0.191716	0.127161
1432	0	-39.93627	-42.66004	2.723771	0.041427	0.142995
1433	1	-40.34998	-43.07782	2.727836	0.06519	0.118925
1434	0	-41.03442	-41.87535	0.8409354	0.158631	0.167688
1435	1	-41.88379	-45.16367	3.279877	0.00269748	0.139814
1436	0	-43.42512	-41.77412	-1.650993	0.288134	0.225986
1437	1	-40.15379	-41.88629	1.732502	0.0768737	0.182254
1438	0	-40.62681	-42.23594	1.609132	0.121796	0.146629
1439	1	-39.99265	-42.66841	2.67576	0.0529573	0.135083
1440	0	-40.75735	-41.59302	0.8356751	0.118551	0.208164
1441	1	-42.24101	-45.26681	3.025794	0.0804784	0.0811816
1442	0	-41.64624	-44.03313	2.386892	0.111087	0.0987226
1443	1	-41.35876	-41.49913	0.1403706	0.151635	0.227481
1444	0	-40.61716	-41.61934	1.002179	0.118547	0.19562
1445	1	-40.6858	-42.28161	1.595813	0.056066	0.213363
1446	0	-40.92393	-41.58846	0.6645301	0.145439	0.194175
1447	1	-39.93677	-42.57137	2.634605	0.0498932	0.141248
1448	0	-40.11849	-42.68668	2.568186	0.0651537	0.130993
1449	1	-41.35273	-41.64023	0.2875057	0.127719	0.240308
1450	0	-40.7878	-42.99415	2.206348	0.0263455	0.197071
1451	1	-40.6087	-44.04888	3.440174	0.0223219	0.108109
1452	0	-42.19458	-46.05807	3.863485	0.021898	0.0766306
1453	1	-41.36667	-43.19961	1.83294	0.0295228	0.222035
1454	0	-40.77584	-41.62581	0.8499617	0.136254	0.189385
1455	1	-42.6129	-42.07021	-0.5426862	0.262114	0.16848
1456	0	-41.35401	-41.7303	0.376291	0.180961	0.180375
1457	1	-39.91594	-42.32074	2.404806	0.0539778	0.154482
1458	0	-40.05295	-42.07975	2.026804	0.0604246	0.176523
1459	1	-40.0087	-42.59696	2.588257	0.0585302	0.136104
1460	0	-41.07378	-41.63904	0.565264	0.118209	0.228886
1461	1	-40.43739	-41.99408	1.556682	0.113859	0.158519
1462	0	-40.5786	-42.65702	2.078415	0.102684	0.130374
1463	1	-40.24752	-41.98787	1.740352	0.0665892	0.191946
1464	0	-40.95229	-43.27461	2.322319	0.100827	0.11385
1465	1	-42.45626	-41.56297	-0.8932978	0.187	0.270017
1466	0	-39.99545	-42.64585	2.650403	0.05452	0.135431
1467	1	-42.10935	-42.7252	0.6158453	0.224831	0.118452
1468	0	-39.98013	-42.78156	2.80143	0.0339087	0.14466
1469	1	-41.50957	-43.16863	1.659058	0.149422	0.11524
1470	0	-41.71459	-41.94488	0.2302927	0.111786	0.260553
1471	1	-41.45433	-42.81099	1.356659	0.162535	0.124917
1472	0	-40.02994	-42.60232	2.57238	0.0605679	0.135263
1473	1	-40.31557	-42.85203	2.536467	0.0260771	0.17246
1474	0	-40.39953	-41.81225	1.41272	0.083408	0.199819
1475	1	-41.00385	-41.65674	0.6528868	0.113854	0.226637
1476	0	-46.16759	-44.31485	-1.852748	0.396328	0.132997
1477	1	-41.55465	-41.47341	-0.08123717	0.176267	0.219551
1478	0	-41.62977	-43.32373	1.693952	0.0305099	0.231523
1479	1	-41.22691	-41.82215	0.595245	0.104489	0.240346
1480	0	-41.08992	-43.71861	2.628693	0.0115373	0.18005
1481	1	-41.45711	-41.47645	0.01933985	0.168308	0.219929
1482	0	-43.53854	-41.63747	-1.901068	0.235625	0.297341
1483	1	-41.32853	-41.55917	0.2306432	0.138041	0.234272
1484	0	-40.52841	-43.44096	2.91255	0.0596545	0.11054
1485	1	-40.0694	-42.01388	1.944484	0.0655907	0.177561
1486	0	-40.58055	-42.52708	1.946531	0.108155	0.134843
1487	1	-40.2953	-41.75538	1.460082	0.0956348	0.184023
1488	0	-40.176	-42.10119	1.925192	0.0911022	0.153503
1489	1	-41.16709	-41.6797	0.5126166	0.116512	0.23455
1490	0	-40.76443	-42.16337	1.398937	0.133814	0.150452
1491	1	-40.06534	-42.02875	1.963406	0.0643499	0.177376
1492	0	-41.66557	-41.79736	0.1317928	0.203012	0.176751
1493	1	-39.93794	-42.57687	2.638934	0.0497999	0.141015
1494	0	-42.34498	-42.84135	0.4963686	0.240575	0.111712
1495	1	-41.88926	-41.45743	-0.4318259	0.193116	0.229123
1496	0	-40.95853	-41.53777	0.579239	0.135957	0.210084
1497	1	-41.14153	-41.66561	0.5240757	0.117243	0.232955
1498	0	-41.78357	-43.15505	1.371483	0.176122	0.110213
1499	1	-42.1967	-41.55122	-0.6454737	0.225397	0.212943
1500	0	-45.24824	-47.62441	2.376173	0.199821	0.0107971
1501	1	-40.03961	-42.04904	2.009429	0.0780563	0.160201
1502	0	-40.02287	-42.54946	2.526591	0.0367316	0.16255
1503	1	-41.36982	-41.54017	0.1703442	0.174566	0.202291
1504	0	-41.07045	-44.40226	3.331806	0.0445623	0.0940355
1505	1	-40.47304	-43.83275	3.359709	0.018322	0.118173
1506	0	-41.54048	-44.60035	3.059866	0.00437461	0.154718
1507	1	-41.33784	-42.31936	0.9815212	0.0718585	0.243865
1508	0	-41.38067	-44.80286	3.422193	0.0436171	0.0881688
1509	1	-40.70694	-41.62379	0.9168461	0.111684	0.208914
1510	0	-39.93985	-42.23581	2.295956	0.0547186	0.161945
1511	1	-41.92729	-42.80428	0.8769888	0.206563	0.117039
1512	0	-41.29085	-41.79616	0.5053143	0.177067	0.174545
1513	1	-41.63461	-43.13319	1.498574	0.0383297	0.238427
1514	0	-39.96662	-42.63848	2.671859	0.0510641	0.13727
1515	1	-43.86026	-42.73761	-1.122652	0.137616	0.336686
1516	0	-41.58534	-44.47	2.884658	0.0805545	0.0917421
1517	1	-40.51324	-42.1225	1.609254	0.116742	0.151673
1518	0	-41.83925	-43.01214	1.172891	0.189324	0.111977
1519	1	-43.60419	-44.31407	0.7098814	0.279707	0.0564888
1520	0	-40.17228	-42.3914	2.219119	0.0422948	0.180159
1521	1	-41.23929	-43.57615	2.336856	0.106108	0.107473
1522	0	-41.6974	-42.09155	0.3941518	0.0995369	0.260453
1523	1	-43.62687	-42.15171	-1.475164	0.175298	0.32557
1524	0	-40.03662	-42.81294	2.77632	0.0500871	0.130374
1525	1	-40.25941	-42.60764	2.348234	0.0338308	0.178893
1526	0	-40.72143	-41.69484	0.9734037	0.13509	0.181245
1527	1	-40.21233	-41.89445	1.682117	0.0958431	0.167081
1528	0	-41.18607	-42.35687	1.1708	0.0650147	0.236445
1529	1	-43.39548	-43.31008	-0.08540137	0.294633	0.101498
1530	0	-40.72385	-42.39341	1.669555	0.123565	0.140306
1531	1	-39.93535	-42.2156	2.280253	0.0578145	0.160032
1532	0	-40.25714	-42.28803	2.030889	0.0926547	0.143985
1533	1	-41.1464	-41.92028	0.7738846	0.0934726	0.2379
1534	0	-41.78173	-41.65808	-0.1236534	0.142612	0.256402
1535	1	-39.93278	-42.32555	2.392777	0.0495755	0.159791
1536	0	-42.05432	-42.86014	0.8058239	0.216483	0.112482
1537	1	-41.86114	-43.02024	1.159104	0.191225	0.111116
1538	0	-40.49751	-42.7878	2.290287	0.0295259	0.187565
1539	1	-41.94154	-43.95721	2.015672	0.141012	0.0967744
1540	0	-40.01787	-42.27959	2.261721	0.0719516	0.147292
1541	1	-40.8135	-44.15565	3.342143	0.00925974	0.128559
1542	0	-39.95668	-42.70606	2.749383	0.0366091	0.145882
1543	1	-40.11691	-42.24593	2.12902	0.0493925	0.179852
1544	0	-40.19232	-43.32994	3.137615	0.0237847	0.129448
1545	1	-40.0022	-42.04429	2.042093	0.0678081	0.167987
1546	0	-40.24972	-41.8275	1.577782	0.0979449	0.172843
1547	1	-41.71094	-43.77681	2.065869	0.131675	0.102329
1548	0	-40.02829	-42.94532	2.917026	0.0391603	0.130697
1549	1	-40.44276	-42.09178	1.649026	0.112297	0.153121
1550	0	-43.43854	-43.7446	0.3060622	0.28798	0.0786488
1551	1	-42.63969	-41.47722	-1.162467	0.222317	0.254986
1552	0	-41.20284	-41.85852	0.6556819	0.170768	0.169512
1553	1	-41.08848	-43.67283	2.584356	0.0123129	0.182616
1554	0	-40.73835	-41.97004	1.231686	0.136258	0.160613
1555	1	-41.01581	-42.35783	1.342023	0.0601415	0.228414
1556	0	-44.00322	-44.23004	0.2268238	0.305078	0.0675224
1557	1	-40.41254	-43.17941	2.766866	0.0185767	0.162597
1558	0	-40.99675	-43.40969	2.412941	0.0970807	0.110766
1559	1	-41.7574	-43.28156	1.524167	0.0351403	0.239688
1560	0	-40.4439	-41.75231	1.308402	0.0905018	0.200587
1561	1	-40.01591	-42.03834	2.02243	0.0740617	0.163215
1562	0	-42.40592	-44.08778	1.681861	0.194523	0.0684209
1563	1	-40.06103	-41.96198	1.90095	0.0782163	0.168216
1564	0	-42.49297	-41.60683	-0.8861373	0.18188	0.274597
1565	1	-41.72507	-41.64383	-0.08123714	0.141963	0.253854
1566	0	-40.33798	-42.91123	2.573246	0.0245102	0.171255
1567	1	-42.02523	-41.50983	-0.5153994	0.175511	0.253027
1568	0	-44.11943	-42.57777	-1.541658	0.329665	0.176215
1569	1	-40.22812	-42.24321	2.015093	0.0917542	0.146076
1570	0	-40.6803	-42.96126	2.280961	0.0963889	0.121404
1571	1	-40.66389	-41.76629	1.102398	0.132032	0.174582
1572	0	-42.81255	-43.22968	0.4171336	0.0679785	0.29028
1573	1	-40.89937	-42.05818	1.158814	0.146128	0.156235
1574	0	-40.90516	-43.73996	2.834801	0.0722058	0.103848
1575	1	-40.42211	-42.26504	1.842927	0.0515734	0.199232
1576	0	-42.23809	-42.5591	0.3210102	0.237757	0.127745
1577	1	-40.04864	-43.03023	2.981599	0.0334207	0.13157
1578	0	-40.19646	-42.20411	2.007645	0.0903215	0.14807
1579	1	-40.19883	-41.94928	1.750449	0.0948963	0.162878
1580	0	-40.07121	-42.09941	2.028204	0.081409	0.155433
1581	1	-42.77259	-41.67185	-1.10074	0.259382	0.213269
1582	0	-40.67547	-41.7396	1.064128	0.132566	0.176932
1583	1	-40.0847	-42.17166	2.08696	0.0813904	0.151024
1584	0	-40.05557	-42.16133	2.105755	0.0546648	0.176333
1585	1	-43.6152	-44.57824	0.9630411	0.269669	0.0474476
1586	0	-42.25117	-42.06326	-0.1879157	0.123129	0.280728
1587	1	-40.25051	-42.63909	2.388577	0.0326354	0.177048
1588	0	-40.10349	-41.91158	1.808096	0.0767973	0.176633
1589	1	-40.15438	-41.89348	1.739104	0.0758713	0.182758
1590	0	-40.22129	-41.98068	1.759387	0.0669922	0.190109
1591	1	-40.84039	-41.92788	1.087494	0.0834171	0.22432
1592	0	-41.14352	-44.17893	3.035412	0.0646489	0.0962863
1593	1	-40.02746	-42.13227	2.104812	0.076238	0.154831
1594	0	-41.08183	-44.72456	3.642733	0.0127615	0.102404
1595	1	-40.18613	-42.62774	2.441606	0.0737792	0.131907
1596	0	-40.49079	-42.76935	2.278563	0.091283	0.126691
1597	1	-40.53046	-42.01111	1.480645	0.0694223	0.208686
1598	0	-41.33366	-43.64852	2.314853	0.109207	0.106032
1599	1	-39.96445	-42.751	2.786553	0.0428391	0.136851
1600	0	-41.97082	-42.0128	0.04197349	0.116086	0.270445
1601	1	-41.65628	-42.12313	0.4668506	0.0957137	0.258798
1602	0	-39.99376	-42.83395	2.840193	0.0327365	0.142911
1603	1	-40.23842	-41.85708	1.61866	0.0783754	0.189331
1604	0	-44.77879	-42.07658	-2.70221	0.338782	0.254561
1605	1	-40.11603	-42.03645	1.920418	0.0628096	0.182156
1606	0	-40.42221	-41.85781	1.435604	0.1139	0.167602
1607	1	-43.67206	-43.94998	0.2779189	0.0592898	0.30946
1608	0	-41.51956	-43.59817	2.078611	0.0191627	0.21388
1609	1	-39.95469	-42.36521	2.410516	0.0618465	0.146183
1610	0	-40.79838	-41.62397	0.8255941	0.137976	0.189499
1611	1	-40.04055	-41.98928	1.948731	0.070642	0.172189
1612	0	-40.63321	-42.82405	2.190841	0.099328	0.125257
1613	1	-42.50031	-43.07247	0.5721514	0.066205	0.280371
1614	0	-43.58179	-42.77845	-0.8033421	0.308399	0.141839
1615	1	-45.18774	-44.17168	-1.016059	0.360711	0.105558
1616	0	-40.29135	-41.90661	1.615263	0.103146	0.164817
1617	1	-40.08462	-42.21446	2.129846	0.0512186	0.177963
1618	0	-43.50875	-41.57554	-1.933208	0.261959	0.27343
1619	1	-40.15871	-41.95992	1.801216	0.0910488	0.1629
1620	0	-42.06127	-45.46452	3.403254	0.0539959	0.0792174
1621	1	-40.02073	-42.56599	2.545261	0.0612965	0.136578
1622	0	-40.62004	-41.69239	1.072352	0.126989	0.181889
1623	1	-40.74996	-44.18777	3.437812	0.0115842	0.119025
1624	0	-45.06053	-42.1427	-2.917824	0.348059	0.261534
1625	1	-41.32717	-41.52431	0.1971384	0.144388	0.23045
1626	0	-40.95067	-41.79812	0.8474486	0.097574	0.228254
1627	1	-40.5127	-42.08507	1.572369	0.117614	0.153582
1628	0	-40.48475	-42.06649	1.581743	0.0646902	0.205799
1629	1	-40.25791	-42.84402	2.586112	0.0262206	0.168575
1630	0	-40.39764	-43.3751	2.977453	0.0523232	0.11298
1631	1	-41.01328	-41.61079	0.5975173	0.153757	0.190907
1632	0	-40.5815	-42.03401	1.452516	0.0689717	0.211256
1633	1	-40.41737	-41.70715	1.28978	0.0977156	0.194777
1634	0	-40.00466	-42.33051	2.32585	0.0689717	0.145439
1635	1	-40.41803	-43.52863	3.110602	0.0443975	0.110871
1636	0	-40.28214	-42.58008	2.297942	0.0350358	0.181478
1637	1	-40.2077	-41.81574	1.608037	0.0903704	0.178137
1638	0	-40.39443	-42.01859	1.62416	0.110185	0.157108
1639	1	-43.63564	-43.45477	-0.1808753	0.0835464	0.31978
1640	0	-40.53357	-42.68471	2.151137	0.0338449	0.193732
1641	1	-41.6909	-41.47282	-0.2180827	0.186328	0.219803
1642	0	-41.81068	-42.78238	0.971702	0.196332	0.120132
1643	1	-41.08365	-41.51854	0.4348855	0.142142	0.214779
1644	0	-40.64105	-43.63137	2.990319	0.0577176	0.106616
1645	1	-41.62583	-45.02464	3.398801	0.0487805	0.0847683
1646	0	-41.41636	-42.00356	0.5872014	0.1849	0.160541
1647	1	-42.30397	-42.51161	0.2076345	0.24293	0.131117
1648	0	-42.46481	-41.49261	-0.9722057	0.229774	0.23319
1649	1	-40.23172	-42.88563	2.653907	0.0652863	0.1244
1650	0	-40.95793	-42.95044	1.992507	0.117204	0.122329
1651	1	-39.98112	-42.08801	2.106886	0.0684321	0.16248
1652	0	-40.78303	-42.54809	1.765055	0.0444239	0.21225
1653	1	-39.91985	-42.54813	2.628286	0.0465654	0.145052
1654	0	-42.47838	-45.37869	2.900317	0.0914862	0.0796303
1655	1	-43.34532	-41.65022	-1.695107	0.276793	0.240651
1656	0	-42.52082	-42.18741	-0.3334073	0.257787	0.157035
1657	1	-40.49184	-41.98778	1.495946	0.118032	0.158923
1658	0	-43.66253	-44.68998	1.027457	0.0282922	0.28397
1659	1	-41.24149	-41.5002	0.2587104	0.157835	0.212362
1660	0	-41.50899	-41.65687	0.1478805	0.189992	0.188558
1661	1	-40.17157	-42.83331	2.661742	0.0268154	0.162281
1662	0	-40.18977	-42.73742	2.547649	0.0690265	0.128668
1663	1	-40.45191	-43.14739	2.695479	0.0191816	0.167372
1664	0	-40.86712	-43.03219	2.165071	0.0262732	0.200254
1665	1	-41.21883	-44.35118	3.132354	0.0599327	0.0936966
1666	0	-42.03841	-42.30539	0.2669822	0.226919	0.142655
1667	1	-42.29931	-41.81222	-0.4870882	0.242002	0.184401
1668	0	-41.88535	-41.45812	-0.4272273	0.193331	0.228561
1669	1	-40.21376	-42.07566	1.861896	0.0947991	0.154577
1670	0	-41.02407	-43.99447	2.970402	0.0664961	0.0993385
1671	1	-41.16545	-41.68553	0.5200859	0.167096	0.183403
1672	0	-42.71318	-42.58876	-0.1244261	0.267191	0.131882
1673	1	-41.24096	-42.68253	1.441573	0.150763	0.130289
1674	0	-44.1071	-41.67447	-2.432633	0.277479	0.295548
1675	1	-43.38042	-43.36314	-0.01728687	0.292995	0.0980024
1676	0	-41.88733	-42.20788	0.3205504	0.217148	0.148389
1677	1	-42.68583	-41.61248	-1.073352	0.190789	0.279798
1678	0	-41.16553	-41.70322	0.5376879	0.167427	0.181746
1679	1	-41.87861	-41.45788	-0.4207221	0.184709	0.236693
1680	0	-43.14331	-41.95404	-1.189275	0.284515	0.194808
1681	1	-41.35176	-41.60207	0.2503146	0.177351	0.193479
